paragraph,stemmed,tokenized,stemmed_and_tokenized
"LIMITS OF LIABILITY
THE LIMITS SHOWN ON THE POLICY
DECLARATIONS ARE THE MAXIMUM WE WILL PAY
FOR ANY SINGLE AUTO ACCIDENT THE LIMIT
STATED FOR EACH PERSON FOR BODILY INJURY IS
OUR TOTAL LIMIT OF LIABILITY FOR DAMAGES
BECAUSE OF BODILY INJURY SUSTAINED BY ONE
PERSON IN ANY SINGLE AUTO ACCIDENT
INCLUDING DAMAGES SUSTAINED BY ANYONE
ELSE AS A RESULT OF THAT BODILY INJURY
SUBJECT TO THE LIMIT FOR EACH PERSON THE
LIMIT STATED FOR EACH OCCURRENCE IS OUR
TOTAL LIMIT OF LIABILITY FOR DAMAGES FOR",limit of liabil the limit shown on the polici declar are the maximum we will pay for ani singl auto accid the limit state for each person for bodili injuri is our total limit of liabil for damag becaus of bodili injuri sustain by one person in ani singl auto accid includ damag sustain by anyon els as a result of that bodili injuri subject to the limit for each person the limit state for each occurr is our total limit of liabil for damag for,"limit of LIABILITY 
 the limit shown on the POLICY 
 declaration be the maximum we will pay 
 for any single auto accident the LIMIT 
 state for each person for BODILY INJURY be 
 our total limit of LIABILITY for DAMAGES 
 because of BODILY injury sustained by one 
 person in any single AUTO ACCIDENT 
 include DAMAGES sustained by anyone 
 else as a result of that BODILY injury 
 subject to the LIMIT for each person the 
 LIMIT state for each occurrence be our 
 total limit of LIABILITY for DAMAGES for",limit of liabil the limit show on the polici declar be the maximum we will pay for ani singl auto accid the limit state for each person for bodili injuri be our total limit of liabil for damag becaus of bodili injuri sustain by one person in ani singl auto accid includ damag sustain by anyon el as a result of that bodili injuri subject to the limit for each person the limit state for each occurr be our total limit of liabil for damag for
"BODILY INJURY SUSTAINED BY TWO OR MORE
PERSONS IN ANY SINGLE AUTO ACCIDENT FOR
PROPERTY DAMAGE THE LIMIT APPLIES TO
DAMAGES ARISING FROM EACH OCCURRENCE
THE LIABILITY LIMITS APPLY TO EACH INSURED
AUTO AS SHOWN ON THE POLICY DECLARATIONS
THE INSURING OF MORE THAN ONE PERSON OR
AUTO UNDER THIS POLICY WILL NOT INCREASE
OUR LIABILITY LIMITS BEYOND THE AMOUNT
SHOWN FOR ANY ONE AUTO EVEN THOUGH A
SEPARATE PREMIUM IS CHARGED FOR EACH
AUTO THE LIMITS ALSO WON’T BE INCREASED IF
YOU HAVE OTHER AUTO INSURANCE POLICIES
THAT APPLY
THERE WILL BE NO DUPLICATION OF PAYMENTS
MADE UNDER THE BODILY INJURY LIABILITY
COVERAGE UNINSURED MOTORISTS COVERAGE
AND MEDICAL PAYMENTS COVERAGE OF THIS
POLICY
AN AUTO AND ATTACHED TRAILER ARE
CONSIDERED ONE AUTO ALSO AN AUTO AND A
MOUNTED CAMPER UNIT TOPPER CAP OR
CANOPY ARE CONSIDERED ONE AUTO",bodili injuri sustain by two or more person in ani singl auto accid for properti damag the limit appli to damag aris from each occurr the liabil limit appli to each insur auto as shown on the polici declar the insur of more than one person or auto under this polici will not increas our liabil limit beyond the amount shown for ani one auto even though a separ premium is charg for each auto the limit also won't be increas if you have other auto insur polici that appli there will be no duplic of payment made under the bodili injuri liabil coverag uninsur motorist coverag and medic payment coverag of this polici an auto and attach trailer are consid one auto also an auto and a mount camper unit topper cap or canopi are consid one auto,"BODILY INJURY sustained by two or MORE 
 person in any single auto accident for 
 property damage the LIMIT apply to 
 DAMAGES arise from each OCCURRENCE 
 the LIABILITY limit APPLY to each insured 
 auto as SHOWN on the POLICY declaration 
 the insuring of MORE than one person or 
 AUTO under this POLICY will not increase 
 our LIABILITY limit beyond the amount 
 SHOWN for any one auto even though A 
 separate PREMIUM be CHARGED for EACH 
 auto the limit also won’t be increased if 
 you have other auto INSURANCE policy 
 that apply 
 THERE will be no duplication of payment 
 make under the BODILY INJURY LIABILITY 
 coverage uninsured MOTORISTS COVERAGE 
 and MEDICAL payment COVERAGE of this 
 policy 
 an auto and ATTACHED TRAILER be 
 consider one auto also an auto and A 
 mount CAMPER UNIT TOPPER CAP OR 
 canopy be consider one auto",bodili injuri sustain by two or more person in ani singl auto accid for properti damag the limit appli to damag aris from each occurr the liabil limit appli to each insur auto as show on the polici declar the insur of more than one person or auto under this polici will not increas our liabil limit beyond the amount show for ani one auto even though a separ premium be charg for each auto the limit also will not be increas if you have other auto insur polici that appli there will be no duplic of payment make under the bodili injuri liabil coverag uninsur motorist coverag and medic payment coverag of this polici an auto and attach trailer be consid one auto also an auto and a mount camper unit topper cap or canopi be consid one auto
"IF THERE IS OTHER INSURANCE
IF AN INSURED PERSON IS USING A SUBSTITUTE
PRIVATE PASSENGER AUTO OR NONOWNED
AUTO OUR LIABILITY INSURANCE WILL BE
EXCESS OVER OTHER COLLECTIBLE INSURANCE
IF MORE THAN ONE POLICY APPLIES ON A
PRIMARY BASIS TO AN ACCIDENT INVOLVING
YOUR INSURED AUTO WE WILL BEAR OUR
PROPORTIONATE SHARE WITH OTHER
COLLECTIBLE LIABILITY INSURANCE",if there is other insur if an insur person is use a substitut privat passeng auto or nonown auto our liabil insur will be excess over other collect insur if more than one polici appli on a primari basi to an accid involv your insur auto we will bear our proportion share with other collect liabil insur,"if there be other insurance 
 if an insured person be use a substitute 
 private PASSENGER AUTO OR NONOWNED 
 auto our LIABILITY insurance will be 
 excess over other COLLECTIBLE insurance 
 if MORE than one policy apply on a 
 PRIMARY BASIS to an accident involve 
 your insured auto WE will bear our 
 proportionate share with other 
 COLLECTIBLE LIABILITY insurance",if there be other insur if an insur person be use a substitut privat passeng auto or nonown auto our liabil insur will be excess over other collect insur if more than one polici appli on a primari basi to an accid involv your insur auto we will bear our proportion share with other collect liabil insur
"THIS INSURANCE WILL BE EXCESS OVER ANY
INSURANCE COVERING AN AUTOMOBILE
BUSINESS WHILE YOUR INSURED AUTO IS BEING
OPERATED BY A PERSON ENGAGED IN THAT
AUTOMOBILE BUSINESS AN AUTOMOBILE
BUSINESS INCLUDES REPAIRING SERVICING
TESTING WASHING PARKING STORING
DELIVERING OR SELLING OF AUTOS",this insur will be excess over ani insur cover an automobil busi while your insur auto is be oper by a person engag in that automobil busi an automobil busi includ repair servic test wash park store deliv or sell of auto,"this insurance will be excess over ANY 
 INSURANCE cover an automobile 
 business while your insured auto be be 
 operate by a person engage in that 
 AUTOMOBILE BUSINESS an AUTOMOBILE 
 business include repair servicing 
 testing washing parking store 
 deliver OR selling of auto",this insur will be excess over ani insur cover an automobil busi while your insur auto be be oper by a person engag in that automobil busi an automobil busi includ repair servic test wash park store deliv or sell of auto
"When we ask an insured person must cooperate
with us in the investigation settlement and defense
of any claim or lawsuit If we ask that person must
also help us obtain payment from anyone who may
be jointly responsible",when we ask an insur person must cooper with us in the investig settlement and defens of ani claim or lawsuit if we ask that person must also help us obtain payment from anyon who may be joint respons,"when we ask an insured person must cooperate 
 with we in the investigation settlement and defense 
 of any claim or lawsuit if we ask that person must 
 also help we obtain payment from anyone who may 
 be jointly responsible",when we ask an insur person must cooper with we in the investig settlement and defen of ani claim or lawsuit if we ask that person must also help we obtain payment from anyon who may be joint respon
"Allstate Insurance Company
We can’t be obligated if an insured person voluntarily
takes any action or makes any payments other than
for covered expenses for bail bonds or first aid to
others",allstat insur compani we can't be oblig if an insur person voluntarili take ani action or make ani payment other than for cover expens for bail bond or first aid to other,"Allstate Insurance Company 
 we can not be obligate if an insured person voluntarily 
 take any action or make any payment other than 
 for cover expense for bail bond or first aid to 
 other",allstat insur compani we can not be oblig if an insur person voluntarili take ani action or make ani payment other than for cover expen for bail bond or first aid to other
"This coverage does not apply to any person to the
extent that the treatment is covered under any
workers compensation law",this coverag doe not appli to ani person to the extent that the treatment is cover under ani worker compens law,"this coverage do not apply to any person to the 
 extent that the treatment be cover under any 
 worker compensation law",this coverag doe not appli to ani person to the extent that the treatment be cover under ani worker compen law
"You and any resident relative who sustains
bodily injury while in on getting into or out of
or when struck by an auto or trailer The use of
a nonowned auto must be with the owner’s
permission",you and ani resid relat who sustain bodili injuri while in on get into or out of or when struck by an auto or trailer the use of a nonown auto must be with the owner permiss,"you and any resident relative who sustain 
 bodily injury while in on get into or out of 
 or when strike by an auto or trailer the use of 
 a nonowne auto must be with the owner ’s 
 permission",you and ani resid relat who sustain bodili injuri while in on get into or out of or when strike by an auto or trailer the use of a nonown auto must be with the owner permiss
"Any other person who sustains bodily injury
while in on getting into or out of
a your insured auto while being used by you
a resident relative or any other person with
your permission
b a nonowned auto if the injury results from
your operation or occupancy
c a nonowned auto if the injury results from
the operation on your behalf by your private
chauffeur or domestic servant
d a nonowned private passenger auto or
trailer if the injury results from the operation
or occupancy by a resident relative",ani other person who sustain bodili injuri while in on get into or out of a your insur auto while be use by you a resid relat or ani other person with your permiss b a nonown auto if the injuri result from your oper or occup c a nonown auto if the injuri result from the oper on your behalf by your privat chauffeur or domest servant d a nonown privat passeng auto or trailer if the injuri result from the oper or occup by a resid relat,"any other person who sustain bodily injury 
 while in on get into or out of 
 a your insure auto while be use by you 
 a resident relative or any other person with 
 your permission 
 b a nonowne auto if the injury result from 
 your operation or occupancy 
 c a nonowne auto if the injury result from 
 the operation on your behalf by your private 
 chauffeur or domestic servant 
 d a nonowne private passenger auto or 
 trailer if the injury result from the operation 
 or occupancy by a resident relative",ani other person who sustain bodili injuri while in on get into or out of a your insur auto while be use by you a resid relat or ani other person with your permiss b a nonown auto if the injuri result from your oper or occup c a nonown auto if the injuri result from the oper on your behalf by your privat chauffeur or domest servant d a nonown privat passeng auto or trailer if the injuri result from the oper or occup by a resid relat
"No insured person may sue us under this coverage
unless there is full compliance with all the policy
terms",no insur person may sue us under this coverag unless there is full complianc with all the polici term,"no insured person may sue we under this coverage 
 unless there be full compliance with all the policy 
 term",no insur person may sue we under this coverag unless there be full complianc with all the polici term
"If liability has been determined by judgment after
trial or by written agreement among the insured the
other person and us then whoever obtains this
judgment or agreement against an insured person
may sue us up to the limits of this policy However
no one has the right to join us in a suit to determine
legal responsibility",if liabil has been determin by judgment after trial or by written agreement among the insur the other person and us then whoever obtain this judgment or agreement against an insur person may sue us up to the limit of this polici howev no one has the right to join us in a suit to determin legal respons,"if liability have be determine by judgment after 
 trial or by write agreement among the insured the 
 other person and we then whoever obtain this 
 judgment or agreement against an insured person 
 may sue we up to the limit of this policy however 
 no one have the right to join we in a suit to determine 
 legal responsibility",if liabil have be determin by judgment after trial or by write agreement among the insur the other person and we then whoever obtain this judgment or agreement against an insur person may sue we up to the limit of this polici howev no one have the right to join we in a suit to determin legal respon
"The bankruptcy or insolvency of an insured person
or that person’s estate won’t relieve us of any
obligation",the bankruptci or insolv of an insur person or that person estat won't reliev us of ani oblig,"the bankruptcy or insolvency of an insured person 
 or that person ’s estate will not relieve we of any 
 obligation",the bankruptci or insolv of an insur person or that person estat will not reliev we of ani oblig
"What To Do In Case Of An Auto Accident Or
Claim
If an insured person has an auto accident we must
be informed promptly of all details If an insured
person is sued as the result of an auto accident we
must be informed immediately",what to do in case of an auto accid or claim if an insur person has an auto accid we must be inform prompt of all detail if an insur person is su as the result of an auto accid we must be inform immedi,"what to do in case of an Auto accident or 
 claim 
 if an insured person have an auto accident we must 
 be inform promptly of all detail if an insure 
 person be sue as the result of an auto accident we 
 must be inform immediately",what to do in case of an auto accid or claim if an insur person have an auto accid we must be inform prompt of all detail if an insur person be su as the result of an auto accid we must be inform immedi
"Allstate will pay to or on behalf of an insured person
all reasonable expenses actually incurred by an
insured person for necessary medical treatment
services or products actually provided to the insured
person Payments will be made only when bodily
injury sickness disease or death is caused by an
auto accident Ambulance hospital medical
surgical Xray dental orthopedic and prosthetic
devices professional nursing services
pharmaceuticals eyeglasses hearing aids and
funeral service expenses are covered",allstat will pay to or on behalf of an insur person all reason expens actual incur by an insur person for necessari medic treatment servic or product actual provid to the insur person payment will be made onli when bodili injuri sick diseas or death is caus by an auto accid ambul hospit medic surgic xray dental orthoped and prosthet devic profession nurs servic pharmaceut eyeglass hear aid and funer servic expens are cover,"Allstate will pay to or on behalf of an insured person 
 all reasonable expense actually incur by an 
 insure person for necessary medical treatment 
 service or product actually provide to the insure 
 person payment will be make only when bodily 
 injury sickness disease or death be cause by an 
 auto accident Ambulance hospital medical 
 surgical Xray dental orthopedic and prosthetic 
 device professional nursing service 
 pharmaceutical eyeglass hear aid and 
 funeral service expense be cover",allstat will pay to or on behalf of an insur person all reason expen actual incur by an insur person for necessari medic treatment servic or product actual provid to the insur person payment will be make onli when bodili injuri sick disea or death be caus by an auto accid ambul hospit medic surgic xray dental orthope and prosthet devic profession nur servic pharmaceut eyeglass hear aid and funer servic expen be cover
"The treatment services or products must be
rendered within one year after the accident This will
be extended to five years if the amount of insurance
shown on the Policy Declarations for this coverage is
more than 5000",the treatment servic or product must be render within one year after the accid this will be extend to five year if the amount of insur shown on the polici declar for this coverag is more than 5000,"the treatment service or product must be 
 render within one year after the accident this will 
 be extend to five year if the amount of insurance 
 show on the Policy Declarations for this coverage be 
 more than 5000",the treatment servic or product must be render within one year after the accid this will be extend to five year if the amount of insur show on the polici declar for this coverag be more than 5000
"Any auto described on the Policy Declarations
This includes the four wheel private passenger
auto or utility auto you replace it with
An additional four wheel private passenger auto
or utility auto you become the owner of during
the policy period This auto will be covered if we
insure all other private passenger autos or utility
autos you own You must however tell us
within 60 days of acquiring the auto You must
pay any additional premium",ani auto describ on the polici declar this includ the four wheel privat passeng auto or util auto you replac it with an addit four wheel privat passeng auto or util auto you becom the owner of dure the polici period this auto will be cover if we insur all other privat passeng auto or util auto you own you must howev tell us within 60 day of acquir the auto you must pay ani addit premium,"any auto describe on the Policy Declarations 
 this include the four wheel private passenger 
 auto or utility auto you replace it with 
 an additional four wheel private passenger auto 
 or utility auto you become the owner of during 
 the policy period this auto will be cover if we 
 insure all other private passenger auto or utility 
 auto you own you must however tell we 
 within 60 day of acquire the auto you must 
 pay any additional premium",ani auto describ on the polici declar this includ the four wheel privat passeng auto or util auto you replac it with an addit four wheel privat passeng auto or util auto you becom the owner of dure the polici period this auto will be cover if we insur all other privat passeng auto or util auto you own you must howev tell we within 60 day of acquir the auto you must pay ani addit premium
"A substitute four wheel private passenger auto
or utility auto not owned by you or a resident
temporarily used while your insured auto is
being serviced or repaired or if your insured
auto is stolen or destroyed",a substitut four wheel privat passeng auto or util auto not own by you or a resid temporarili use while your insur auto is be servic or repair or if your insur auto is stolen or destroy,"a substitute four wheel private passenger auto 
 or utility auto not own by you or a resident 
 temporarily use while your insure auto be 
 be service or repair or if your insure 
 auto be steal or destroy",a substitut four wheel privat passeng auto or util auto not own by you or a resid temporarili use while your insur auto be be servic or repair or if your insur auto be steal or destroy
"A nonowned auto having not less than four
wheels used with the owner’s permission This
auto must not be available or furnished for the
regular use of an insured person",a nonown auto have not less than four wheel use with the owner permiss this auto must not be avail or furnish for the regular use of an insur person,"a nonowne auto have not less than four 
 wheel use with the owner ’s permission this 
 auto must not be available or furnish for the 
 regular use of an insured person",a nonown auto have not less than four wheel use with the owner permiss this auto must not be avail or furnish for the regular use of an insur person
"A trailer while attached to an insured auto The
trailer must be designed for use with a private
passenger auto or utility auto This trailer can’t",a trailer while attach to an insur auto the trailer must be design for use with a privat passeng auto or util auto this trailer can't,"a trailer while attach to an insure auto the 
 trailer must be design for use with a private 
 passenger auto or utility auto this trailer can not",a trailer while attach to an insur auto the trailer must be design for use with a privat passeng auto or util auto this trailer can not
"Allstate Insurance Company
be used for business purposes with other than a
private passenger auto or utility auto",allstat insur compani be use for busi purpos with other than a privat passeng auto or util auto,"Allstate Insurance Company 
 be use for business purpose with other than a 
 private passenger auto or utility auto",allstat insur compani be use for busi purpos with other than a privat passeng auto or util auto
"b in auto business operations such as
repairing servicing testing washing
parking storing or selling of autos",b in auto busi oper such as repair servic test wash park store or sell of auto,"b in auto business operation such as 
 repair servicing testing washing 
 parking storing or selling of auto",b in auto busi oper such as repair servic test wash park store or sell of auto
"Coverage is provided for you your private
chauffeur or domestic servant while using a
private passenger auto or trailer in any other
business or occupation",coverag is provid for you your privat chauffeur or domest servant while use a privat passeng auto or trailer in ani other busi or occup,"coverage be provide for you your private 
 chauffeur or domestic servant while use a 
 private passenger auto or trailer in any other 
 business or occupation",coverag be provid for you your privat chauffeur or domest servant while use a privat passeng auto or trailer in ani other busi or occup
"Allstate We Us or Our  means the
Allstate Insurance Company or Allstate
Indemnity Company as shown on the Policy
Declarations",allstat we us or our mean the allstat insur compani or allstat indemn compani as shown on the polici declar,"allstate we Us or our   mean the 
 Allstate Insurance Company or Allstate 
 Indemnity Company as show on the policy 
 declaration",allstat we we or our mean the allstat insur compani or allstat indemn compani as show on the polici declar
"Resident  means a person who physically
resides in your household with the intention of
continuing residence there Your unmarried
dependent children while temporarily away from
home will be considered residents if they intend
to resume residing in your household",resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend children while temporarili away from home will be consid resid if they intend to resum resid in your household,"Resident   mean a person who physically 
 reside in your household with the intention of 
 continue residence there your unmarried 
 dependent child while temporarily away from 
 home will be consider resident if they intend 
 to resume reside in your household",resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend child while temporarili away from home will be consid resid if they intend to resum resid in your household
"Utility Auto  means an auto of the pickup
body sedan delivery or panel truck type This
auto must have a rated load capacity of not more
than 2000 pounds",util auto mean an auto of the pickup bodi sedan deliveri or panel truck type this auto must have a rate load capac of not more than 2000 pound,"Utility Auto   mean an auto of the pickup 
 body sedan delivery or panel truck type this 
 auto must have a rate load capacity of not more 
 than 2000 pound",util auto mean an auto of the pickup bodi sedan deliveri or panel truck type this auto must have a rate load capac of not more than 2000 pound
"You or Your  means the policyholder
named on the Policy Declarations and that
policyholder’s resident spouse",you or your mean the policyhold name on the polici declar and that policyhold resid spous,"you or your   mean the policyholder 
 name on the Policy Declarations and that 
 policyholder ’s resident spouse",you or your mean the policyhold name on the polici declar and that policyhold resid spous
"THE MEDICAL PAYMENTS LIMIT APPLIES TO EACH
INSURED AUTO AS STATED ON THE POLICY
DECLARATIONS THE INSURING OF MORE THAN
ONE PERSON OR AUTO UNDER THIS POLICY WILL
NOT INCREASE OUR LIMIT BEYOND THE AMOUNT
SHOWN FOR ANY ONE AUTO EVEN THOUGH A
SEPARATE PREMIUM IS CHARGED FOR EACH
AUTO THE LIMIT ALSO WILL NOT BE INCREASED
IF YOU HAVE OTHER AUTO INSURANCE POLICIES
THAT APPLY",the medic payment limit appli to each insur auto as state on the polici declar the insur of more than one person or auto under this polici will not increas our limit beyond the amount shown for ani one auto even though a separ premium is charg for each auto the limit also will not be increas if you have other auto insur polici that appli,"the MEDICAL payment LIMIT apply to each 
 insured auto AS state on the POLICY 
 DECLARATIONS the insuring of MORE than 
 one person OR auto under this policy will 
 not increase our limit beyond the amount 
 SHOWN for any one auto even though A 
 separate PREMIUM be CHARGED for EACH 
 AUTO the LIMIT also will not be increased 
 if you have other auto INSURANCE policy 
 that apply",the medic payment limit appli to each insur auto as state on the polici declar the insur of more than one person or auto under this polici will not increas our limit beyond the amount show for ani one auto even though a separ premium be charg for each auto the limit also will not be increa if you have other auto insur polici that appli
"Exclusions  What is not covered
This coverage does not apply to bodily injury
sickness disease or death to
1 you or a resident relative while in on getting
into or out of an auto you or a resident relative
own but do not insure for this coverage
2",exclus what is not cover this coverag doe not appli to bodili injuri sick diseas or death to 1 you or a resid relat while in on get into or out of an auto you or a resid relat own but do not insur for this coverag 2,"exclusion   what be not cover 
 this coverage do not apply to bodily injury 
 sickness disease or death to 
 1 you or a resident relative while in on get 
 into or out of an auto you or a resident relative 
 own but do not insure for this coverage 
 2",exclus what be not cover this coverag doe not appli to bodili injuri sick disea or death to 1 you or a resid relat while in on get into or out of an auto you or a resid relat own but do not insur for this coverag 2
"you or a resident relative while in on getting
into or out of or struck as a pedestrian by
a a vehicle operated on rails or
crawlertreads or
b a vehicle or other equipment designed for
use off public roads while not on public
roads
any person while in on getting into or out of
a an owned auto while available for hire to the
public This exclusion does not apply to
sharedexpense car pools
b an auto or trailer while used as a residence
or premises
any person other than you or a resident relative
while using a nonowned auto
a which is available for hire by the public or",you or a resid relat while in on get into or out of or struck as a pedestrian by a a vehicl oper on rail or crawlertread or b a vehicl or other equip design for use off public road while not on public road ani person while in on get into or out of a an own auto while avail for hire to the public this exclus doe not appli to sharedexpens car pool b an auto or trailer while use as a resid or premis ani person other than you or a resid relat while use a nonown auto a which is avail for hire by the public or,"you or a resident relative while in on get 
 into or out of or strike as a pedestrian by 
 a a vehicle operate on rail or 
 crawlertread or 
 b a vehicle or other equipment design for 
 use off public road while not on public 
 road 
 any person while in on get into or out of 
 a an own auto while available for hire to the 
 public this exclusion do not apply to 
 sharedexpense car pool 
 b an auto or trailer while use as a residence 
 or premise 
 any person other than you or a resident relative 
 while use a nonowne auto 
 a which be available for hire by the public or",you or a resid relat while in on get into or out of or strike as a pedestrian by a a vehicl oper on rail or crawlertread or b a vehicl or other equip design for use off public road while not on public road ani person while in on get into or out of a an own auto while avail for hire to the public this exclus doe not appli to sharedexpen car pool b an auto or trailer while use as a resid or premis ani person other than you or a resid relat while use a nonown auto a which be avail for hire by the public or
"THE LIMIT SHOWN ON THE POLICY DECLARATIONS
IS THE MAXIMUM WE WILL PAY FOR ALL
EXPENSES INCURRED BY OR FOR EACH INSURED
PERSON AS THE RESULT OF ANY ONE AUTO
ACCIDENT",the limit shown on the polici declar is the maximum we will pay for all expens incur by or for each insur person as the result of ani one auto accid,"the LIMIT show on the POLICY declaration 
 be the MAXIMUM we will pay for all 
 expense INCURRED by OR for each insure 
 person as the result of any one auto 
 accident",the limit show on the polici declar be the maximum we will pay for all expen incur by or for each insur person as the result of ani one auto accid
"If an insured person dies as the result of a covered
auto accident we will pay the least of the following
as a funeral service expenses benefit
1 2000 or",if an insur person die as the result of a cover auto accid we will pay the least of the follow as a funer servic expens benefit 1 2000 or,"if an insured person die as the result of a cover 
 auto accident we will pay the least of the follow 
 as a funeral service expense benefit 
 1 2000 or",if an insur person die as the result of a cover auto accid we will pay the least of the follow as a funer servic expen benefit 1 2000 or
"the remaining portion of the Coverage CC limit
of liability not expended for other covered
medical expenses",the remain portion of the coverag cc limit of liabil not expend for other cover medic expens,"the remain portion of the Coverage CC limit 
 of liability not expend for other cover 
 medical expense",the remain portion of the coverag cc limit of liabil not expend for other cover medic expen
"This funeral service expenses benefit does not
increase and will not be paid in addition to the limits
of liability stated on the Policy Declarations for
Coverage CC This benefit is payable to the deceased
insured person’s spouse if a resident of the same
household at the time of the accident However if the
deceased is a minor the benefit is payable to either
parent if that parent is a resident of the same
household at the time of the accident In all other
cases the benefit is payable to the deceased insured
person’s estate",this funer servic expens benefit doe not increas and will not be paid in addit to the limit of liabil state on the polici declar for coverag cc this benefit is payabl to the deceas insur person spous if a resid of the same household at the time of the accid howev if the deceas is a minor the benefit is payabl to either parent if that parent is a resid of the same household at the time of the accid in all other case the benefit is payabl to the deceas insur person estat,"this funeral service expense benefit do not 
 increase and will not be pay in addition to the limit 
 of liability state on the Policy Declarations for 
 Coverage CC this benefit be payable to the deceased 
 insure person ’s spouse if a resident of the same 
 household at the time of the accident however if the 
 deceased be a minor the benefit be payable to either 
 parent if that parent be a resident of the same 
 household at the time of the accident in all other 
 case the benefit be payable to the deceased insure 
 person ’s estate",this funer servic expen benefit doe not increas and will not be pay in addit to the limit of liabil state on the polici declar for coverag cc this benefit be payabl to the deceas insur person spous if a resid of the same household at the time of the accid howev if the decea be a minor the benefit be payabl to either parent if that parent be a resid of the same household at the time of the accid in all other case the benefit be payabl to the deceas insur person estat
"Allstate Insurance Company
THERE WILL BE NO DUPLICATION OF PAYMENTS
MADE UNDER THE BODILY INJURY LIABILITY AND
AUTOMOBILE MEDICAL PAYMENTS COVERAGES
OF THIS POLICY ALL PAYMENTS MADE TO OR ON
BEHALF OF ANY PERSON UNDER THIS COVERAGE
WILL BE CONSIDERED AS ADVANCE PAYMENTS TO
THAT PERSON THE DAMAGES PAYABLE UNDER
THE BODILY INJURY LIABILITY COVERAGE OF THIS
POLICY WILL BE REDUCED BY THAT AMOUNT",allstat insur compani there will be no duplic of payment made under the bodili injuri liabil and automobil medic payment coverag of this polici all payment made to or on behalf of ani person under this coverag will be consid as advanc payment to that person the damag payabl under the bodili injuri liabil coverag of this polici will be reduc by that amount,"Allstate Insurance Company 
 THERE will be no duplication of payment 
 make under the BODILY INJURY LIABILITY and 
 AUTOMOBILE MEDICAL payment coverage 
 of this POLICY all payment make to or on 
 BEHALF of any person under this coverage 
 will be consider as ADVANCE payment to 
 that person the DAMAGES payable under 
 the BODILY injury LIABILITY COVERAGE of this 
 POLICY will be REDUCED by that amount",allstat insur compani there will be no duplic of payment make under the bodili injuri liabil and automobil medic payment coverag of this polici all payment make to or on behalf of ani person under this coverag will be consid as advanc payment to that person the damag payabl under the bodili injuri liabil coverag of this polici will be reduc by that amount
"Unreasonable Or Unnecessary Medical
Expenses
If the insured person incurs medical expenses which
are unreasonable or unnecessary we may refuse to
pay for those expenses and contest them
Unreasonable medical expenses are fees for medical
services which are substantially higher than the usual
and customary charges for those services
Unnecessary medical expenses are fees for medical
services which are not usually and customarily
performed for treatment of the injury including fees
for an excessive number amount or duration of
medical services",unreason or unnecessari medic expens if the insur person incur medic expens which are unreason or unnecessari we may refus to pay for those expens and contest them unreason medic expens are fee for medic servic which are substanti higher than the usual and customari charg for those servic unnecessari medic expens are fee for medic servic which are not usual and customarili perform for treatment of the injuri includ fee for an excess number amount or durat of medic servic,"unreasonable or Unnecessary Medical 
 Expenses 
 if the insure person incur medical expense which 
 be unreasonable or unnecessary we may refuse to 
 pay for those expense and contest they 
 unreasonable medical expense be fee for medical 
 service which be substantially high than the usual 
 and customary charge for those service 
 Unnecessary medical expense be fee for medical 
 service which be not usually and customarily 
 perform for treatment of the injury include fee 
 for an excessive number amount or duration of 
 medical service",unreason or unnecessari medic expen if the insur person incur medic expen which be unreason or unnecessari we may refus to pay for those expen and contest they unreason medic expen be fee for medic servic which be substanti high than the usual and customari charg for those servic unnecessari medic expen be fee for medic servic which be not usual and customarili perform for treatment of the injuri includ fee for an excess number amount or durat of medic servic
"If the insured person is sued by a medical services
provider because we refuse to pay contested medical
expenses we will pay all defense costs and any
resulting judgment against the insured person We
will choose the counsel The insured person must
cooperate with us in the defense of any claim or
lawsuit If we ask the insured person to attend
hearings or trials we will pay up to 50 per day for
loss of wages or salary We will also pay other
reasonable expenses incurred at our request",if the insur person is su by a medic servic provid becaus we refus to pay contest medic expens we will pay all defens cost and ani result judgment against the insur person we will choos the counsel the insur person must cooper with us in the defens of ani claim or lawsuit if we ask the insur person to attend hear or trial we will pay up to 50 per day for loss of wage or salari we will also pay other reason expens incur at our request,"if the insure person be sue by a medical service 
 provider because we refuse to pay contested medical 
 expense we will pay all defense cost and any 
 result judgment against the insured person we 
 will choose the counsel the insure person must 
 cooperate with we in the defense of any claim or 
 lawsuit if we ask the insured person to attend 
 hearing or trial we will pay up to 50 per day for 
 loss of wage or salary we will also pay other 
 reasonable expense incur at our request",if the insur person be su by a medic servic provid becaus we refus to pay contest medic expen we will pay all defen cost and ani result judgment against the insur person we will choos the counsel the insur person must cooper with we in the defen of ani claim or lawsuit if we ask the insur person to attend hear or trial we will pay up to 50 per day for loss of wage or salari we will also pay other reason expen incur at our request
