paragraph,stemmed,tokenized
"TRANSPORTATION EXPENSES
A In addition we will pay without application of a
deductible up to a maximum of 600 for
1 Temporary transportation expenses not exceeding 20 per day incurred by you in the
event of a loss to your covered auto We will
pay for such expenses if the loss is caused by
a Other than collision only if the Declarations indicate that Other Than Collision
Coverage is provided for that auto
b Collision only if the Declarations indicate
that Collision Coverage is provided for that
auto
2 Expenses for which you become legally responsible in the event of loss to a nonowned
auto We will pay for such expenses if the loss
is caused by
a Other than collision only if the Declarations indicate that Other Than Collision
Coverage is provided for any your covered
auto
b Collision only if the Declarations indicate
that Collision Coverage is provided for any
your covered auto
However the most we will pay for any expenses for loss of use is 20 per day
B If the loss is caused by
1 A total theft of your covered auto or a nonowned auto we will pay only expenses incurred during the period
a Beginning 48 hours after the theft and
b Ending when your covered auto or the
nonowned auto is returned to use or we
pay for its loss
2 Other than theft of a your covered auto or a
nonowned auto we will pay only expenses
beginning when the auto is withdrawn from use
for more than 24 hours
C Our payment will be limited to that period of time
reasonably required to repair or replace the your
covered auto or the nonowned auto
EXCLUSIONS
We will not pay for
1 Loss to your covered auto or any nonowned
auto which occurs while it is being used as a
public or livery conveyance This Exclusion
1 does not apply to a sharetheexpense car
pool
2 Damage due and confined to
a Wear and tear
b Freezing
c Mechanical or electrical breakdown or
failure or
d Road damage to tires",transport expens a in addit we will pay without applic of a deduct up to a maximum of 600 for 1 temporari transport expens not exceed 20 per day incur by you in the event of a loss to your cover auto we will pay for such expens if the loss is caus by a other than collis onli if the declar indic that other than collis coverag is provid for that auto b collis onli if the declar indic that collis coverag is provid for that auto 2 expens for which you becom legal respons in the event of loss to a nonown auto we will pay for such expens if the loss is caus by a other than collis onli if the declar indic that other than collis coverag is provid for ani your cover auto b collis onli if the declar indic that collis coverag is provid for ani your cover auto howev the most we will pay for ani expens for loss of use is 20 per day b if the loss is caus by 1 a total theft of your cover auto or a nonown auto we will pay onli expens incur dure the period a begin 48 hour after the theft and b end when your cover auto or the nonown auto is return to use or we pay for it loss 2 other than theft of a your cover auto or a nonown auto we will pay onli expens begin when the auto is withdrawn from use for more than 24 hour c our payment will be limit to that period of time reason requir to repair or replac the your cover auto or the nonown auto exclus we will not pay for 1 loss to your cover auto or ani nonown auto which occur while it is be use as a public or liveri convey this exclus 1 doe not appli to a sharetheexpens car pool 2 damag due and confin to a wear and tear b freez c mechan or electr breakdown or failur or d road damag to tire,"TRANSPORTATION expense 
 a in addition we will pay without application of a 
 deductible up to a maximum of 600 for 
 1 temporary transportation expense not exceed 20 per day incur by you in the 
 event of a loss to your cover auto we will 
 pay for such expense if the loss be cause by 
 a other than collision only if the Declarations indicate that other than Collision 
 Coverage be provide for that auto 
 b collision only if the Declarations indicate 
 that Collision Coverage be provide for that 
 auto 
 2 expense for which you become legally responsible in the event of loss to a nonowne 
 auto we will pay for such expense if the loss 
 be cause by 
 a other than collision only if the Declarations indicate that other than Collision 
 Coverage be provide for any your cover 
 auto 
 b collision only if the Declarations indicate 
 that Collision Coverage be provide for any 
 your cover auto 
 however the most we will pay for any expense for loss of use be 20 per day 
 B if the loss be cause by 
 1 a total theft of your covered auto or a nonowne auto we will pay only expense incur during the period 
 a beginning 48 hour after the theft and 
 b ending when your covered auto or the 
 nonowne auto be return to use or we 
 pay for its loss 
 2 other than theft of a your covered auto or a 
 nonowne auto we will pay only expense 
 beginning when the auto be withdraw from use 
 for more than 24 hour 
 c our payment will be limit to that period of time 
 reasonably require to repair or replace the your 
 covered auto or the nonowne auto 
 exclusion 
 we will not pay for 
 1 loss to your covered auto or any nonowne 
 auto which occur while it be be use as a 
 public or livery conveyance this exclusion 
 1 do not apply to a sharetheexpense car 
 pool 
 2 damage due and confine to 
 a Wear and tear 
 b freezing 
 c mechanical or electrical breakdown or 
 failure or 
 d road damage to tire"
"This Exclusion 2 does not apply if the damage results from the total theft of your covered auto or any nonowned auto
3 Loss due to or as a consequence of
a Radioactive contamination
b Discharge of any nuclear weapon even if
accidental
c War declared or undeclared
d Civil war
e Insurrection or
f Rebellion or revolution
4 Loss to any electronic equipment designed for
the reproduction of sound and any accessories
used with such equipment This includes but is
not limited to
a Radios and stereos
b Tape decks or
c Compact disc players
This Exclusion 4 does not apply to equipment designed solely for the reproduction of
sound and accessories used with such equipment provided
a The equipment is permanently installed in
your covered auto or any nonowned
auto or
b The equipment is
1 Removable from a housing unit which is
permanently installed in the auto
2 Designed to be solely operated by use
of the power from the autos electrical
system and
3 In or upon your covered auto or any
nonowned auto at the time of loss
5 Loss to any electronic equipment that receives
or transmits audio visual or data signals and
any accessories used with such equipment
This includes but is not limited to
a Citizens band radios
b Telephones
c Twoway mobile radios
d Scanning monitor receivers
e Television monitor receivers
f Video cassette recorders
g Audio cassette recorders or
h Personal computers
This Exclusion 5 does not apply to
a Any electronic equipment that is necessary
for the normal operation of the auto or the
monitoring of the autos operating systems
or",this exclus 2 doe not appli if the damag result from the total theft of your cover auto or ani nonown auto 3 loss due to or as a consequ of a radioact contamin b discharg of ani nuclear weapon even if accident c war declar or undeclar d civil war e insurrect or f rebellion or revolut 4 loss to ani electron equip design for the reproduct of sound and ani accessori use with such equip this includ but is not limit to a radio and stereo b tape deck or c compact disc player this exclus 4 doe not appli to equip design sole for the reproduct of sound and accessori use with such equip provid a the equip is perman instal in your cover auto or ani nonown auto or b the equip is 1 remov from a hous unit which is perman instal in the auto 2 design to be sole oper by use of the power from the auto electr system and 3 in or upon your cover auto or ani nonown auto at the time of loss 5 loss to ani electron equip that receiv or transmit audio visual or data signal and ani accessori use with such equip this includ but is not limit to a citizen band radio b telephon c twoway mobil radio d scan monitor receiv e televis monitor receiv f video cassett record g audio cassett record or h person comput this exclus 5 doe not appli to a ani electron equip that is necessari for the normal oper of the auto or the monitor of the auto oper system or,"this exclusion 2 do not apply if the damage result from the total theft of your covered auto or any nonowne auto 
 3 loss due to or as a consequence of 
 a Radioactive contamination 
 b discharge of any nuclear weapon even if 
 accidental 
 c War declare or undeclare 
 d civil war 
 e Insurrection or 
 f Rebellion or revolution 
 4 loss to any electronic equipment design for 
 the reproduction of sound and any accessory 
 use with such equipment this include but be 
 not limit to 
 a Radios and stereo 
 b Tape deck or 
 c Compact disc player 
 this Exclusion 4 do not apply to equipment design solely for the reproduction of 
 sound and accessory use with such equipment provide 
 a the equipment be permanently instal in 
 your covered auto or any nonowne 
 auto or 
 b the equipment be 
 1 removable from a housing unit which be 
 permanently instal in the auto 
 2 design to be solely operate by use 
 of the power from the auto electrical 
 system and 
 3 in or upon your covered auto or any 
 nonowne auto at the time of loss 
 5 loss to any electronic equipment that receive 
 or transmit audio visual or datum signal and 
 any accessory use with such equipment 
 this include but be not limit to 
 a Citizens band radio 
 b telephone 
 c Twoway mobile radio 
 d scanning monitor receiver 
 e Television monitor receiver 
 f Video cassette recorder 
 g Audio cassette recorder or 
 h personal computer 
 this exclusion 5 do not apply to 
 a any electronic equipment that be necessary 
 for the normal operation of the auto or the 
 monitoring of the auto operate system 
 or"
"b A permanently installed telephone designed
to be operated by use of the power from
the autos electrical system and any accessories used with the telephone
6 Loss to tapes records discs or other media
used with equipment described in Exclusions
4 and 5
7 A total loss to your covered auto or any nonowned auto due to destruction or confiscation
by governmental or civil authorities
This Exclusion 7 does not apply to the interests of Loss Payees in your covered auto
8 Loss to
a A trailer camper body or motor home
which is not shown in the Declarations or
b Facilities or equipment used with such
trailer camper body or motor home Facilities or equipment include but are not
limited to
1 Cooking dining plumbing or refrigeration facilities
2 Awnings or cabanas or
3 Any other facilities or equipment used
with a trailer camper body or motor
home
This Exclusion 8 does not apply to a
a Trailer and its facilities or equipment
which you do not own or
b Trailer camper body or the facilities or
equipment in or attached to the trailer or
camper body which you
1 Acquire during the policy period and
2 Ask us to insure within 14 days after you
become the owner
9 Loss to any nonowned auto when used by
you or any family member without a reasonable belief that you or that family member
are entitled to do so
10 Loss to equipment designed or used for the
detection or location of radar or laser
11 Loss to any custom furnishings or equipment in
or upon any pickup or van Custom furnishings
or equipment include but are not limited to
a Special carpeting or insulation
b Furniture or bars
c Heightextending roofs or
d Custom murals paintings or other decals or
graphics
This Exclusion 11 does not apply to a
cap cover or bedliner in or upon any your
covered auto which is a pickup",b a perman instal telephon design to be oper by use of the power from the auto electr system and ani accessori use with the telephon 6 loss to tape record disc or other media use with equip describ in exclus 4 and 5 7 a total loss to your cover auto or ani nonown auto due to destruct or confisc by government or civil author this exclus 7 doe not appli to the interest of loss paye in your cover auto 8 loss to a a trailer camper bodi or motor home which is not shown in the declar or b facil or equip use with such trailer camper bodi or motor home facil or equip includ but are not limit to 1 cook dine plumb or refriger facil 2 awn or cabana or 3 ani other facil or equip use with a trailer camper bodi or motor home this exclus 8 doe not appli to a a trailer and it facil or equip which you do not own or b trailer camper bodi or the facil or equip in or attach to the trailer or camper bodi which you 1 acquir dure the polici period and 2 ask us to insur within 14 day after you becom the owner 9 loss to ani nonown auto when use by you or ani famili member without a reason belief that you or that famili member are entitl to do so 10 loss to equip design or use for the detect or locat of radar or laser 11 loss to ani custom furnish or equip in or upon ani pickup or van custom furnish or equip includ but are not limit to a special carpet or insul b furnitur or bar c heightextend roof or d custom mural paint or other decal or graphic this exclus 11 doe not appli to a cap cover or bedlin in or upon ani your cover auto which is a pickup,"b a permanently instal telephone design 
 to be operate by use of the power from 
 the auto electrical system and any accessory use with the telephone 
 6 loss to tape record disc or other medium 
 use with equipment describe in exclusion 
 4 and 5 
 7 a total loss to your covered auto or any nonowne auto due to destruction or confiscation 
 by governmental or civil authority 
 this Exclusion 7 do not apply to the interest of Loss Payees in your covered auto 
 8 loss to 
 a a trailer camper body or motor home 
 which be not show in the Declarations or 
 b Facilities or equipment use with such 
 trailer camper body or motor home Facilities or equipment include but be not 
 limited to 
 1 Cooking dining plumbing or refrigeration facility 
 2 awning or cabana or 
 3 any other facility or equipment use 
 with a trailer camper body or motor 
 home 
 this Exclusion 8 do not apply to a 
 a Trailer and its facility or equipment 
 which you do not own or 
 b Trailer camper body or the facility or 
 equipment in or attach to the trailer or 
 camper body which you 
 1 Acquire during the policy period and 
 2 ask we to insure within 14 day after you 
 become the owner 
 9 loss to any nonowne auto when use by 
 you or any family member without a reasonable belief that you or that family member 
 be entitle to do so 
 10 loss to equipment design or use for the 
 detection or location of radar or laser 
 11 loss to any custom furnishing or equipment in 
 or upon any pickup or van Custom furnishing 
 or equipment include but be not limit to 
 a special carpeting or insulation 
 b furniture or bar 
 c Heightextending roof or 
 d Custom mural painting or other decal or 
 graphic 
 this Exclusion 11 do not apply to a 
 cap cover or bedliner in or upon any your 
 covered auto which be a pickup"
"12 Loss to any nonowned auto being maintained or used by any person while employed
or otherwise engaged in the business of
a Selling
b Repairing
c Servicing
d Storing or
e Parking
vehicles designed for use on public highways
This includes road testing and delivery
13 Loss to your covered auto or any nonowned
auto located inside a facility designed for
racing for the purpose of
a Competing in or
b Practicing or preparing for
any prearranged or organized racing or speed
contest
14 Loss to or loss of use of a nonowned auto
rented by
a You or
b Any family member
if a rental vehicle company is precluded from
recovering such loss or loss of use from you
or that family member pursuant to the provisions of any applicable rental agreement or
state law
LIMIT OF LIABILITY
A Our limit of liability for loss will be the lesser of
the
1 Actual cash value of the stolen or damaged
property or
2 Amount necessary to repair or replace the
property with other property of like kind and
quality
However the most we will pay for loss to
1 Any nonowned auto which is a trailer is
500
2 Equipment designed solely for the reproduction of sound including any accessories used
with such equipment which is installed in locations not used by the auto manufacturer for
installation of such equipment or accessories
is 1000
B An adjustment for depreciation and physical
condition will be made in determining actual cash
value in the event of a total loss
C If a repair or replacement results in better than
like kind or quality we will not pay for the amount
of the betterment",12 loss to ani nonown auto be maintain or use by ani person while employ or otherwis engag in the busi of a sell b repair c servic d store or e park vehicl design for use on public highway this includ road test and deliveri 13 loss to your cover auto or ani nonown auto locat insid a facil design for race for the purpos of a compet in or b practic or prepar for ani prearrang or organ race or speed contest 14 loss to or loss of use of a nonown auto rent by a you or b ani famili member if a rental vehicl compani is preclud from recov such loss or loss of use from you or that famili member pursuant to the provis of ani applic rental agreement or state law limit of liabil a our limit of liabil for loss will be the lesser of the 1 actual cash valu of the stolen or damag properti or 2 amount necessari to repair or replac the properti with other properti of like kind and qualiti howev the most we will pay for loss to 1 ani nonown auto which is a trailer is 500 2 equip design sole for the reproduct of sound includ ani accessori use with such equip which is instal in locat not use by the auto manufactur for instal of such equip or accessori is 1000 b an adjust for depreci and physic condit will be made in determin actual cash valu in the event of a total loss c if a repair or replac result in better than like kind or qualiti we will not pay for the amount of the better,"12 loss to any nonowne auto be maintain or use by any person while employ 
 or otherwise engage in the business of 
 a sell 
 b repair 
 c servicing 
 d store or 
 e parking 
 vehicle design for use on public highway 
 this include road testing and delivery 
 13 loss to your covered auto or any nonowne 
 auto locate inside a facility design for 
 racing for the purpose of 
 a competing in or 
 b practicing or prepare for 
 any prearranged or organized racing or speed 
 contest 
 14 loss to or loss of use of a nonowne auto 
 rent by 
 a You or 
 b any family member 
 if a rental vehicle company be preclude from 
 recover such loss or loss of use from you 
 or that family member pursuant to the provision of any applicable rental agreement or 
 state law 
 LIMIT of LIABILITY 
 a our limit of liability for loss will be the less of 
 the 
 1 actual cash value of the steal or damage 
 property or 
 2 Amount necessary to repair or replace the 
 property with other property of like kind and 
 quality 
 however the most we will pay for loss to 
 1 any nonowne auto which be a trailer be 
 500 
 2 equipment design solely for the reproduction of sound include any accessory use 
 with such equipment which be instal in location not use by the auto manufacturer for 
 installation of such equipment or accessory 
 be 1000 
 b an adjustment for depreciation and physical 
 condition will be make in determine actual cash 
 value in the event of a total loss 
 C if a repair or replacement result in well than 
 like kind or quality we will not pay for the amount 
 of the betterment"
"PAYMENT OF LOSS
We may pay for loss in money or repair or replace
the damaged or stolen property We may at our
expense return any stolen property to
1 You or
2 The address shown in this policy
If we return stolen property we will pay for any damage resulting from the theft We may keep all or part
of the property at an agreed or appraised value
If we pay for loss in money our payment will include
the applicable sales tax for the damaged or stolen
property
NO BENEFIT TO BAILEE
This insurance shall not directly or indirectly benefit
any carrier or other bailee for hire
OTHER SOURCES OF RECOVERY
If other sources of recovery also cover the loss we
will pay only our share of the loss Our share is the
proportion that our limit of liability bears to the total of
all applicable limits However any insurance we
provide with respect to a nonowned auto shall be
excess over any other collectible source of recovery
including but not limited to",payment of loss we may pay for loss in money or repair or replac the damag or stolen properti we may at our expens return ani stolen properti to 1 you or 2 the address shown in this polici if we return stolen properti we will pay for ani damag result from the theft we may keep all or part of the properti at an agre or apprais valu if we pay for loss in money our payment will includ the applic sale tax for the damag or stolen properti no benefit to baile this insur shall not direct or indirect benefit ani carrier or other baile for hire other sourc of recoveri if other sourc of recoveri also cover the loss we will pay onli our share of the loss our share is the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a nonown auto shall be excess over ani other collect sourc of recoveri includ but not limit to,"payment of loss 
 we may pay for loss in money or repair or replace 
 the damage or steal property we may at our 
 expense return any steal property to 
 1 you or 
 2 the address show in this policy 
 if we return steal property we will pay for any damage result from the theft we may keep all or part 
 of the property at an agree or appraise value 
 if we pay for loss in money our payment will include 
 the applicable sale tax for the damage or steal 
 property 
 no benefit to bailee 
 this insurance shall not directly or indirectly benefit 
 any carrier or other bailee for hire 
 other sources of RECOVERY 
 if other source of recovery also cover the loss we 
 will pay only our share of the loss our share be the 
 proportion that our limit of liability bear to the total of 
 all applicable limit however any insurance we 
 provide with respect to a nonowne auto shall be 
 excess over any other collectible source of recovery 
 include but not limit to"
"1 Any coverage provided by the owner of the
nonowned auto
2 Any other applicable physical damage insurance
3 Any other source of recovery applicable to the
loss
APPRAISAL
A If we and you do not agree on the amount of loss
either may demand an appraisal of the loss In
this event each party will select a competent appraiser The two appraisers will select an umpire
The appraisers will state separately the actual
cash value and the amount of loss If they fail to
agree they will submit their differences to the
umpire A decision agreed to by any two will be
binding Each party will
1 Pay its chosen appraiser and
2 Bear the expenses of the appraisal and umpire
equally
B We do not waive any of our rights under this policy by agreeing to an appraisal",1 ani coverag provid by the owner of the nonown auto 2 ani other applic physic damag insur 3 ani other sourc of recoveri applic to the loss apprais a if we and you do not agre on the amount of loss either may demand an apprais of the loss in this event each parti will select a compet apprais the two apprais will select an umpir the apprais will state separ the actual cash valu and the amount of loss if they fail to agre they will submit their differ to the umpir a decis agre to by ani two will be bind each parti will 1 pay it chosen apprais and 2 bear the expens of the apprais and umpir equal b we do not waiv ani of our right under this polici by agre to an apprais,"1 any coverage provide by the owner of the 
 nonowne auto 
 2 any other applicable physical damage insurance 
 3 any other source of recovery applicable to the 
 loss 
 appraisal 
 a if we and you do not agree on the amount of loss 
 either may demand an appraisal of the loss in 
 this event each party will select a competent appraiser the two appraiser will select an umpire 
 the appraiser will state separately the actual 
 cash value and the amount of loss if they fail to 
 agree they will submit their difference to the 
 umpire a decision agree to by any two will be 
 bind each party will 
 1 pay its choose appraiser and 
 2 Bear the expense of the appraisal and umpire 
 equally 
 b we do not waive any of our right under this policy by agree to an appraisal"
"PART E – DUTIES AFTER AN ACCIDENT OR LOSS
We have no duty to provide coverage under this
policy unless there has been full compliance with the
following duties
A We must be notified promptly of how when and
where the accident or loss happened Notice
should also include the names and addresses of
any injured persons and of any witnesses
B A person seeking any coverage must
1 Cooperate with us in the investigation settlement or defense of any claim or suit
2 Promptly send us copies of any notices or
legal papers received in connection with the
accident or loss
3 Submit as often as we reasonably require
a To physical exams by physicians we select
We will pay for these exams
b To examination under oath and subscribe
the same
4 Authorize us to obtain
a Medical reports and",part e – duti after an accid or loss we have no duti to provid coverag under this polici unless there has been full complianc with the follow duti a we must be notifi prompt of how when and where the accid or loss happen notic should also includ the name and address of ani injur person and of ani wit b a person seek ani coverag must 1 cooper with us in the investig settlement or defens of ani claim or suit 2 prompt send us copi of ani notic or legal paper receiv in connect with the accid or loss 3 submit as often as we reason requir a to physic exam by physician we select we will pay for these exam b to examin under oath and subscrib the same 4 author us to obtain a medic report and,"part e – duty after an accident or loss 
 we have no duty to provide coverage under this 
 policy unless there have be full compliance with the 
 follow duty 
 a we must be notify promptly of how when and 
 where the accident or loss happen Notice 
 should also include the name and address of 
 any injure person and of any witness 
 b a person seek any coverage must 
 1 Cooperate with we in the investigation settlement or defense of any claim or suit 
 2 promptly send we copy of any notice or 
 legal paper receive in connection with the 
 accident or loss 
 3 Submit as often as we reasonably require 
 a to physical exam by physician we select 
 we will pay for these exam 
 b to examination under oath and subscribe 
 the same 
 4 authorize we to obtain 
 a Medical report and"
"b Other pertinent records
5 Submit a proof of loss when required by us
C A person seeking Uninsured Motorists Coverage
must also
1 Promptly notify the police if a hitandrun
driver is involved
2 Promptly send us copies of the legal papers if
a suit is brought
D A person seeking Coverage For Damage To Your
Auto must also
1 Take reasonable steps after loss to protect
your covered auto or any nonowned auto
and their equipment from further loss We will
pay reasonable expenses incurred to do this
2 Promptly notify the police if your covered
auto or any nonowned auto is stolen
3 Permit us to inspect and appraise the damaged property before its repair or disposal",b other pertin record 5 submit a proof of loss when requir by us c a person seek uninsur motorist coverag must also 1 prompt notifi the polic if a hitandrun driver is involv 2 prompt send us copi of the legal paper if a suit is brought d a person seek coverag for damag to your auto must also 1 take reason step after loss to protect your cover auto or ani nonown auto and their equip from further loss we will pay reason expens incur to do this 2 prompt notifi the polic if your cover auto or ani nonown auto is stolen 3 permit us to inspect and apprais the damag properti befor it repair or dispos,"b other pertinent record 
 5 submit a proof of loss when require by we 
 C a person seek Uninsured Motorists Coverage 
 must also 
 1 promptly notify the police if a hitandrun 
 driver be involve 
 2 promptly send we copy of the legal paper if 
 a suit be bring 
 D a person seek Coverage for damage to your 
 Auto must also 
 1 take reasonable step after loss to protect 
 your cover auto or any nonowne auto 
 and their equipment from further loss we will 
 pay reasonable expense incur to do this 
 2 promptly notify the police if your cover 
 auto or any nonowne auto be steal 
 3 permit we to inspect and appraise the damage property before its repair or disposal"
"PART F – GENERAL PROVISIONS
BANKRUPTCY
Bankruptcy or insolvency of the insured shall not
relieve us of any obligations under this policy
CHANGES
A This policy contains all the agreements between
you and us Its terms may not be changed or
waived except by endorsement issued by us
B If there is a change to the information used to
develop the policy premium we may adjust your
premium Changes during the policy term that
may result in a premium increase or decrease include but are not limited to changes in
1 The number type or use classification of insured vehicles
2 Operators using insured vehicles
3 The place of principal garaging of insured
vehicles
4 Coverage deductible or limits
If a change resulting from A or B requires a premium adjustment we will make the premium adjustment in accordance with our manual rules
C If we make a change which broadens coverage
under this edition of your policy without additional
premium charge that change will automatically
apply to your policy as of the date we implement
the change in your state This Paragraph C
does not apply to changes implemented with a
general program revision that includes both
broadenings and restrictions in coverage whether
that general program revision is implemented
through introduction of
1 A subsequent edition of your policy or
2 An Amendatory Endorsement
FRAUD
We do not provide coverage for any insured who
has made fraudulent statements or engaged in
fraudulent conduct in connection with any accident or
loss for which coverage is sought under this policy
LEGAL ACTION AGAINST US
A No legal action may be brought against us until
there has been full compliance with all the terms
of this policy In addition under Part A no legal
action may be brought against us until
1 We agree in writing that the insured has an
obligation to pay or
2 The amount of that obligation has been finally
determined by judgment after trial
B No person or organization has any right under this
policy to bring us into any action to determine the
liability of an insured",part f – general provis bankruptci bankruptci or insolv of the insur shall not reliev us of ani oblig under this polici chang a this polici contain all the agreement between you and us it term may not be chang or waiv except by endors issu by us b if there is a chang to the inform use to develop the polici premium we may adjust your premium chang dure the polici term that may result in a premium increas or decreas includ but are not limit to chang in 1 the number type or use classif of insur vehicl 2 oper use insur vehicl 3 the place of princip garag of insur vehicl 4 coverag deduct or limit if a chang result from a or b requir a premium adjust we will make the premium adjust in accord with our manual rule c if we make a chang which broaden coverag under this edit of your polici without addit premium charg that chang will automat appli to your polici as of the date we implement the chang in your state this paragraph c doe not appli to chang implement with a general program revis that includ both broaden and restrict in coverag whether that general program revis is implement through introduct of 1 a subsequ edit of your polici or 2 an amendatori endors fraud we do not provid coverag for ani insur who has made fraudul statement or engag in fraudul conduct in connect with ani accid or loss for which coverag is sought under this polici legal action against us a no legal action may be brought against us until there has been full complianc with all the term of this polici in addit under part a no legal action may be brought against us until 1 we agre in write that the insur has an oblig to pay or 2 the amount of that oblig has been final determin by judgment after trial b no person or organ has ani right under this polici to bring us into ani action to determin the liabil of an insur,"PART F – GENERAL provision 
 BANKRUPTCY 
 Bankruptcy or insolvency of the insure shall not 
 relieve we of any obligation under this policy 
 change 
 a this policy contain all the agreement between 
 you and we its term may not be change or 
 waive except by endorsement issue by we 
 B if there be a change to the information use to 
 develop the policy premium we may adjust your 
 premium change during the policy term that 
 may result in a premium increase or decrease include but be not limit to change in 
 1 the number type or use classification of insured vehicle 
 2 Operators use insure vehicle 
 3 the place of principal garaging of insure 
 vehicle 
 4 Coverage deductible or limit 
 if a change result from a or b require a premium adjustment we will make the premium adjustment in accordance with our manual rule 
 c if we make a change which broaden coverage 
 under this edition of your policy without additional 
 premium charge that change will automatically 
 apply to your policy as of the date we implement 
 the change in your state this Paragraph C 
 do not apply to change implement with a 
 general program revision that include both 
 broadening and restriction in coverage whether 
 that general program revision be implement 
 through introduction of 
 1 a subsequent edition of your policy or 
 2 an Amendatory Endorsement 
 fraud 
 we do not provide coverage for any insure who 
 have make fraudulent statement or engage in 
 fraudulent conduct in connection with any accident or 
 loss for which coverage be seek under this policy 
 LEGAL ACTION against US 
 A no legal action may be bring against we until 
 there have be full compliance with all the term 
 of this policy in addition under Part A no legal 
 action may be bring against we until 
 1 we agree in write that the insure have an 
 obligation to pay or 
 2 the amount of that obligation have be finally 
 determine by judgment after trial 
 b no person or organization have any right under this 
 policy to bring we into any action to determine the 
 liability of an insure"
"OUR RIGHT TO RECOVER PAYMENT
A If we make a payment under this policy and the
person to or for whom payment was made has a
right to recover damages from another we shall be
subrogated to that right That person shall do
1 Whatever is necessary to enable us to exercise our rights and
2 Nothing after loss to prejudice them
However our rights in this Paragraph A do not
apply under Part D against any person using
your covered auto with a reasonable belief that
that person is entitled to do so
B If we make a payment under this policy and the
person to or for whom payment is made recovers
damages from another that person shall
1 Hold in trust for us the proceeds of the recovery and
2 Reimburse us to the extent of our payment
POLICY PERIOD AND TERRITORY
A This policy applies only to accidents and losses
which occur
1 During the policy period as shown in the Declarations and
2 Within the policy territory
B The policy territory is
1 The United States of America its territories or
possessions
2 Puerto Rico or
3 Canada
This policy also applies to loss to or accidents involving your covered auto while being transported between their ports
TERMINATION
A Cancellation
This policy may be cancelled during the policy
period as follows
1 The named insured shown in the Declarations
may cancel by
a Returning this policy to us or
b Giving us advance written notice of the
date cancellation is to take effect
2 We may cancel by mailing to the named insured shown in the Declarations at the address
shown in this policy
a At least 10 days notice
1 If cancellation is for nonpayment of
premium or",our right to recov payment a if we make a payment under this polici and the person to or for whom payment was made has a right to recov damag from anoth we shall be subrog to that right that person shall do 1 whatev is necessari to enabl us to exercis our right and 2 noth after loss to prejudic them howev our right in this paragraph a do not appli under part d against ani person use your cover auto with a reason belief that that person is entitl to do so b if we make a payment under this polici and the person to or for whom payment is made recov damag from anoth that person shall 1 hold in trust for us the proceed of the recoveri and 2 reimburs us to the extent of our payment polici period and territori a this polici appli onli to accid and loss which occur 1 dure the polici period as shown in the declar and 2 within the polici territori b the polici territori is 1 the unit state of america it territori or possess 2 puerto rico or 3 canada this polici also appli to loss to or accid involv your cover auto while be transport between their port termin a cancel this polici may be cancel dure the polici period as follow 1 the name insur shown in the declar may cancel by a return this polici to us or b give us advanc written notic of the date cancel is to take effect 2 we may cancel by mail to the name insur shown in the declar at the address shown in this polici a at least 10 day notic 1 if cancel is for nonpay of premium or,"our right to RECOVER payment 
 a if we make a payment under this policy and the 
 person to or for whom payment be make have a 
 right to recover damage from another we shall be 
 subrogate to that right that person shall do 
 1 whatever be necessary to enable we to exercise our right and 
 2 nothing after loss to prejudice they 
 however our right in this Paragraph A do not 
 apply under Part d against any person use 
 your cover auto with a reasonable belief that 
 that person be entitle to do so 
 B if we make a payment under this policy and the 
 person to or for whom payment be make recover 
 damage from another that person shall 
 1 hold in trust for we the proceed of the recovery and 
 2 reimburse we to the extent of our payment 
 POLICY PERIOD and TERRITORY 
 A this policy apply only to accident and loss 
 which occur 
 1 during the policy period as show in the Declarations and 
 2 within the policy territory 
 b the policy territory be 
 1 the United States of America its territory or 
 possession 
 2 Puerto Rico or 
 3 Canada 
 this policy also apply to loss to or accident involve your cover auto while be transport between their port 
 termination 
 a Cancellation 
 this policy may be cancel during the policy 
 period as follow 
 1 the name insure show in the declaration 
 may cancel by 
 a return this policy to we or 
 b give we advance write notice of the 
 date cancellation be to take effect 
 2 we may cancel by mail to the name insure show in the Declarations at the address 
 show in this policy 
 a at least 10 day notice 
 1 if cancellation be for nonpayment of 
 premium or"
