paragraph,stemmed,tokenized,stemmed_and_tokenized
"a owned by any family member or
b furnished or available for the regular
use of any family member
However this exclusion 6 does not apply
to you
7 Sustained while occupying a vehicle
without a reasonable belief that that person is entitled to do so
8 Sustained while occupying a vehicle when it
is being used in the business of an insured
This exclusion 8 does not apply to bodily
injury sustained while occupying a",a own by ani famili member or b furnish or avail for the regular use of ani famili member howev this exclus 6 doe not appli to you 7 sustain while occupi a vehicl without a reason belief that that person is entitl to do so 8 sustain while occupi a vehicl when it is be use in the busi of an insur this exclus 8 doe not appli to bodili injuri sustain while occupi a,"a own by any family member or 
 b furnish or available for the regular 
 use of any family member 
 however this exclusion 6 do not apply 
 to you 
 7 sustain while occupy a vehicle 
 without a reasonable belief that that person be entitle to do so 
 8 sustain while occupy a vehicle when it 
 be be use in the business of an insure 
 this exclusion 8 do not apply to bodily 
 injury sustain while occupy a",a own by ani famili member or b furnish or avail for the regular use of ani famili member howev this exclus 6 doe not appli to you 7 sustain while occupi a vehicl without a reason belief that that person be entitl to do so 8 sustain while occupi a vehicl when it be be use in the busi of an insur this exclus 8 doe not appli to bodili injuri sustain while occupi a
"B Any amounts otherwise payable for expenses
under this coverage shall be reduced by any
amounts paid or payable for the same expenses
under Coverage A or Coverage D
C No payment will be made unless the injured
person or that persons legal representative
agrees in writing that any payment shall be applied toward any settlement or judgment that
person receives under Coverage A or
Coverage D",b ani amount otherwis payabl for expens under this coverag shall be reduc by ani amount paid or payabl for the same expens under coverag a or coverag d c no payment will be made unless the injur person or that person legal repres agre in write that ani payment shall be appli toward ani settlement or judgment that person receiv under coverag a or coverag d,"b any amount otherwise payable for expense 
 under this coverage shall be reduce by any 
 amount pay or payable for the same expense 
 under Coverage A or Coverage d 
 C no payment will be make unless the injure 
 person or that person legal representative 
 agree in write that any payment shall be apply toward any settlement or judgment that 
 person receive under Coverage A or 
 coverage d",b ani amount otherwis payabl for expen under this coverag shall be reduc by ani amount pay or payabl for the same expen under coverag a or coverag d c no payment will be make unless the injur person or that person legal repre agre in write that ani payment shall be appli toward ani settlement or judgment that person receiv under coverag a or coverag d
"If there is other applicable auto medical payments
insurance we will pay only our share of the loss
Our share is the proportion that our limit of
liability bears to the total of all applicable limits
However any insurance we provide with respect to
a vehicle you do not own shall be excess over any
other collectible auto insurance providing payments for medical or funeral expenses",if there is other applic auto medic payment insur we will pay onli our share of the loss our share is the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a vehicl you do not own shall be excess over ani other collect auto insur provid payment for medic or funer expens,"if there be other applicable auto medical payment 
 insurance we will pay only our share of the loss 
 our share be the proportion that our limit of 
 liability bear to the total of all applicable limit 
 however any insurance we provide with respect to 
 a vehicle you do not own shall be excess over any 
 other collectible auto insurance provide payment for medical or funeral expense",if there be other applic auto medic payment insur we will pay onli our share of the loss our share be the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a vehicl you do not own shall be excess over ani other collect auto insur provid payment for medic or funer expen
"c trailer used with a vehicle described
in a or b above
9 Caused by or as a consequence of
a discharge of a nuclear weapon even if
accidental
b war declared or undeclared",c trailer use with a vehicl describ in a or b abov 9 caus by or as a consequ of a discharg of a nuclear weapon even if accident b war declar or undeclar,"c trailer use with a vehicle describe 
 in a or b above 
 9 cause by or as a consequence of 
 a discharge of a nuclear weapon even if 
 accidental 
 b war declare or undeclare",c trailer use with a vehicl describ in a or b abov 9 caus by or as a consequ of a discharg of a nuclear weapon even if accident b war declar or undeclar
"c your covered auto
4 To which a bodily injury liability bond or
policy applies at the time of the accident
but the bonding or insuring company",c your cover auto 4 to which a bodili injuri liabil bond or polici appli at the time of the accid but the bond or insur compani,"c your cover auto 
 4 to which a bodily injury liability bond or 
 policy apply at the time of the accident 
 but the bonding or insure company",c your cover auto 4 to which a bodili injuri liabil bond or polici appli at the time of the accid but the bond or insur compani
"A We will pay damages which an insured is legally entitled to recover from the owner or
operator of an uninsured motor vehicle because of bodily injury",a we will pay damag which an insur is legal entitl to recov from the owner or oper of an uninsur motor vehicl becaus of bodili injuri,"a we will pay damage which an insured be legally entitle to recover from the owner or 
 operator of an uninsured motor vehicle because of bodily injury",a we will pay damag which an insur be legal entitl to recov from the owner or oper of an uninsur motor vehicl becaus of bodili injuri
"The owners or operators liability for these
damages must arise out of the ownership maintenance or use of the uninsured motor
vehicle",the owner or oper liabil for these damag must aris out of the ownership mainten or use of the uninsur motor vehicl,"the owner or operator liability for these 
 damage must arise out of the ownership maintenance or use of the uninsured motor 
 vehicle",the owner or oper liabil for these damag must aris out of the ownership mainten or use of the uninsur motor vehicl
"Any judgment for damages arising out of a suit
brought without our written consent is not
binding on us",ani judgment for damag aris out of a suit brought without our written consent is not bind on us,"any judgment for damage arise out of a suit 
 bring without our write consent be not 
 binding on we",ani judgment for damag aris out of a suit bring without our write consent be not bind on we
"3 Any person for damages that person is entitled to recover because of bodily injury
to which this coverage applies sustained by
a person described in 1 or 2 above
C Uninsured motor vehicle means a land motor
vehicle or trailer of any type",3 ani person for damag that person is entitl to recov becaus of bodili injuri to which this coverag appli sustain by a person describ in 1 or 2 abov c uninsur motor vehicl mean a land motor vehicl or trailer of ani type,"3 any person for damage that person be entitle to recover because of bodily injury 
 to which this coverage apply sustain by 
 a person describe in 1 or 2 above 
 C uninsured motor vehicle mean a land motor 
 vehicle or trailer of any type",3 ani person for damag that person be entitl to recov becaus of bodili injuri to which this coverag appli sustain by a person describ in 1 or 2 abov c uninsur motor vehicl mean a land motor vehicl or trailer of ani type
"EXCLUSIONS
A We do not provide Uninsured Motorists
Coverage for bodily injury sustained by any
person",exclus a we do not provid uninsur motorist coverag for bodili injuri sustain by ani person,"exclusion 
 a we do not provide Uninsured motorist 
 Coverage for bodily injury sustain by any 
 person",exclus a we do not provid uninsur motorist coverag for bodili injuri sustain by ani person
"1 To which no bodily injury liability bond or
policy applies at the time of the accident
2 To which a bodily injury liability bond or
policy applies at the time of the accident
In this case its limits for bodily injury
liability must be less than the minimum
limits for bodily injury liability specified by
the financial responsibility law of the state
in which your covered auto is principally
garaged
3 Which is a hit and run vehicle whose
operator or owner cannot be identified and
which hits
a you or any family member",1 to which no bodili injuri liabil bond or polici appli at the time of the accid 2 to which a bodili injuri liabil bond or polici appli at the time of the accid in this case it limit for bodili injuri liabil must be less than the minimum limit for bodili injuri liabil specifi by the financi respons law of the state in which your cover auto is princip garag 3 which is a hit and run vehicl whose oper or owner cannot be identifi and which hit a you or ani famili member,"1 to which no bodily injury liability bond or 
 policy apply at the time of the accident 
 2 to which a bodily injury liability bond or 
 policy apply at the time of the accident 
 in this case its limit for bodily injury 
 liability must be less than the minimum 
 limit for bodily injury liability specify by 
 the financial responsibility law of the state 
 in which your covered auto be principally 
 garage 
 3 which be a hit and run vehicle whose 
 operator or owner can not be identify and 
 which hit 
 a you or any family member",1 to which no bodili injuri liabil bond or polici appli at the time of the accid 2 to which a bodili injuri liabil bond or polici appli at the time of the accid in this case it limit for bodili injuri liabil must be less than the minimum limit for bodili injuri liabil specifi by the financi respon law of the state in which your cover auto be princip garag 3 which be a hit and run vehicl whose oper or owner can not be identifi and which hit a you or ani famili member
"1 While occupying or when struck by any
motor vehicle owned by you or any family
member which is not insured for this
coverage under this policy This includes a
trailer of any type used with that vehicle
2 If that person or the legal representative
settles the bodily injury claim without our
consent
3 While occupying your covered auto
when it is being used to carry persons or
property for a fee This exclusion A3
does not apply to a sharetheexpense car
pool
4 Using a vehicle without a reasonable belief
that that person is entitled to do so",1 while occupi or when struck by ani motor vehicl own by you or ani famili member which is not insur for this coverag under this polici this includ a trailer of ani type use with that vehicl 2 if that person or the legal repres settl the bodili injuri claim without our consent 3 while occupi your cover auto when it is be use to carri person or properti for a fee this exclus a3 doe not appli to a sharetheexpens car pool 4 use a vehicl without a reason belief that that person is entitl to do so,"1 while occupy or when strike by any 
 motor vehicle own by you or any family 
 member which be not insure for this 
 coverage under this policy this include a 
 trailer of any type use with that vehicle 
 2 if that person or the legal representative 
 settle the bodily injury claim without our 
 consent 
 3 while occupy your covered auto 
 when it be be use to carry person or 
 property for a fee this exclusion a3 
 do not apply to a sharetheexpense car 
 pool 
 4 use a vehicle without a reasonable belief 
 that that person be entitle to do so",1 while occupi or when strike by ani motor vehicl own by you or ani famili member which be not insur for this coverag under this polici this includ a trailer of ani type use with that vehicl 2 if that person or the legal repre settl the bodili injuri claim without our consent 3 while occupi your cover auto when it be be use to carri person or properti for a fee this exclus a3 doe not appli to a sharetheexpens car pool 4 use a vehicl without a reason belief that that person be entitl to do so
"B This coverage shall not apply directly or indirectly to benefit any insurer or selfinsurer
under any of the following or similar law",b this coverag shall not appli direct or indirect to benefit ani insur or selfinsur under ani of the follow or similar law,"b this coverage shall not apply directly or indirectly to benefit any insurer or selfinsurer 
 under any of the following or similar law",b this coverag shall not appli direct or indirect to benefit ani insur or selfinsur under ani of the follow or similar law
"may be legally responsible This includes all
sums paid under Coverage A and
2 Paid or payable because of the bodily injury under any of the following or similar
law",may be legal respons this includ all sum paid under coverag a and 2 paid or payabl becaus of the bodili injuri under ani of the follow or similar law,"may be legally responsible this include all 
 sum pay under Coverage A and 
 2 paid or payable because of the bodily injury under any of the following or similar 
 law",may be legal respon this includ all sum pay under coverag a and 2 pay or payabl becaus of the bodili injuri under ani of the follow or similar law
"A Single Limit
If the Declarations show a single limit of liability
for Coverage D this limit is our maximum limit
of liability for all damages for bodily injury
resulting from any one accident This is the most
we will pay regardless of the number of
1 Insureds
2 Claims made
3 Vehicles or premiums shown in the Declarations or",a singl limit if the declar show a singl limit of liabil for coverag d this limit is our maximum limit of liabil for all damag for bodili injuri result from ani one accid this is the most we will pay regardless of the number of 1 insur 2 claim made 3 vehicl or premium shown in the declar or,"a Single Limit 
 if the Declarations show a single limit of liability 
 for Coverage D this limit be our maximum limit 
 of liability for all damage for bodily injury 
 result from any one accident this be the most 
 we will pay regardless of the number of 
 1 insured 
 2 claim make 
 3 vehicle or premium show in the Declarations or",a singl limit if the declar show a singl limit of liabil for coverag d this limit be our maximum limit of liabil for all damag for bodili injuri result from ani one accid this be the most we will pay regardless of the number of 1 insur 2 claim make 3 vehicl or premium show in the declar or
"D Any payment under this coverage will reduce
any amount that person is entitled to recover
for the same damages under Coverage A
OTHER INSURANCE
If there is other applicable similar insurance we
will pay only our share of the loss Our share is the
proportion that our limit of liability bears to the
total of all applicable limits However any insurance we provide with respect to a vehicle you
do not own shall be excess over any other collectible insurance",d ani payment under this coverag will reduc ani amount that person is entitl to recov for the same damag under coverag a other insur if there is other applic similar insur we will pay onli our share of the loss our share is the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a vehicl you do not own shall be excess over ani other collect insur,"d any payment under this coverage will reduce 
 any amount that person be entitle to recover 
 for the same damage under Coverage A 
 other insurance 
 if there be other applicable similar insurance we 
 will pay only our share of the loss our share be the 
 proportion that our limit of liability bear to the 
 total of all applicable limit however any insurance we provide with respect to a vehicle you 
 do not own shall be excess over any other collectible insurance",d ani payment under this coverag will reduc ani amount that person be entitl to recov for the same damag under coverag a other insur if there be other applic similar insur we will pay onli our share of the loss our share be the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a vehicl you do not own shall be excess over ani other collect insur
"B Split Limits
If the Declarations show separate limits of
liability for each person and each accident the
limit of liability shown for each person for
Uninsured Motorists Coverage is our maximum
limit of liability for all damages including
damages for care loss of services or death arising out of bodily injury sustained by any one
person in any one accident Subject to this limit
for each person the limit of liability shown in
the Declarations for each accident for Uninsured Motorists Coverage is our maximum limit
of liability for all damages for bodily injury
resulting from any one accident These limits
are the most we will pay regardless of the number of",b split limit if the declar show separ limit of liabil for each person and each accid the limit of liabil shown for each person for uninsur motorist coverag is our maximum limit of liabil for all damag includ damag for care loss of servic or death aris out of bodili injuri sustain by ani one person in ani one accid subject to this limit for each person the limit of liabil shown in the declar for each accid for uninsur motorist coverag is our maximum limit of liabil for all damag for bodili injuri result from ani one accid these limit are the most we will pay regardless of the number of,"B Split limit 
 if the Declarations show separate limit of 
 liability for each person and each accident the 
 limit of liability show for each person for 
 Uninsured Motorists Coverage be our maximum 
 limit of liability for all damage include 
 damage for care loss of service or death arise out of bodily injury sustain by any one 
 person in any one accident Subject to this limit 
 for each person the limit of liability show in 
 the Declarations for each accident for Uninsured Motorists Coverage be our maximum limit 
 of liability for all damage for bodily injury 
 result from any one accident these limit 
 be the most we will pay regardless of the number of",b split limit if the declar show separ limit of liabil for each person and each accid the limit of liabil show for each person for uninsur motorist coverag be our maximum limit of liabil for all damag includ damag for care loss of servic or death aris out of bodili injuri sustain by ani one person in ani one accid subject to this limit for each person the limit of liabil show in the declar for each accid for uninsur motorist coverag be our maximum limit of liabil for all damag for bodili injuri result from ani one accid these limit be the most we will pay regardless of the number of
"A If we and an insured do not agree
1 Whether that person is legally entitled to
recover damages under this coverage or
2 As to the amount of damages
either party may make a written demand for arbitration In this event each party will select an
arbitrator The two arbitrators will select a
third If they cannot agree within 30 days
either may request that selection be made by a
judge of a court having jurisdiction
B Each party will
1 Pay the expenses it incurs and
2 Bear the expenses of the third arbitrator
equally",a if we and an insur do not agre 1 whether that person is legal entitl to recov damag under this coverag or 2 as to the amount of damag either parti may make a written demand for arbitr in this event each parti will select an arbitr the two arbitr will select a third if they cannot agre within 30 day either may request that select be made by a judg of a court have jurisdict b each parti will 1 pay the expens it incur and 2 bear the expens of the third arbitr equal,"a if we and an insured do not agree 
 1 whether that person be legally entitle to 
 recover damage under this coverage or 
 2 as to the amount of damage 
 either party may make a write demand for arbitration in this event each party will select an 
 arbitrator the two arbitrator will select a 
 third if they can not agree within 30 day 
 either may request that selection be make by a 
 judge of a court have jurisdiction 
 b each party will 
 1 pay the expense it incur and 
 2 Bear the expense of the third arbitrator 
 equally",a if we and an insur do not agre 1 whether that person be legal entitl to recov damag under this coverag or 2 as to the amount of damag either parti may make a write demand for arbitr in this event each parti will select an arbitr the two arbitr will select a third if they can not agre within 30 day either may request that select be make by a judg of a court have jurisdict b each parti will 1 pay the expen it incur and 2 bear the expen of the third arbitr equal
"1 Insureds
2 Claims made
3 Vehicles or premiums shown in the Declarations or
4 Vehicles involved in the accident
C Any amounts otherwise payable for damages
under this coverage shall be reduced by all
sums",1 insur 2 claim made 3 vehicl or premium shown in the declar or 4 vehicl involv in the accid c ani amount otherwis payabl for damag under this coverag shall be reduc by all sum,"1 insured 
 2 claim make 
 3 vehicle or premium show in the Declarations or 
 4 Vehicles involve in the accident 
 C any amount otherwise payable for damage 
 under this coverage shall be reduce by all 
 sum",1 insur 2 claim make 3 vehicl or premium show in the declar or 4 vehicl involv in the accid c ani amount otherwis payabl for damag under this coverag shall be reduc by all sum
"C Unless both parties agree otherwise arbitration will take place in the county in which the
insured lives Local rules of law as to procedure and evidence will apply A decision
agreed to by two of the arbitrators will be binding as to",c unless both parti agre otherwis arbitr will take place in the counti in which the insur live local rule of law as to procedur and evid will appli a decis agre to by two of the arbitr will be bind as to,"c unless both party agree otherwise arbitration will take place in the county in which the 
 insure live local rule of law as to procedure and evidence will apply a decision 
 agree to by two of the arbitrator will be bind as to",c unless both parti agre otherwis arbitr will take place in the counti in which the insur live local rule of law as to procedur and evid will appli a decis agre to by two of the arbitr will be bind as to
"1 Whether the insured is legally entitled to
recover damages and
2 The amount of damages This applies only
if the amount does not exceed the minimum limit for bodily injury liability
Edition 6 of Policy forms
101 and LP",1 whether the insur is legal entitl to recov damag and 2 the amount of damag this appli onli if the amount doe not exceed the minimum limit for bodili injuri liabil edit 6 of polici form 101 and lp,"1 whether the insure be legally entitle to 
 recover damage and 
 2 the amount of damage this apply only 
 if the amount do not exceed the minimum limit for bodily injury liability 
 Edition 6 of Policy form 
 101 and LP",1 whether the insur be legal entitl to recov damag and 2 the amount of damag this appli onli if the amount doe not exceed the minimum limit for bodili injuri liabil edit 6 of polici form 101 and lp
"specified by the financial responsibility law
of the state in which your covered auto is
principally garaged If the amount exceeds
that limit either party may demand the
right to a trial This demand must be made
within 60 days of the arbitrators decision",specifi by the financi respons law of the state in which your cover auto is princip garag if the amount exceed that limit either parti may demand the right to a trial this demand must be made within 60 day of the arbitr decis,"specify by the financial responsibility law 
 of the state in which your covered auto be 
 principally garage if the amount exceed 
 that limit either party may demand the 
 right to a trial this demand must be make 
 within 60 day of the arbitrator decision",specifi by the financi respon law of the state in which your cover auto be princip garag if the amount exceed that limit either parti may demand the right to a trial this demand must be make within 60 day of the arbitr decis
"If this demand is not made the amount of
damages agreed to by the arbitrators will be
binding
D Instead of this method we and the insured
may agree to use another method of arbitration",if this demand is not made the amount of damag agre to by the arbitr will be bind d instead of this method we and the insur may agre to use anoth method of arbitr,"if this demand be not make the amount of 
 damage agree to by the arbitrator will be 
 bind 
 d instead of this method we and the insure 
 may agree to use another method of arbitration",if this demand be not make the amount of damag agre to by the arbitr will be bind d instead of this method we and the insur may agre to use anoth method of arbitr
"DAMAGE TO YOUR AUTO
Coverage E  Collision
Coverage F  Comprehensive
Other than Collision
Coverage G  Rental Reimbursement
Coverage I  Towing and Labor Costs
INSURING AGREEMENT
A Collision and Comprehensive Other than Collision We will pay for direct and accidental
loss to your covered auto or any nonowned
auto including their equipment minus any applicable deductible shown in the Declarations
We will pay for loss to your covered auto
caused by
1 Collision only if the Declarations indicate
that Coverage E  Collision is provided
for that auto
2 Other than collision only if the Declarations indicate that Coverage F  Comprehensive is provided for that auto
If there is loss to a nonowned auto we will
provide the broadest coverage applicable to
any your covered auto shown in the Declarations
B Rental Reimbursement When there is a loss
to one of your covered autos described in the
Declarations for which a specific premium
charge indicates that Coverage G  Rental
Reimbursement is afforded
We will reimburse you for expenses you incur
to rent a substitute auto This coverage applies
only if
1 The auto is withdrawn from use for more
than 24 hours and
2 The loss is caused by collision or covered
under Coverage F  Comprehensive of
this policy",damag to your auto coverag e collis coverag f comprehens other than collis coverag g rental reimburs coverag i tow and labor cost insur agreement a collis and comprehens other than collis we will pay for direct and accident loss to your cover auto or ani nonown auto includ their equip minus ani applic deduct shown in the declar we will pay for loss to your cover auto caus by 1 collis onli if the declar indic that coverag e collis is provid for that auto 2 other than collis onli if the declar indic that coverag f comprehens is provid for that auto if there is loss to a nonown auto we will provid the broadest coverag applic to ani your cover auto shown in the declar b rental reimburs when there is a loss to one of your cover auto describ in the declar for which a specif premium charg indic that coverag g rental reimburs is afford we will reimburs you for expens you incur to rent a substitut auto this coverag appli onli if 1 the auto is withdrawn from use for more than 24 hour and 2 the loss is caus by collis or cover under coverag f comprehens of this polici,"damage to your auto 
 Coverage E   Collision 
 Coverage F   Comprehensive 
 other than collision 
 Coverage G   Rental Reimbursement 
 Coverage I   Towing and Labor Costs 
 insuring agreement 
 a Collision and Comprehensive Other than Collision we will pay for direct and accidental 
 loss to your covered auto or any nonowne 
 auto include their equipment minus any applicable deductible show in the declaration 
 we will pay for loss to your cover auto 
 cause by 
 1 collision only if the Declarations indicate 
 that Coverage e   collision be provide 
 for that auto 
 2 other than collision only if the Declarations indicate that Coverage F   Comprehensive be provide for that auto 
 if there be loss to a nonowne auto we will 
 provide the broad coverage applicable to 
 any your covered auto show in the declaration 
 B rental reimbursement when there be a loss 
 to one of your cover auto describe in the 
 Declarations for which a specific premium 
 charge indicate that Coverage G   Rental 
 Reimbursement be afford 
 we will reimburse you for expense you incur 
 to rent a substitute auto this coverage apply 
 only if 
 1 the auto be withdraw from use for more 
 than 24 hour and 
 2 the loss be cause by collision or cover 
 under Coverage F   Comprehensive of 
 this policy",damag to your auto coverag e collis coverag f comprehen other than collis coverag g rental reimbur coverag I tow and labor cost insur agreement a colli and comprehen other than colli we will pay for direct and accident loss to your cover auto or ani nonown auto includ their equip minus ani applic deduct show in the declar we will pay for loss to your cover auto caus by 1 colli onli if the declar indic that coverag e collis be provid for that auto 2 other than collis onli if the declar indic that coverag f comprehens be provid for that auto if there be loss to a nonown auto we will provid the broad coverag applic to ani your cover auto show in the declar b rental reimbur when there be a loss to one of your cover auto describ in the declar for which a specif premium charg indic that coverag g rental reimbur be afford we will reimburs you for expen you incur to rent a substitut auto this coverag appli onli if 1 the auto be withdraw from use for more than 24 hour and 2 the loss be caus by colli or cover under coverag f comprehens of this polici
"However this coverage does not apply when
there is a total theft of the auto
Our payment will be limited to that period of
time reasonably required to repair or replace
the auto We will pay up to the amount per day
to a maximum amount as shown in the Declarations
C Towing and Labor Costs We will pay towing
and labor costs incurred each time your
covered auto or any nonowned auto is disabled up to the limit of liability shown in the
Declarations for Coverage I  Towing and
Labor Costs as applicable to that vehicle If a
nonowned auto is disabled we will provide
the broadest towing and labor costs coverage
applicable to any your covered auto shown in
the Declarations We will only pay for labor
performed at the place of disablement
D Collision means the upset of your covered
auto or its impact with another vehicle or object Loss caused by the following is considered
other than collision
1 Missiles or
7 Malicious mischief
falling objects
or vandalism
2 Fire
8 Riot or civil
3 Theft or larceny
commotion
4 Explosion or
9 Contact with bird or
earthquake
animal or
5 Windstorm
10 Breakage of glass
6 Hail water or
flood",howev this coverag doe not appli when there is a total theft of the auto our payment will be limit to that period of time reason requir to repair or replac the auto we will pay up to the amount per day to a maximum amount as shown in the declar c tow and labor cost we will pay tow and labor cost incur each time your cover auto or ani nonown auto is disabl up to the limit of liabil shown in the declar for coverag i tow and labor cost as applic to that vehicl if a nonown auto is disabl we will provid the broadest tow and labor cost coverag applic to ani your cover auto shown in the declar we will onli pay for labor perform at the place of disabl d collis mean the upset of your cover auto or it impact with anoth vehicl or object loss caus by the follow is consid other than collis 1 missil or 7 malici mischief fall object or vandal 2 fire 8 riot or civil 3 theft or larceni commot 4 explos or 9 contact with bird or earthquak anim or 5 windstorm 10 breakag of glass 6 hail water or flood,"however this coverage do not apply when 
 there be a total theft of the auto 
 our payment will be limit to that period of 
 time reasonably require to repair or replace 
 the auto we will pay up to the amount per day 
 to a maximum amount as show in the declaration 
 C Towing and Labor Costs we will pay towing 
 and labor cost incur each time your 
 covered auto or any nonowne auto be disable up to the limit of liability show in the 
 Declarations for Coverage I   Towing and 
 Labor Costs as applicable to that vehicle if a 
 nonowne auto be disable we will provide 
 the broad towing and labor cost coverage 
 applicable to any your cover auto show in 
 the Declarations we will only pay for labor 
 perform at the place of disablement 
 D collision mean the upset of your cover 
 auto or its impact with another vehicle or object Loss cause by the following be consider 
 other than collision 
 1 Missiles or 
 7 malicious mischief 
 fall object 
 or vandalism 
 2 fire 
 8 Riot or civil 
 3 Theft or larceny 
 commotion 
 4 Explosion or 
 9 contact with bird or 
 earthquake 
 animal or 
 5 windstorm 
 10 Breakage of glass 
 6 Hail water or 
 flood",howev this coverag doe not appli when there be a total theft of the auto our payment will be limit to that period of time reason requir to repair or replac the auto we will pay up to the amount per day to a maximum amount as show in the declar c tow and labor cost we will pay tow and labor cost incur each time your cover auto or ani nonown auto be disabl up to the limit of liabil show in the declar for coverag I tow and labor cost as applic to that vehicl if a nonown auto be disabl we will provid the broad tow and labor cost coverag applic to ani your cover auto show in the declar we will onli pay for labor perform at the place of disabl d colli mean the upset of your cover auto or it impact with anoth vehicl or object loss caus by the follow be consid other than collis 1 missil or 7 malici mischief fall object or vandal 2 fire 8 riot or civil 3 theft or larceni commot 4 explo or 9 contact with bird or earthquak anim or 5 windstorm 10 breakag of glass 6 hail water or flood
"If breakage of glass is caused by a collision
you may elect to have it considered a loss
caused by collision",if breakag of glass is caus by a collis you may elect to have it consid a loss caus by collis,"if breakage of glass be cause by a collision 
 you may elect to have it consider a loss 
 cause by collision",if breakag of glass be caus by a colli you may elect to have it consid a loss caus by colli
"E Nonowned auto means any private passenger auto pickup van or trailer not owned
by or furnished or available for the regular use
of you or any family member while in the custody of or being operated by you or any family
member However nonowned auto does
not include any vehicle used as a temporary
substitute for a vehicle you own which is out of
normal use because of its
1 Breakdown",e nonown auto mean ani privat passeng auto pickup van or trailer not own by or furnish or avail for the regular use of you or ani famili member while in the custodi of or be oper by you or ani famili member howev nonown auto doe not includ ani vehicl use as a temporari substitut for a vehicl you own which is out of normal use becaus of it 1 breakdown,"e nonowned auto mean any private passenger auto pickup van or trailer not own 
 by or furnish or available for the regular use 
 of you or any family member while in the custody of or be operate by you or any family 
 member however nonowne auto do 
 not include any vehicle use as a temporary 
 substitute for a vehicle you own which be out of 
 normal use because of its 
 1 Breakdown",e nonown auto mean ani privat passeng auto pickup van or trailer not own by or furnish or avail for the regular use of you or ani famili member while in the custodi of or be oper by you or ani famili member howev nonown auto doe not includ ani vehicl use as a temporari substitut for a vehicl you own which be out of normal use becaus of it 1 breakdown
"4 Loss to equipment designed for the
reproduction of sound This exclusion 4
does not apply if the equipment is permanently installed in your covered auto
or any nonowned auto
5 Loss to tapes records or other devices for
use with equipment designed for the
reproduction of sound",4 loss to equip design for the reproduct of sound this exclus 4 doe not appli if the equip is perman instal in your cover auto or ani nonown auto 5 loss to tape record or other devic for use with equip design for the reproduct of sound,"4 loss to equipment design for the 
 reproduction of sound this exclusion 4 
 do not apply if the equipment be permanently instal in your covered auto 
 or any nonowne auto 
 5 loss to tape record or other device for 
 use with equipment design for the 
 reproduction of sound",4 loss to equip design for the reproduct of sound this exclus 4 doe not appli if the equip be perman instal in your cover auto or ani nonown auto 5 loss to tape record or other devic for use with equip design for the reproduct of sound
"3 Servicing
TRANSPORTATION EXPENSES
In addition under Coverage F we will pay up to
15 per day to a maximum of 450 for transportation expenses incurred by you This applies only in
the event of the total theft of your covered auto
We will pay only transportation expenses incurred
during the period
1 Beginning 48 hours after the theft and
2 Ending when your covered auto is
returned to use or when we pay or offer to
pay for its loss
EXCLUSIONS",3 servic transport expens in addit under coverag f we will pay up to 15 per day to a maximum of 450 for transport expens incur by you this appli onli in the event of the total theft of your cover auto we will pay onli transport expens incur dure the period 1 begin 48 hour after the theft and 2 end when your cover auto is return to use or when we pay or offer to pay for it loss exclus,"3 servicing 
 transportation expense 
 in addition under Coverage F we will pay up to 
 15 per day to a maximum of 450 for transportation expense incur by you this apply only in 
 the event of the total theft of your covered auto 
 we will pay only transportation expense incur 
 during the period 
 1 beginning 48 hour after the theft and 
 2 ending when your covered auto be 
 return to use or when we pay or offer to 
 pay for its loss 
 exclusion",3 servic transport expen in addit under coverag f we will pay up to 15 per day to a maximum of 450 for transport expen incur by you this appli onli in the event of the total theft of your cover auto we will pay onli transport expen incur dure the period 1 begin 48 hour after the theft and 2 end when your cover auto be return to use or when we pay or offer to pay for it loss exclus
"6 Loss to a camper body or trailer you own
which is not shown in the Declarations
This exclusion 6 does not apply to a
camper body or trailer you
a acquire during the policy period and
b ask us to insure within 30 days after
you become the owner
7 Loss to any nonowned auto or any
vehicle used as a temporary substitute for a
vehicle you own when used by you or any
family member without a reasonable
belief that you or that family member are
entitled to do so
8 Loss to",6 loss to a camper bodi or trailer you own which is not shown in the declar this exclus 6 doe not appli to a camper bodi or trailer you a acquir dure the polici period and b ask us to insur within 30 day after you becom the owner 7 loss to ani nonown auto or ani vehicl use as a temporari substitut for a vehicl you own when use by you or ani famili member without a reason belief that you or that famili member are entitl to do so 8 loss to,"6 loss to a camper body or trailer you own 
 which be not show in the declaration 
 this exclusion 6 do not apply to a 
 camper body or trailer you 
 a acquire during the policy period and 
 b ask we to insure within 30 day after 
 you become the owner 
 7 loss to any nonowne auto or any 
 vehicle use as a temporary substitute for a 
 vehicle you own when use by you or any 
 family member without a reasonable 
 belief that you or that family member be 
 entitle to do so 
 8 loss to",6 loss to a camper bodi or trailer you own which be not show in the declar this exclus 6 doe not appli to a camper bodi or trailer you a acquir dure the polici period and b ask we to insur within 30 day after you becom the owner 7 loss to ani nonown auto or ani vehicl use as a temporari substitut for a vehicl you own when use by you or ani famili member without a reason belief that you or that famili member be entitl to do so 8 loss to
