paragraph,stemmed,tokenized,stemmed_and_tokenized
"Before the pollutants or any property in
which the pollutants are contained are
moved from the place where they are accepted by the insured for movement into
or onto the covered auto  or",befor the pollut or ani properti in which the pollut are contain are move from the place where they are accept by the insur for movement into or onto the cover auto or,"before the pollutant or any property in 
 which the pollutant be contain be 
 move from the place where they be accept by the insured for movement into 
 or onto the cover auto   or",befor the pollut or ani properti in which the pollut be contain be move from the place where they be accept by the insur for movement into or onto the cover auto or
"After the pollutants or any property in
which the pollutants are contained are
moved from the covered auto to the
place where they are finally delivered
disposed of or abandoned by the
insured",after the pollut or ani properti in which the pollut are contain are move from the cover auto to the place where they are final deliv dispos of or abandon by the insur,"after the pollutant or any property in 
 which the pollutant be contain be 
 move from the covered auto to the 
 place where they be finally deliver 
 dispose of or abandon by the 
 insure",after the pollut or ani properti in which the pollut be contain be move from the cover auto to the place where they be final deliv dispo of or abandon by the insur
"Paragraph a above does not apply to fuels
lubricants fluids exhaust gases or other similar pollutants that are needed for or result
from the normal electrical hydraulic or mechanical functioning of the covered auto or its
parts if
1 The pollutants escape seep migrate
or are discharged dispersed or released directly from an auto part designed by its manufacturer to hold
store receive or dispose of such
pollutants  and
2 The bodily injury property damage
or covered pollution cost or expense
does not arise out of the operation
of any equipment listed in Paragraphs 6b and 6c of the definition
of mobile equipment
Paragraphs b and c above of this exclusion do not apply to accidents that occur
away from premises owned by or rented
to an insured with respect to pollutants
not in or upon a covered auto if
a The pollutants or any property
in which the pollutants are
contained are upset overturned
Page 5 of 13",paragraph a abov doe not appli to fuel lubric fluid exhaust gase or other similar pollut that are need for or result from the normal electr hydraul or mechan function of the cover auto or it part if 1 the pollut escap seep migrat or are discharg dispers or releas direct from an auto part design by it manufactur to hold store receiv or dispos of such pollut and 2 the bodili injuri properti damag or cover pollut cost or expens doe not aris out of the oper of ani equip list in paragraph 6b and 6c of the definit of mobil equip paragraph b and c abov of this exclus do not appli to accid that occur away from premis own by or rent to an insur with respect to pollut not in or upon a cover auto if a the pollut or ani properti in which the pollut are contain are upset overturn page 5 of 13,"paragraph a above do not apply to fuel 
 lubricant fluid exhaust gas or other similar pollutant that be need for or result 
 from the normal electrical hydraulic or mechanical functioning of the covered auto or its 
 part if 
 1 the pollutant escape seep migrate 
 or be discharge disperse or release directly from an auto part design by its manufacturer to hold 
 store receive or dispose of such 
 pollutant   and 
 2 the bodily injury property damage 
 or cover pollution cost or expense 
 do not arise out of the operation 
 of any equipment list in Paragraphs 6b and 6c of the definition 
 of mobile equipment 
 Paragraphs b and c above of this exclusion do not apply to accident that occur 
 away from premise own by or rent 
 to an insure with respect to pollutant 
 not in or upon a cover auto if 
 a the pollutant or any property 
 in which the pollutant be 
 contain be upset overturn 
 page 5 of 13",paragraph a abov doe not appli to fuel lubric fluid exhaust gase or other similar pollut that be need for or result from the normal electr hydraul or mechan function of the cover auto or it part if 1 the pollut escap seep migrat or be discharg disper or relea direct from an auto part design by it manufactur to hold store receiv or dispo of such pollut and 2 the bodili injuri properti damag or cover pollut cost or expen doe not aris out of the oper of ani equip list in paragraph 6b and 6c of the definit of mobil equip paragraph b and c abov of this exclus do not appli to accid that occur away from premis own by or rent to an insur with respect to pollut not in or upon a cover auto if a the pollut or ani properti in which the pollut be contain be upset overturn page 5 of 13
"SAMPLE
or damaged as a result of the
maintenance or use of a covered
auto  and
b The discharge dispersal seepage migration release or escape
of the pollutants is caused directly by such upset overturn
or damage",sampl or damag as a result of the mainten or use of a cover auto and b the discharg dispers seepag migrat releas or escap of the pollut is caus direct by such upset overturn or damag,"SAMPLE 
 or damage as a result of the 
 maintenance or use of a cover 
 auto   and 
 b the discharge dispersal seepage migration release or escape 
 of the pollutant be cause directly by such upset overturn 
 or damage",sampl or damag as a result of the mainten or use of a cover auto and b the discharg disper seepag migrat relea or escap of the pollut be caus direct by such upset overturn or damag
"endorsement or Underinsured Motorists Coverage
endorsement attached to this Coverage Part
Section III  Physical Damage Coverage",endors or underinsur motorist coverag endors attach to this coverag part section iii physic damag coverag,"endorsement or underinsured Motorists Coverage 
 endorsement attach to this Coverage Part 
 Section III   Physical Damage Coverage",endor or underinsur motorist coverag endor attach to this coverag part section iii physic damag coverag
"Warlike action by a military force including action in hindering or defending
against an actual or expected attack by
any government sovereign or other authority using military personnel or other
agents or",warlik action by a militari forc includ action in hinder or defend against an actual or expect attack by ani govern sovereign or other author use militari personnel or other agent or,"warlike action by a military force include action in hinder or defend 
 against an actual or expect attack by 
 any government sovereign or other authority use military personnel or other 
 agent or",warlik action by a militari forc includ action in hinder or defend against an actual or expect attack by ani govern sovereign or other author use militari personnel or other agent or
"Insurrection rebellion revolution usurped power or action taken by governmental authority in hindering or
defending against any of these",insurrect rebellion revolut usurp power or action taken by government author in hinder or defend against ani of these,"insurrection rebellion revolution usurped power or action take by governmental authority in hinder or 
 defend against any of these",insurrect rebellion revolut usurp power or action take by government author in hinder or defend against ani of these
"Covered autos while used in any professional
or organized racing or demolition contest or
stunting activity or while practicing for such
contest or activity This insurance also does
not apply while that covered auto is being
prepared for such a contest or activity",cover auto while use in ani profession or organ race or demolit contest or stunt activ or while practic for such contest or activ this insur also doe not appli while that cover auto is be prepar for such a contest or activ,"covered auto while use in any professional 
 or organize racing or demolition contest or 
 stunting activity or while practice for such 
 contest or activity this insurance also do 
 not apply while that cover auto be be 
 prepare for such a contest or activity",cover auto while use in ani profession or organ race or demolit contest or stunt activ or while practic for such contest or activ this insur also doe not appli while that cover auto be be prepar for such a contest or activ
"6 The sinking burning collision or
derailment of any conveyance transporting the covered auto 
c",6 the sink burn collis or derail of ani convey transport the cover auto c,"6 the sink burn collision or 
 derailment of any conveyance transport the cover auto 
 c",6 the sink burn colli or derail of ani convey transport the cover auto c
"Regardless of the number of covered autos  insureds premiums paid claims made or vehicles
involved in the accident  the most we will pay for
the total of all damages and covered pollution cost
or expense combined resulting from any one accident is the Limit of Insurance for Liability Coverage shown in the Declarations
All bodily injury property damage and covered
pollution cost or expense resulting from continuous
or repeated exposure to substantially the same
conditions will be considered as resulting from one
accident ",regardless of the number of cover auto insur premium paid claim made or vehicl involv in the accid the most we will pay for the total of all damag and cover pollut cost or expens combin result from ani one accid is the limit of insur for liabil coverag shown in the declar all bodili injuri properti damag and cover pollut cost or expens result from continu or repeat exposur to substanti the same condit will be consid as result from one accid,"regardless of the number of cover auto   insured premium pay claim make or vehicle 
 involve in the accident   the most we will pay for 
 the total of all damage and cover pollution cost 
 or expense combine result from any one accident be the Limit of Insurance for Liability Coverage show in the declaration 
 all bodily injury property damage and cover 
 pollution cost or expense result from continuous 
 or repeat exposure to substantially the same 
 condition will be consider as result from one 
 accident",regardless of the number of cover auto insur premium pay claim make or vehicl involv in the accid the most we will pay for the total of all damag and cover pollut cost or expen combin result from ani one accid be the limit of insur for liabil coverag show in the declar all bodili injuri properti damag and cover pollut cost or expen result from continu or repeat exposur to substanti the same condit will be consid as result from one accid
"Towing
We will pay up to the limit shown in the
Declarations for towing and labor costs incurred each time a covered auto of the private
passenger type is disabled However the labor must be performed at the place of disablement",tow we will pay up to the limit shown in the declar for tow and labor cost incur each time a cover auto of the privat passeng type is disabl howev the labor must be perform at the place of disabl,"tow 
 we will pay up to the limit show in the 
 Declarations for towing and labor cost incur each time a covered auto of the private 
 passenger type be disable however the labor must be perform at the place of disablement",tow we will pay up to the limit show in the declar for tow and labor cost incur each time a cover auto of the privat passeng type be disabl howev the labor must be perform at the place of disabl
"No one will be entitled to receive duplicate payments for the same elements of loss under this
coverage form and any Medical Payments Coverage endorsement Uninsured Motorists Coverage
CA0001 310
Insurance Services Office Inc 2009",no one will be entitl to receiv duplic payment for the same element of loss under this coverag form and ani medic payment coverag endors uninsur motorist coverag ca0001 310 insur servic offic inc 2009,"no one will be entitle to receive duplicate payment for the same element of loss under this 
 coverage form and any Medical Payments Coverage endorsement Uninsured Motorists Coverage 
 CA0001 310 
 Insurance Services Office Inc 2009",no one will be entitl to receiv duplic payment for the same element of loss under this coverag form and ani medic payment coverag endor uninsur motorist coverag ca0001 310 insur servic offic inc 2009
"Glass Breakage  Hitting a Bird or Animal Falling Objects or Missiles
If you carry Comprehensive Coverage for the
damaged covered auto  we will pay for the
following under Comprehensive Coverage
Page 6 of 13",glass breakag hit a bird or anim fall object or missil if you carri comprehens coverag for the damag cover auto we will pay for the follow under comprehens coverag page 6 of 13,"Glass Breakage   hit a Bird or Animal Falling Objects or missile 
 if you carry Comprehensive Coverage for the 
 damage cover auto   we will pay for the 
 follow under Comprehensive Coverage 
 Page 6 of 13",glass breakag hit a bird or anim fall object or missil if you carri comprehens coverag for the damag cover auto we will pay for the follow under comprehens coverag page 6 of 13
"However you have the option of having glass
breakage caused by a covered auto’s collision
or overturn considered a loss under Collision
Coverage
4",howev you have the option of have glass breakag caus by a cover auto collis or overturn consid a loss under collis coverag 4,"however you have the option of have glass 
 breakage cause by a covered auto ’s collision 
 or overturn consider a loss under Collision 
 Coverage 
 4",howev you have the option of have glass breakag caus by a cover auto colli or overturn consid a loss under collis coverag 4
"We will not pay for loss caused by or resulting
from any of the following Such loss is excluded regardless of any other cause or event
that contributes concurrently or in any sequence to the loss
a",we will not pay for loss caus by or result from ani of the follow such loss is exclud regardless of ani other caus or event that contribut concurr or in ani sequenc to the loss a,"we will not pay for loss cause by or result 
 from any of the follow such loss be exclude regardless of any other cause or event 
 that contribute concurrently or in any sequence to the loss 
 a",we will not pay for loss caus by or result from ani of the follow such loss be exclud regardless of ani other caus or event that contribut concurr or in ani sequenc to the loss a
"Transportation Expenses
We will pay up to 20 per day to a maximum of 600 for temporary transportation expense incurred by you because of
the total theft of a covered auto of the
private passenger type We will pay only
for those covered autos for which you
carry either Comprehensive or Specified
Causes Of Loss Coverage We will pay
for temporary transportation expenses
incurred during the period beginning 48
hours after the theft and ending regardless of the policy’s expiration when the
covered auto is returned to use or we pay
for its loss ",transport expens we will pay up to 20 per day to a maximum of 600 for temporari transport expens incur by you becaus of the total theft of a cover auto of the privat passeng type we will pay onli for those cover auto for which you carri either comprehens or specifi caus of loss coverag we will pay for temporari transport expens incur dure the period begin 48 hour after the theft and end regardless of the polici expir when the cover auto is return to use or we pay for it loss,"transportation Expenses 
 we will pay up to 20 per day to a maximum of 600 for temporary transportation expense incur by you because of 
 the total theft of a covered auto of the 
 private passenger type we will pay only 
 for those cover auto for which you 
 carry either Comprehensive or specify 
 Causes of Loss Coverage we will pay 
 for temporary transportation expense 
 incur during the period begin 48 
 hour after the theft and end regardless of the policy ’s expiration when the 
 covered auto be return to use or we pay 
 for its loss",transport expen we will pay up to 20 per day to a maximum of 600 for temporari transport expen incur by you becaus of the total theft of a cover auto of the privat passeng type we will pay onli for those cover auto for which you carri either comprehens or specifi caus of loss coverag we will pay for temporari transport expen incur dure the period begin 48 hour after the theft and end regardless of the polici expir when the cover auto be return to use or we pay for it loss
"1 Other than collision only if the
Declarations indicate that Comprehensive Coverage is provided for any
covered auto ",1 other than collis onli if the declar indic that comprehens coverag is provid for ani cover auto,"1 other than collision only if the 
 Declarations indicate that Comprehensive Coverage be provide for any 
 covered auto",1 other than collis onli if the declar indic that comprehens coverag be provid for ani cover auto
"2 Warlike action by a military force
including action in hindering or defending against an actual or expected
attack by any government sovereign or other authority using military personnel or other agents or
3 Insurrection rebellion revolution
usurped power or action taken by
governmental authority in hindering
or defending against any of these
2",2 warlik action by a militari forc includ action in hinder or defend against an actual or expect attack by ani govern sovereign or other author use militari personnel or other agent or 3 insurrect rebellion revolut usurp power or action taken by government author in hinder or defend against ani of these 2,"2 Warlike action by a military force 
 include action in hinder or defend against an actual or expect 
 attack by any government sovereign or other authority use military personnel or other agent or 
 3 Insurrection rebellion revolution 
 usurped power or action take by 
 governmental authority in hinder 
 or defend against any of these 
 2",2 warlik action by a militari forc includ action in hinder or defend against an actual or expect attack by ani govern sovereign or other author use militari personnel or other agent or 3 insurrect rebellion revolut usurp power or action take by government author in hinder or defend against ani of these 2
"We will not pay for loss to any covered auto
while used in any professional or organized
racing or demolition contest or stunting activity or while practicing for such contest or
activity We will also not pay for loss to any
covered auto while that covered auto is being
prepared for such a contest or activity",we will not pay for loss to ani cover auto while use in ani profession or organ race or demolit contest or stunt activ or while practic for such contest or activ we will also not pay for loss to ani cover auto while that cover auto is be prepar for such a contest or activ,"we will not pay for loss to any covered auto 
 while use in any professional or organize 
 racing or demolition contest or stunt activity or while practice for such contest or 
 activity we will also not pay for loss to any 
 covered auto while that cover auto be be 
 prepare for such a contest or activity",we will not pay for loss to ani cover auto while use in ani profession or organ race or demolit contest or stunt activ or while practic for such contest or activ we will also not pay for loss to ani cover auto while that cover auto be be prepar for such a contest or activ
"2 Specified Causes Of Loss only if the
Declarations indicate that Specified
Causes Of Loss Coverage is provided for any covered auto  or
3 Collision only if the Declarations
indicate that Collision Coverage is
provided for any covered auto 
However the most we will pay for any
expenses for loss of use is 20 per day to
a maximum of 600
CA0001 310
Insurance Services Office Inc 2009",2 specifi caus of loss onli if the declar indic that specifi caus of loss coverag is provid for ani cover auto or 3 collis onli if the declar indic that collis coverag is provid for ani cover auto howev the most we will pay for ani expens for loss of use is 20 per day to a maximum of 600 ca0001 310 insur servic offic inc 2009,"2 specified cause of Loss only if the 
 Declarations indicate that specify 
 Causes of Loss Coverage be provide for any cover auto   or 
 3 collision only if the declaration 
 indicate that Collision Coverage be 
 provide for any covered auto 
 however the most we will pay for any 
 expense for loss of use be 20 per day to 
 a maximum of 600 
 CA0001 310 
 Insurance Services Office Inc 2009",2 specifi caus of loss onli if the declar indic that specifi caus of loss coverag be provid for ani cover auto or 3 colli onli if the declar indic that collis coverag be provid for ani cover auto howev the most we will pay for ani expen for loss of use be 20 per day to a maximum of 600 ca0001 310 insur servic offic inc 2009
"Loss of Use Expenses
For Hired Auto Physical Damage we
will pay expenses for which an insured
becomes legally responsible to pay for
loss of use of a vehicle rented or hired
without a driver under a written rental
contract or agreement We will pay for
loss of use expenses if caused by",loss of use expens for hire auto physic damag we will pay expens for which an insur becom legal respons to pay for loss of use of a vehicl rent or hire without a driver under a written rental contract or agreement we will pay for loss of use expens if caus by,"loss of Use Expenses 
 for Hired Auto Physical Damage we 
 will pay expense for which an insure 
 become legally responsible to pay for 
 loss of use of a vehicle rent or hire 
 without a driver under a write rental 
 contract or agreement we will pay for 
 loss of use expense if cause by",loss of use expen for hire auto physic damag we will pay expen for which an insur becom legal respon to pay for loss of use of a vehicl rent or hire without a driver under a write rental contract or agreement we will pay for loss of use expen if caus by
"Tapes records discs or other similar audio visual or data electronic devices
designed for use with audio visual or
data electronic equipment",tape record disc or other similar audio visual or data electron devic design for use with audio visual or data electron equip,"tape record disc or other similar audio visual or datum electronic device 
 design for use with audio visual or 
 datum electronic equipment",tape record disc or other similar audio visual or datum electron devic design for use with audio visual or data electron equip
"Any device designed or used to detect
speedmeasuring equipment such as radar or laser detectors and any jamming
apparatus intended to elude or disrupt
speedmeasurement equipment",ani devic design or use to detect speedmeasur equip such as radar or laser detector and ani jam apparatus intend to elud or disrupt speedmeasur equip,"any device design or use to detect 
 speedmeasuring equipment such as radar or laser detector and any jam 
 apparatus intend to elude or disrupt 
 speedmeasurement equipment",ani devic design or use to detect speedmeasur equip such as radar or laser detector and ani jam apparatus intend to elud or disrupt speedmeasur equip
"Permanently installed in or upon the
covered auto in a housing opening or
other location that is not normally used
by the auto manufacturer for the installation of such equipment",perman instal in or upon the cover auto in a hous open or other locat that is not normal use by the auto manufactur for the instal of such equip,"permanently instal in or upon the 
 covered auto in a housing opening or 
 other location that be not normally use 
 by the auto manufacturer for the installation of such equipment",perman instal in or upon the cover auto in a hous open or other locat that be not normal use by the auto manufactur for the instal of such equip
"Any electronic equipment without regard to whether this equipment is permanently installed that reproduces
receives or transmits audio visual or data
signals",ani electron equip without regard to whether this equip is perman instal that reproduc receiv or transmit audio visual or data signal,"any electronic equipment without regard to whether this equipment be permanently instal that reproduce 
 receive or transmit audio visual or datum 
 signal",ani electron equip without regard to whether this equip be perman instal that reproduc receiv or transmit audio visual or datum signal
"Removable from a permanently installed
housing unit as described in Paragraph
2a above or is an integral part of that
equipment or",remov from a perman instal hous unit as describ in paragraph 2a abov or is an integr part of that equip or,"removable from a permanently instal 
 housing unit as describe in Paragraph 
 2a above or be an integral part of that 
 equipment or",remov from a perman instal hous unit as describ in paragraph 2a abov or be an integr part of that equip or
"Exclusions 4c and 4d do not apply to
equipment designed to be operated solely by
use of the power from the auto’s electrical
system that at the time of loss  is
a",exclus 4c and 4d do not appli to equip design to be oper sole by use of the power from the auto electr system that at the time of loss is a,"exclusion 4c and 4d do not apply to 
 equipment design to be operate solely by 
 use of the power from the auto ’s electrical 
 system that at the time of loss   be 
 a",exclus 4c and 4d do not appli to equip design to be oper sole by use of the power from the auto electr system that at the time of loss be a
"An integral part of the same unit housing
any electronic equipment described in
Paragraphs a and b above or",an integr part of the same unit hous ani electron equip describ in paragraph a and b abov or,"an integral part of the same unit housing 
 any electronic equipment describe in 
 Paragraphs a and b above or",an integr part of the same unit hous ani electron equip describ in paragraph a and b abov or
"Necessary for the normal operation of
the covered auto or the monitoring of the
covered auto’s operating system",necessari for the normal oper of the cover auto or the monitor of the cover auto oper system,"Necessary for the normal operation of 
 the covered auto or the monitoring of the 
 covered auto ’s operate system",necessari for the normal oper of the cover auto or the monitor of the cover auto oper system
"An adjustment for depreciation and physical
condition will be made in determining actual
cash value in the event of a total loss ",an adjust for depreci and physic condit will be made in determin actual cash valu in the event of a total loss,"an adjustment for depreciation and physical 
 condition will be make in determine actual 
 cash value in the event of a total loss",an adjust for depreci and physic condit will be make in determin actual cash valu in the event of a total loss
"If a repair or replacement results in better
than like kind or quality we will not pay for
the amount of the betterment",if a repair or replac result in better than like kind or qualiti we will not pay for the amount of the better,"if a repair or replacement result in well 
 than like kind or quality we will not pay for 
 the amount of the betterment",if a repair or replac result in well than like kind or qualiti we will not pay for the amount of the well
"D Deductible
For each covered auto  our obligation to pay for
repair return or replace damaged or stolen property will be reduced by the applicable deductible
shown in the Declarations Any Comprehensive
Coverage deductible shown in the Declarations
does not apply to loss caused by fire or lightning
Section IV  Business Auto Conditions",d deduct for each cover auto our oblig to pay for repair return or replac damag or stolen properti will be reduc by the applic deduct shown in the declar ani comprehens coverag deduct shown in the declar doe not appli to loss caus by fire or lightn section iv busi auto condit,"d Deductible 
 for each cover auto   our obligation to pay for 
 repair return or replace damage or steal property will be reduce by the applicable deductible 
 show in the Declarations any Comprehensive 
 Coverage deductible show in the declaration 
 do not apply to loss cause by fire or lightning 
 Section IV   Business Auto condition",d deduct for each cover auto our oblig to pay for repair return or replac damag or steal properti will be reduc by the applic deduct show in the declar ani comprehen coverag deduct show in the declar doe not appli to loss caus by fire or lightn section iv busi auto condit
"The cost of repairing or replacing the
damaged or stolen property with other
property of like kind and quality",the cost of repair or replac the damag or stolen properti with other properti of like kind and qualiti,"the cost of repair or replace the 
 damage or steal property with other 
 property of like kind and quality",the cost of repair or replac the damag or steal properti with other properti of like kind and qualiti
"1000 is the most we will pay for loss in any
one accident to all electronic equipment that
reproduces receives or transmits audio visual
or data signals which at the time of loss  is",1000 is the most we will pay for loss in ani one accid to all electron equip that reproduc receiv or transmit audio visual or data signal which at the time of loss is,"1000 be the most we will pay for loss in any 
 one accident to all electronic equipment that 
 reproduce receive or transmit audio visual 
 or datum signal which at the time of loss   be",1000 be the most we will pay for loss in ani one accid to all electron equip that reproduc receiv or transmit audio visual or datum signal which at the time of loss be
"Appraisal for Physical Damage Loss
If you and we disagree on the amount of
loss  either may demand an appraisal of the
loss  In this event each party will select a
competent appraiser The two appraisers will
select a competent and impartial umpire The
appraisers will state separately the actual cash
value and amount of loss  If they fail to agree
they will submit their differences to the umpire A decision agreed to by any two will be
binding Each party will
a",apprais for physic damag loss if you and we disagre on the amount of loss either may demand an apprais of the loss in this event each parti will select a compet apprais the two apprais will select a compet and imparti umpir the apprais will state separ the actual cash valu and amount of loss if they fail to agre they will submit their differ to the umpir a decis agre to by ani two will be bind each parti will a,"appraisal for Physical Damage Loss 
 if you and we disagree on the amount of 
 loss   either may demand an appraisal of the 
 loss   in this event each party will select a 
 competent appraiser the two appraiser will 
 select a competent and impartial umpire the 
 appraiser will state separately the actual cash 
 value and amount of loss   if they fail to agree 
 they will submit their difference to the umpire a decision agree to by any two will be 
 bind each party will 
 a",apprais for physic damag loss if you and we disagre on the amount of loss either may demand an apprais of the loss in this event each parti will select a compet apprais the two apprais will select a compet and imparti umpir the apprais will state separ the actual cash valu and amount of loss if they fail to agre they will submit their differ to the umpir a decis agre to by ani two will be bind each parti will a
"2 Take all reasonable steps to protect
the covered auto from further damage Also keep a record of your
expenses for consideration in the
settlement of the claim",2 take all reason step to protect the cover auto from further damag also keep a record of your expens for consider in the settlement of the claim,"2 take all reasonable step to protect 
 the covered auto from further damage also keep a record of your 
 expense for consideration in the 
 settlement of the claim",2 take all reason step to protect the cover auto from further damag also keep a record of your expen for consider in the settlement of the claim
"3 Permit us to inspect the covered
auto and records proving the loss
before its repair or disposition",3 permit us to inspect the cover auto and record prove the loss befor it repair or disposit,"3 permit we to inspect the cover 
 auto and record prove the loss 
 before its repair or disposition",3 permit we to inspect the cover auto and record prove the loss befor it repair or disposit
"We have no duty to provide coverage under
this policy unless there has been full compliance with the following duties
a",we have no duti to provid coverag under this polici unless there has been full complianc with the follow duti a,"we have no duty to provide coverage under 
 this policy unless there have be full compliance with the follow duty 
 a",we have no duti to provid coverag under this polici unless there have be full complianc with the follow duti a
"In the event of accident  claim suit or
loss  you must give us or our authorized
representative prompt notice of the accident or loss  Include",in the event of accid claim suit or loss you must give us or our author repres prompt notic of the accid or loss includ,"in the event of accident   claim suit or 
 loss   you must give we or our authorize 
 representative prompt notice of the accident or loss   include",in the event of accid claim suit or loss you must give we or our author repre prompt notic of the accid or loss includ
"4 Agree to examinations under oath
at our request and give us a signed
statement of your answers
3",4 agre to examin under oath at our request and give us a sign statement of your answer 3,"4 agree to examination under oath 
 at our request and give we a sign 
 statement of your answer 
 3",4 agre to examin under oath at our request and give we a sign statement of your answer 3
"Under Liability Coverage we agree in
writing that the insured has an obligation
to pay or until the amount of that obligation has finally been determined by
judgment after trial No one has the right
under this policy to bring us into an action to determine the insured’s liability",under liabil coverag we agre in write that the insur has an oblig to pay or until the amount of that oblig has final been determin by judgment after trial no one has the right under this polici to bring us into an action to determin the insur liabil,"under Liability Coverage we agree in 
 writing that the insure have an obligation 
 to pay or until the amount of that obligation have finally be determine by 
 judgment after trial no one have the right 
 under this policy to bring we into an action to determine the insure ’s liability",under liabil coverag we agre in write that the insur have an oblig to pay or until the amount of that oblig have final be determin by judgment after trial no one have the right under this polici to bring we into an action to determin the insur liabil
"2 The insured’s name and address and
3 To the extent possible the names
and addresses of any injured persons
and witnesses
b",2 the insur name and address and 3 to the extent possibl the name and address of ani injur person and wit b,"2 the insure ’s name and address and 
 3 to the extent possible the name 
 and address of any injured person 
 and witness 
 b",2 the insur name and address and 3 to the extent possibl the name and address of ani injur person and wit b
"Additionally you and any other involved
insured must
1 Assume no obligation make no
payment or incur no expense without our consent except at the insured’s own cost",addit you and ani other involv insur must 1 assum no oblig make no payment or incur no expens without our consent except at the insur own cost,"additionally you and any other involve 
 insure must 
 1 Assume no obligation make no 
 payment or incur no expense without our consent except at the insured ’s own cost",addit you and ani other involv insur must 1 assum no oblig make no payment or incur no expen without our consent except at the insur own cost
"2 Immediately send us copies of any
request demand order notice
summons or legal paper received
concerning the claim or suit 
3 Cooperate with us in the investigation or settlement of the claim or
defense against the suit 
4 Authorize us to obtain medical records or other pertinent information
5 Submit to examination at our expense by physicians of our choice
as often as we reasonably require
c",2 immedi send us copi of ani request demand order notic summon or legal paper receiv concern the claim or suit 3 cooper with us in the investig or settlement of the claim or defens against the suit 4 author us to obtain medic record or other pertin inform 5 submit to examin at our expens by physician of our choic as often as we reason requir c,"2 immediately send we copy of any 
 request demand order notice 
 summon or legal paper receive 
 concern the claim or suit 
 3 Cooperate with we in the investigation or settlement of the claim or 
 defense against the suit 
 4 authorize we to obtain medical record or other pertinent information 
 5 Submit to examination at our expense by physician of our choice 
 as often as we reasonably require 
 c",2 immedi send we copi of ani request demand order notic summon or legal paper receiv concern the claim or suit 3 cooper with we in the investig or settlement of the claim or defen against the suit 4 author we to obtain medic record or other pertin inform 5 submit to examin at our expen by physician of our choic as often as we reason requir c
"Return the stolen property at our expense We will pay for any damage that
results to the auto from the theft or",return the stolen properti at our expens we will pay for ani damag that result to the auto from the theft or,"return the steal property at our expense we will pay for any damage that 
 result to the auto from the theft or",return the steal properti at our expen we will pay for ani damag that result to the auto from the theft or
"If we pay for the loss  our payment will include the applicable sales tax for the damaged
or stolen property
5",if we pay for the loss our payment will includ the applic sale tax for the damag or stolen properti 5,"if we pay for the loss   our payment will include the applicable sale tax for the damage 
 or steal property 
 5",if we pay for the loss our payment will includ the applic sale tax for the damag or steal properti 5
"If there is loss to a covered auto or its
equipment you must also do the following
1 Promptly notify the police if the
covered auto or any of its equipment
is stolen",if there is loss to a cover auto or it equip you must also do the follow 1 prompt notifi the polic if the cover auto or ani of it equip is stolen,"if there be loss to a covered auto or its 
 equipment you must also do the follow 
 1 promptly notify the police if the 
 covered auto or any of its equipment 
 be steal",if there be loss to a cover auto or it equip you must also do the follow 1 prompt notifi the polic if the cover auto or ani of it equip be steal
"Transfer of Rights of Recovery Against Others to Us
If any person or organization to or for whom
we make payment under this coverage form
has rights to recover damages from another
those rights are transferred to us That person
or organization must do everything necessary
Page 9 of 13",transfer of right of recoveri against other to us if ani person or organ to or for whom we make payment under this coverag form has right to recov damag from anoth those right are transfer to us that person or organ must do everyth necessari page 9 of 13,"transfer of Rights of Recovery against other to Us 
 if any person or organization to or for whom 
 we make payment under this coverage form 
 have right to recover damage from another 
 those right be transfer to we that person 
 or organization must do everything necessary 
 page 9 of 13",transfer of right of recoveri against other to we if ani person or organ to or for whom we make payment under this coverag form have right to recov damag from anoth those right be transfer to we that person or organ must do everyth necessari page 9 of 13
"Bankruptcy
Bankruptcy or insolvency of the insured or
the insured’s estate will not relieve us of any
obligations under this coverage form",bankruptci bankruptci or insolv of the insur or the insur estat will not reliev us of ani oblig under this coverag form,"bankruptcy 
 Bankruptcy or insolvency of the insured or 
 the insure ’s estate will not relieve we of any 
 obligation under this coverage form",bankruptci bankruptci or insolv of the insur or the insur estat will not reliev we of ani oblig under this coverag form
"If we revise this coverage form to provide
more coverage without additional premium
charge your policy will automatically provide
the additional coverage as of the day the revision is effective in your state
4",if we revis this coverag form to provid more coverag without addit premium charg your polici will automat provid the addit coverag as of the day the revis is effect in your state 4,"if we revise this coverage form to provide 
 more coverage without additional premium 
 charge your policy will automatically provide 
 the additional coverage as of the day the revision be effective in your state 
 4",if we revis this coverag form to provid more coverag without addit premium charg your polici will automat provid the addit coverag as of the day the revis be effect in your state 4
"For Hired Auto Physical Damage Coverage any covered auto you lease hire
rent or borrow is deemed to be a covered
auto you own However any auto that
is leased hired rented or borrowed with
a driver is not a covered auto ",for hire auto physic damag coverag ani cover auto you leas hire rent or borrow is deem to be a cover auto you own howev ani auto that is leas hire rent or borrow with a driver is not a cover auto,"for Hired Auto Physical Damage Coverage any cover auto you lease hire 
 rent or borrow be deem to be a cover 
 auto you own however any auto that 
 be lease hire rent or borrow with 
 a driver be not a cover auto",for hire auto physic damag coverag ani cover auto you lea hire rent or borrow be deem to be a cover auto you own howev ani auto that be lea hire rent or borrow with a driver be not a cover auto
