paragraph,stemmed,tokenized,posting_list,posting_list_stemmed
"Non aggregation
In the event a claim involves indemnity under more that one Section of this policy the Insured shall be
entitled to indemnification under only that Section providing more specific cover with regard to that claim
or the Section with the highest limit with respect to that claim",non aggreg in the event a claim involv indemn under more that one section of this polici the insur shall be entitl to indemnif under onli that section provid more specif cover with regard to that claim or the section with the highest limit with respect to that claim,"non aggregation 
 in the event a claim involve indemnity under more that one section of this policy the Insured shall be 
 entitle to indemnification under only that section provide more specific cover with regard to that claim 
 or the Section with the high limit with respect to that claim","['a', 'aggregation', 'be', 'claim', 'claim', 'claim', 'cover', 'entitle', 'event', 'high', 'in', 'indemnification', 'indemnity', 'insured', 'involve', 'limit', 'more', 'more', 'non', 'of', 'one', 'only', 'or', 'policy', 'provide', 'regard', 'respect', 'section', 'section', 'section', 'shall', 'specific', 'that', 'that', 'that', 'that', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'to', 'under', 'under', 'with', 'with', 'with']","['a', 'aggreg', 'be', 'claim', 'claim', 'claim', 'cover', 'entitl', 'event', 'highest', 'in', 'indemn', 'indemnif', 'insur', 'involv', 'limit', 'more', 'more', 'non', 'of', 'one', 'onli', 'or', 'polici', 'provid', 'regard', 'respect', 'section', 'section', 'section', 'shall', 'specif', 'that', 'that', 'that', 'that', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'to', 'under', 'under', 'with', 'with', 'with']"
"Observance of Terms and Right of Recovery
Observance of the terms of this Policy relating to anything to be done or complied with by the Insured is a
condition precedent to any liability of the Insurer except in so far as is necessary to comply with the
requirements of any legislation enacted in Great Britain Northern Ireland the Channel Islands or the Isle
of Man relating to the compulsory insurance of legal liability to Persons Employed The Insured shall
repay to the Insurer all sums paid under of this Policy with special reference to the Section 5
Employers’ Liability section which the Insurer would not have been liable to pay but for the provisions
of such legislation",observ of term and right of recoveri observ of the term of this polici relat to anyth to be done or compli with by the insur is a condit preced to ani liabil of the insur except in so far as is necessari to compli with the requir of ani legisl enact in great britain northern ireland the channel island or the isl of man relat to the compulsori insur of legal liabil to person employ the insur shall repay to the insur all sum paid under of this polici with special refer to the section 5 employ liabil section which the insur would not have been liabl to pay but for the provis of such legisl,"observance of term and right of Recovery 
 Observance of the term of this Policy relate to anything to be do or comply with by the Insured be a 
 condition precedent to any liability of the Insurer except in so far as be necessary to comply with the 
 requirement of any legislation enact in Great Britain Northern Ireland the Channel Islands or the Isle 
 of Man relate to the compulsory insurance of legal liability to Persons employ the Insured shall 
 repay to the Insurer all sum pay under of this policy with special reference to the Section 5 
 Employers ' liability section which the Insurer would not have be liable to pay but for the provision 
 of such legislation","[""'"", '5', 'a', 'all', 'and', 'any', 'any', 'anything', 'as', 'be', 'be', 'be', 'be', 'britain', 'but', 'by', 'channel', 'comply', 'comply', 'compulsory', 'condition', 'do', 'employ', 'employers', 'enact', 'except', 'far', 'for', 'great', 'have', 'in', 'in', 'insurance', 'insured', 'insured', 'insurer', 'insurer', 'insurer', 'ireland', 'islands', 'isle', 'legal', 'legislation', 'legislation', 'liability', 'liability', 'liability', 'liable', 'man', 'necessary', 'northern', 'not', 'observance', 'observance', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'pay', 'pay', 'persons', 'policy', 'policy', 'precedent', 'provision', 'recovery', 'reference', 'relate', 'relate', 'repay', 'requirement', 'right', 'section', 'section', 'shall', 'so', 'special', 'such', 'sum', 'term', 'term', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which', 'with', 'with', 'with', 'would']","['5', 'a', 'all', 'and', 'ani', 'ani', 'anyth', 'as', 'be', 'been', 'britain', 'but', 'by', 'channel', 'compli', 'compli', 'compulsori', 'condit', 'done', 'employ', 'employ', 'enact', 'except', 'far', 'for', 'great', 'have', 'in', 'in', 'insur', 'insur', 'insur', 'insur', 'insur', 'insur', 'ireland', 'is', 'is', 'isl', 'island', 'legal', 'legisl', 'legisl', 'liabil', 'liabil', 'liabil', 'liabl', 'man', 'necessari', 'northern', 'not', 'observ', 'observ', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'paid', 'pay', 'person', 'polici', 'polici', 'preced', 'provis', 'recoveri', 'refer', 'relat', 'relat', 'repay', 'requir', 'right', 'section', 'section', 'shall', 'so', 'special', 'such', 'sum', 'term', 'term', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which', 'with', 'with', 'with', 'would']"
"Observance and Care
It is a condition precedent to liability of the Insured to
A
comply with all statutory and other obligations and regulations imposed by any authority
B
maintain the Insured Premises machinery plant and equipment and other services including fire
security and safety equipment in a satisfactory state of repair
C
exercise reasonable care in the selection and supervision of Persons Employed and in the
employment of competent staff
D
in the event of discovery of any defect or danger immediately cause such defect or danger to be
made good or remedied and in the meantime shall cause such additional precautions to be taken as
the circumstances may require and
E
take all reasonable care to prevent any circumstances or to cease any activity which may give rise to
liability under this Policy and
F
act in accordance with all statutory obligations and regulations",observ and care it is a condit preced to liabil of the insur to a compli with all statutori and other oblig and regul impos by ani author b maintain the insur premis machineri plant and equip and other servic includ fire secur and safeti equip in a satisfactori state of repair c exercis reason care in the select and supervis of person employ and in the employ of compet staff d in the event of discoveri of ani defect or danger immedi caus such defect or danger to be made good or remedi and in the meantim shall caus such addit precaut to be taken as the circumst may requir and e take all reason care to prevent ani circumst or to ceas ani activ which may give rise to liabil under this polici and f act in accord with all statutori oblig and regul,"observance and care 
 it be a condition precedent to liability of the Insured to 
 a 
 comply with all statutory and other obligation and regulation impose by any authority 
 b 
 maintain the Insured Premises machinery plant and equipment and other service include fire 
 security and safety equipment in a satisfactory state of repair 
 c 
 exercise reasonable care in the selection and supervision of Persons Employed and in the 
 employment of competent staff 
 d 
 in the event of discovery of any defect or danger immediately cause such defect or danger to be 
 make good or remedied and in the meantime shall cause such additional precaution to be take as 
 the circumstance may require and 
 e 
 take all reasonable care to prevent any circumstance or to cease any activity which may give rise to 
 liability under this policy and 
 f 
 act in accordance with all statutory obligation and regulation","['a', 'a', 'a', 'accordance', 'act', 'activity', 'additional', 'all', 'all', 'all', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'any', 'any', 'any', 'any', 'as', 'authority', 'b', 'be', 'be', 'be', 'by', 'c', 'care', 'care', 'care', 'cause', 'cause', 'cease', 'circumstance', 'circumstance', 'competent', 'comply', 'condition', 'd', 'danger', 'danger', 'defect', 'defect', 'discovery', 'e', 'employed', 'employment', 'equipment', 'equipment', 'event', 'exercise', 'f', 'fire', 'give', 'good', 'immediately', 'impose', 'in', 'in', 'in', 'in', 'in', 'in', 'include', 'insured', 'insured', 'it', 'liability', 'liability', 'machinery', 'maintain', 'make', 'may', 'may', 'meantime', 'obligation', 'obligation', 'observance', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'other', 'other', 'persons', 'plant', 'policy', 'precaution', 'precedent', 'premises', 'prevent', 'reasonable', 'reasonable', 'regulation', 'regulation', 'remedied', 'repair', 'require', 'rise', 'safety', 'satisfactory', 'security', 'selection', 'service', 'shall', 'staff', 'state', 'statutory', 'statutory', 'such', 'such', 'supervision', 'take', 'take', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which', 'with', 'with']","['a', 'a', 'a', 'accord', 'act', 'activ', 'addit', 'all', 'all', 'all', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'ani', 'ani', 'ani', 'ani', 'as', 'author', 'b', 'be', 'be', 'by', 'c', 'care', 'care', 'care', 'caus', 'caus', 'ceas', 'circumst', 'circumst', 'compet', 'compli', 'condit', 'd', 'danger', 'danger', 'defect', 'defect', 'discoveri', 'e', 'employ', 'employ', 'equip', 'equip', 'event', 'exercis', 'f', 'fire', 'give', 'good', 'immedi', 'impos', 'in', 'in', 'in', 'in', 'in', 'in', 'includ', 'insur', 'insur', 'is', 'it', 'liabil', 'liabil', 'machineri', 'made', 'maintain', 'may', 'may', 'meantim', 'oblig', 'oblig', 'observ', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'other', 'other', 'person', 'plant', 'polici', 'precaut', 'preced', 'premis', 'prevent', 'reason', 'reason', 'regul', 'regul', 'remedi', 'repair', 'requir', 'rise', 'safeti', 'satisfactori', 'secur', 'select', 'servic', 'shall', 'staff', 'state', 'statutori', 'statutori', 'such', 'such', 'supervis', 'take', 'taken', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which', 'with', 'with']"
"Payment of Premium
No indemnity is provided by this Policy until the premium has been paid to and received by the Insurer
hereon If the premium is not paid and accepted by the Insurer on or before the premium payment date
specified in the Schedule the Insurer can give written notice to the Insured at its address specified on the
Schedule cancelling the Policy",payment of premium no indemn is provid by this polici until the premium has been paid to and receiv by the insur hereon if the premium is not paid and accept by the insur on or befor the premium payment date specifi in the schedul the insur can give written notic to the insur at it address specifi on the schedul cancel the polici,"payment of Premium 
 no indemnity be provide by this policy until the premium have be pay to and receive by the Insurer 
 hereon if the premium be not pay and accept by the Insurer on or before the premium payment date 
 specify in the Schedule the Insurer can give write notice to the Insured at its address specify on the 
 Schedule cancel the policy","['accept', 'address', 'and', 'and', 'at', 'be', 'be', 'be', 'before', 'by', 'by', 'by', 'can', 'cancel', 'date', 'give', 'have', 'hereon', 'if', 'in', 'indemnity', 'insured', 'insurer', 'insurer', 'insurer', 'its', 'no', 'not', 'notice', 'of', 'on', 'on', 'or', 'pay', 'pay', 'payment', 'payment', 'policy', 'policy', 'premium', 'premium', 'premium', 'premium', 'provide', 'receive', 'schedule', 'schedule', 'specify', 'specify', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'until', 'write']","['accept', 'address', 'and', 'and', 'at', 'been', 'befor', 'by', 'by', 'by', 'can', 'cancel', 'date', 'give', 'has', 'hereon', 'if', 'in', 'indemn', 'insur', 'insur', 'insur', 'insur', 'is', 'is', 'it', 'no', 'not', 'notic', 'of', 'on', 'on', 'or', 'paid', 'paid', 'payment', 'payment', 'polici', 'polici', 'premium', 'premium', 'premium', 'premium', 'provid', 'receiv', 'schedul', 'schedul', 'specifi', 'specifi', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'to', 'until', 'written']"
"Reasonable diligence
It is a condition that the Insured shall take all reasonable precautions
A
for the safety of and to avoid prevent or minimise any Damage to the Property Insured
B
to avoid prevent or minimise any injury to others or Damage to their property
which might give rise to a claim under this Policy",reason dilig it is a condit that the insur shall take all reason precaut a for the safeti of and to avoid prevent or minimis ani damag to the properti insur b to avoid prevent or minimis ani injuri to other or damag to their properti which might give rise to a claim under this polici,"reasonable diligence 
 it be a condition that the Insured shall take all reasonable precaution 
 a 
 for the safety of and to avoid prevent or minimise any damage to the property insure 
 b 
 to avoid prevent or minimise any injury to other or damage to their property 
 which might give rise to a claim under this policy","['a', 'a', 'a', 'all', 'and', 'any', 'any', 'avoid', 'avoid', 'b', 'be', 'claim', 'condition', 'damage', 'damage', 'diligence', 'for', 'give', 'injury', 'insure', 'insured', 'it', 'might', 'minimise', 'minimise', 'of', 'or', 'or', 'or', 'other', 'policy', 'precaution', 'prevent', 'prevent', 'property', 'property', 'reasonable', 'reasonable', 'rise', 'safety', 'shall', 'take', 'that', 'the', 'the', 'the', 'their', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which']","['a', 'a', 'a', 'all', 'and', 'ani', 'ani', 'avoid', 'avoid', 'b', 'claim', 'condit', 'damag', 'damag', 'dilig', 'for', 'give', 'injuri', 'insur', 'insur', 'is', 'it', 'might', 'minimis', 'minimis', 'of', 'or', 'or', 'or', 'other', 'polici', 'precaut', 'prevent', 'prevent', 'properti', 'properti', 'reason', 'reason', 'rise', 'safeti', 'shall', 'take', 'that', 'the', 'the', 'the', 'their', 'this', 'to', 'to', 'to', 'to', 'to', 'to', 'under', 'which']"
"Reinstatement of Damage
If the Insurer elect or become bound to reinstate or replace any property the Insured shall at its own
expense provide all such plans documents books and information as the Insurer may reasonably require
The Insurer shall not be bound to reinstate exactly or completely but only as circumstances permit and in
a reasonably sufficient manner and shall not in any case be bound to expend in respect of any one of the
items of Property Insured more than its SubLimit",reinstat of damag if the insur elect or becom bound to reinstat or replac ani properti the insur shall at it own expens provid all such plan document book and inform as the insur may reason requir the insur shall not be bound to reinstat exact or complet but onli as circumst permit and in a reason suffici manner and shall not in ani case be bound to expend in respect of ani one of the item of properti insur more than it sublimit,"reinstatement of Damage 
 if the Insurer elect or become bind to reinstate or replace any property the Insured shall at its own 
 expense provide all such plan document book and information as the Insurer may reasonably require 
 the Insurer shall not be bind to reinstate exactly or completely but only as circumstance permit and in 
 a reasonably sufficient manner and shall not in any case be bind to expend in respect of any one of the 
 item of Property insure more than its SubLimit","['a', 'all', 'and', 'and', 'and', 'any', 'any', 'any', 'as', 'as', 'at', 'be', 'be', 'become', 'bind', 'bind', 'bind', 'book', 'but', 'case', 'circumstance', 'completely', 'damage', 'document', 'elect', 'exactly', 'expend', 'expense', 'if', 'in', 'in', 'in', 'information', 'insure', 'insured', 'insurer', 'insurer', 'insurer', 'item', 'its', 'its', 'manner', 'may', 'more', 'not', 'not', 'of', 'of', 'of', 'of', 'one', 'only', 'or', 'or', 'or', 'own', 'permit', 'plan', 'property', 'property', 'provide', 'reasonably', 'reasonably', 'reinstate', 'reinstate', 'reinstatement', 'replace', 'require', 'respect', 'shall', 'shall', 'shall', 'sublimit', 'such', 'sufficient', 'than', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to']","['a', 'all', 'and', 'and', 'and', 'ani', 'ani', 'ani', 'as', 'as', 'at', 'be', 'be', 'becom', 'book', 'bound', 'bound', 'bound', 'but', 'case', 'circumst', 'complet', 'damag', 'document', 'elect', 'exact', 'expend', 'expens', 'if', 'in', 'in', 'in', 'inform', 'insur', 'insur', 'insur', 'insur', 'insur', 'it', 'it', 'item', 'manner', 'may', 'more', 'not', 'not', 'of', 'of', 'of', 'of', 'one', 'onli', 'or', 'or', 'or', 'own', 'permit', 'plan', 'properti', 'properti', 'provid', 'reason', 'reason', 'reinstat', 'reinstat', 'reinstat', 'replac', 'requir', 'respect', 'shall', 'shall', 'shall', 'sublimit', 'such', 'suffici', 'than', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to']"
"Sanctions
The Insurer shall not provide any benefit under this contract of insurance to the extent of providing cover
payment of any claim or the provision of any benefit where doing so would breach any sanction
prohibition or restriction imposed by law or regulation",sanction the insur shall not provid ani benefit under this contract of insur to the extent of provid cover payment of ani claim or the provis of ani benefit where do so would breach ani sanction prohibit or restrict impos by law or regul,"sanction 
 the Insurer shall not provide any benefit under this contract of insurance to the extent of provide cover 
 payment of any claim or the provision of any benefit where do so would breach any sanction 
 prohibition or restriction impose by law or regulation","['any', 'any', 'any', 'any', 'benefit', 'benefit', 'breach', 'by', 'claim', 'contract', 'cover', 'do', 'extent', 'impose', 'insurance', 'insurer', 'law', 'not', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'payment', 'prohibition', 'provide', 'provide', 'provision', 'regulation', 'restriction', 'sanction', 'sanction', 'shall', 'so', 'the', 'the', 'the', 'this', 'to', 'under', 'where', 'would']","['ani', 'ani', 'ani', 'ani', 'benefit', 'benefit', 'breach', 'by', 'claim', 'contract', 'cover', 'do', 'extent', 'impos', 'insur', 'insur', 'law', 'not', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'payment', 'prohibit', 'provid', 'provid', 'provis', 'regul', 'restrict', 'sanction', 'sanction', 'shall', 'so', 'the', 'the', 'the', 'this', 'to', 'under', 'where', 'would']"
"Several Liability
The subscribing Insurers obligations hereunder are several and not joint and are limited solely to the
extent of their individual subscriptions The subscribing Insurer are not responsible for the subscription of
any cosubscribing Insurers or underwriters who for any reason does not satisfy all or any part of their
obligations",sever liabil the subscrib insur oblig hereund are sever and not joint and are limit sole to the extent of their individu subscript the subscrib insur are not respons for the subscript of ani cosubscrib insur or underwrit who for ani reason doe not satisfi all or ani part of their oblig,"several Liability 
 the subscribe Insurers obligation hereunder be several and not joint and be limit solely to the 
 extent of their individual subscription the subscribe Insurer be not responsible for the subscription of 
 any cosubscribe Insurers or underwriter who for any reason do not satisfy all or any part of their 
 obligation","['all', 'and', 'and', 'any', 'any', 'any', 'be', 'be', 'be', 'cosubscribe', 'do', 'extent', 'for', 'for', 'hereunder', 'individual', 'insurer', 'insurers', 'insurers', 'joint', 'liability', 'limit', 'not', 'not', 'not', 'obligation', 'obligation', 'of', 'of', 'of', 'or', 'or', 'part', 'reason', 'responsible', 'satisfy', 'several', 'several', 'solely', 'subscribe', 'subscribe', 'subscription', 'subscription', 'the', 'the', 'the', 'the', 'their', 'their', 'to', 'underwriter', 'who']","['all', 'and', 'and', 'ani', 'ani', 'ani', 'are', 'are', 'are', 'cosubscrib', 'doe', 'extent', 'for', 'for', 'hereund', 'individu', 'insur', 'insur', 'insur', 'joint', 'liabil', 'limit', 'not', 'not', 'not', 'oblig', 'oblig', 'of', 'of', 'of', 'or', 'or', 'part', 'reason', 'respons', 'satisfi', 'sever', 'sever', 'sole', 'subscrib', 'subscrib', 'subscript', 'subscript', 'the', 'the', 'the', 'the', 'their', 'their', 'to', 'underwrit', 'who']"
"Subrogation
Any claimant under this Policy shall at the request and expense of the Insurer take and permit to be
taken all necessary steps for enforcing rights and remedies against any other party in the name of the
Insured whether such steps are or become necessary before or after any payment is made by the
Insurer
Subrogation Waiver
Notwithstanding the subrogation condition above in the event of a claim arising under this Policy the
Insurer agree to waive any rights remedies or relief to which they might become entitled by subrogation
against
A
any Company standing in the relation of parent to Subsidiary or subsidiary to parent of the
Insured or
B
any Company which is a subsidiary of a parent Company of which the Insured themselves are a
subsidiary
in each case within the meaning of the Companies Acts",subrog ani claimant under this polici shall at the request and expens of the insur take and permit to be taken all necessari step for enforc right and remedi against ani other parti in the name of the insur whether such step are or becom necessari befor or after ani payment is made by the insur subrog waiver notwithstand the subrog condit abov in the event of a claim aris under this polici the insur agre to waiv ani right remedi or relief to which they might becom entitl by subrog against a ani compani stand in the relat of parent to subsidiari or subsidiari to parent of the insur or b ani compani which is a subsidiari of a parent compani of which the insur themselv are a subsidiari in each case within the mean of the compani act,"subrogation 
 any claimant under this policy shall at the request and expense of the Insurer take and permit to be 
 take all necessary step for enforce right and remedy against any other party in the name of the 
 insure whether such step be or become necessary before or after any payment be make by the 
 Insurer 
 Subrogation Waiver 
 notwithstanding the subrogation condition above in the event of a claim arise under this policy the 
 Insurer agree to waive any right remedy or relief to which they might become entitle by subrogation 
 against 
 a 
 any Company stand in the relation of parent to Subsidiary or subsidiary to parent of the 
 insured or 
 b 
 any Company which be a subsidiary of a parent Company of which the insured themselves be a 
 subsidiary 
 in each case within the meaning of the Companies act","['a', 'a', 'a', 'a', 'a', 'above', 'act', 'after', 'against', 'against', 'agree', 'all', 'and', 'and', 'and', 'any', 'any', 'any', 'any', 'any', 'any', 'arise', 'at', 'b', 'be', 'be', 'be', 'be', 'be', 'become', 'become', 'before', 'by', 'by', 'case', 'claim', 'claimant', 'companies', 'company', 'company', 'company', 'condition', 'each', 'enforce', 'entitle', 'event', 'expense', 'for', 'in', 'in', 'in', 'in', 'insure', 'insured', 'insured', 'insurer', 'insurer', 'insurer', 'make', 'meaning', 'might', 'name', 'necessary', 'necessary', 'notwithstanding', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'other', 'parent', 'parent', 'parent', 'party', 'payment', 'permit', 'policy', 'policy', 'relation', 'relief', 'remedy', 'remedy', 'request', 'right', 'right', 'shall', 'stand', 'step', 'step', 'subrogation', 'subrogation', 'subrogation', 'subrogation', 'subsidiary', 'subsidiary', 'subsidiary', 'subsidiary', 'such', 'take', 'take', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'themselves', 'they', 'this', 'this', 'to', 'to', 'to', 'to', 'to', 'under', 'under', 'waive', 'waiver', 'whether', 'which', 'which', 'which', 'within']","['a', 'a', 'a', 'a', 'a', 'abov', 'act', 'after', 'against', 'against', 'agre', 'all', 'and', 'and', 'and', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'are', 'are', 'aris', 'at', 'b', 'be', 'becom', 'becom', 'befor', 'by', 'by', 'case', 'claim', 'claimant', 'compani', 'compani', 'compani', 'compani', 'condit', 'each', 'enforc', 'entitl', 'event', 'expens', 'for', 'in', 'in', 'in', 'in', 'insur', 'insur', 'insur', 'insur', 'insur', 'insur', 'is', 'is', 'made', 'mean', 'might', 'name', 'necessari', 'necessari', 'notwithstand', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'other', 'parent', 'parent', 'parent', 'parti', 'payment', 'permit', 'polici', 'polici', 'relat', 'relief', 'remedi', 'remedi', 'request', 'right', 'right', 'shall', 'stand', 'step', 'step', 'subrog', 'subrog', 'subrog', 'subrog', 'subsidiari', 'subsidiari', 'subsidiari', 'subsidiari', 'such', 'take', 'taken', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'themselv', 'they', 'this', 'this', 'to', 'to', 'to', 'to', 'to', 'under', 'under', 'waiv', 'waiver', 'whether', 'which', 'which', 'which', 'within']"
"In order to assess the terms of the insurance contract
or administer claims that arise We may need to collect
data that the Data Protection Act defines as personal
or sensitive All data collected including personal and
sensitive data will be kept secure at all times in
accordance with the provisions of Data Protection Act
1998 We will also monitor and record Our
communication with You for compliance and training
purposes",in order to assess the term of the insur contract or administ claim that aris we may need to collect data that the data protect act defin as person or sensit all data collect includ person and sensit data will be kept secur at all time in accord with the provis of data protect act 1998 we will also monitor and record our communic with you for complianc and train purpos,"in order to assess the term of the insurance contract 
 or administer claim that arise we may need to collect 
 datum that the Data Protection Act define as personal 
 or sensitive all datum collect include personal and 
 sensitive datum will be keep secure at all time in 
 accordance with the provision of Data Protection Act 
 1998 we will also monitor and record our 
 communication with you for compliance and train 
 purpose","['1998', 'accordance', 'act', 'act', 'administer', 'all', 'all', 'also', 'and', 'and', 'and', 'arise', 'as', 'assess', 'at', 'be', 'claim', 'collect', 'collect', 'communication', 'compliance', 'contract', 'data', 'data', 'datum', 'datum', 'datum', 'define', 'for', 'in', 'in', 'include', 'insurance', 'keep', 'may', 'monitor', 'need', 'of', 'of', 'or', 'or', 'order', 'our', 'personal', 'personal', 'protection', 'protection', 'provision', 'purpose', 'record', 'secure', 'sensitive', 'sensitive', 'term', 'that', 'that', 'the', 'the', 'the', 'the', 'time', 'to', 'to', 'train', 'we', 'we', 'will', 'will', 'with', 'with', 'you']","['1998', 'accord', 'act', 'act', 'administ', 'all', 'all', 'also', 'and', 'and', 'and', 'aris', 'as', 'assess', 'at', 'be', 'claim', 'collect', 'collect', 'communic', 'complianc', 'contract', 'data', 'data', 'data', 'data', 'data', 'defin', 'for', 'in', 'in', 'includ', 'insur', 'kept', 'may', 'monitor', 'need', 'of', 'of', 'or', 'or', 'order', 'our', 'person', 'person', 'protect', 'protect', 'provis', 'purpos', 'record', 'secur', 'sensit', 'sensit', 'term', 'that', 'that', 'the', 'the', 'the', 'the', 'time', 'to', 'to', 'train', 'we', 'we', 'will', 'will', 'with', 'with', 'you']"
"We are covered by the Financial Services
Compensation Scheme FSCS You may be entitled
to compensation from the scheme if We cannot meet
Our obligations This depends on the type of business
and the circumstances of the claim Further
information
about
compensation
scheme
arrangements is available from the FSCS",we are cover by the financi servic compens scheme fscs you may be entitl to compens from the scheme if we cannot meet our oblig this depend on the type of busi and the circumst of the claim further inform about compens scheme arrang is avail from the fscs,"we be cover by the Financial Services 
 Compensation Scheme fscs you may be entitle 
 to compensation from the scheme if we can not meet 
 our obligation this depend on the type of business 
 and the circumstance of the claim further 
 information 
 about 
 compensation 
 scheme 
 arrangement be available from the fscs","['about', 'and', 'arrangement', 'available', 'be', 'be', 'be', 'business', 'by', 'can', 'circumstance', 'claim', 'compensation', 'compensation', 'compensation', 'cover', 'depend', 'entitle', 'financial', 'from', 'from', 'fscs', 'fscs', 'further', 'if', 'information', 'may', 'meet', 'not', 'obligation', 'of', 'of', 'on', 'our', 'scheme', 'scheme', 'scheme', 'services', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'type', 'we', 'we', 'you']","['about', 'and', 'are', 'arrang', 'avail', 'be', 'busi', 'by', 'cannot', 'circumst', 'claim', 'compens', 'compens', 'compens', 'cover', 'depend', 'entitl', 'financi', 'from', 'from', 'fscs', 'fscs', 'further', 'if', 'inform', 'is', 'may', 'meet', 'oblig', 'of', 'of', 'on', 'our', 'scheme', 'scheme', 'scheme', 'servic', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'to', 'type', 'we', 'we', 'you']"
"Where You provide Us with personal or sensitive data
relating to another person You will be responsible for
ensuring that the person to whom the data pertains is
informed of Our identity and the purpose and
processes for which their information is disclosed",where you provid us with person or sensit data relat to anoth person you will be respons for ensur that the person to whom the data pertain is inform of our ident and the purpos and process for which their inform is disclos,"where you provide we with personal or sensitive datum 
 relate to another person you will be responsible for 
 ensure that the person to whom the datum pertain be 
 informed of our identity and the purpose and 
 process for which their information be disclose","['and', 'and', 'another', 'be', 'be', 'be', 'datum', 'datum', 'disclose', 'ensure', 'for', 'for', 'identity', 'information', 'informed', 'of', 'or', 'our', 'person', 'person', 'personal', 'pertain', 'process', 'provide', 'purpose', 'relate', 'responsible', 'sensitive', 'that', 'the', 'the', 'the', 'their', 'to', 'to', 'we', 'where', 'which', 'whom', 'will', 'with', 'you', 'you']","['and', 'and', 'anoth', 'be', 'data', 'data', 'disclos', 'ensur', 'for', 'for', 'ident', 'inform', 'inform', 'is', 'is', 'of', 'or', 'our', 'person', 'person', 'person', 'pertain', 'process', 'provid', 'purpos', 'relat', 'respons', 'sensit', 'that', 'the', 'the', 'the', 'their', 'to', 'to', 'us', 'where', 'which', 'whom', 'will', 'with', 'you', 'you']"
"Financial Services Compensation Scheme
10th Floor
Beaufort House
15 St Botolph Street
London EC3A 7QU",financi servic compens scheme 10th floor beaufort hous 15 st botolph street london ec3a 7qu,"Financial Services Compensation Scheme 
 10th Floor 
 Beaufort House 
 15 St Botolph Street 
 London EC3A 7qu","['10th', '15', '7qu', 'beaufort', 'botolph', 'compensation', 'ec3a', 'financial', 'floor', 'house', 'london', 'scheme', 'services', 'st', 'street']","['10th', '15', '7qu', 'beaufort', 'botolph', 'compens', 'ec3a', 'financi', 'floor', 'hous', 'london', 'scheme', 'servic', 'st', 'street']"
