paragraph,stemmed,tokenized,posting_list,posting_list_stemmed
"6 Vessels or Craft
Liability arising out of the ownership possession or use by or on
behalf of the Insured of any
a aircraft or other aerial device made or intended to travel
through air or space
b any waterborne vessel or craft other than
i those used for business entertainment purposes within
inland waters
ii hand propelled or sailing watercraft whilst within inland
waters and not exceeding 75 feet in length
7 Property in the charge or control of the Insured
Liability in respect of loss or damage to any property belonging to
or in the charge or control of the Insured other than
a personal effects or vehicles of any partner director or
Employee of or visitor to the Insured
b premises and their contents not belonging leased rented or
hired to the Insured but temporarily in the charge of the
Insured for the purpose of carrying out work
c",6 vessel or craft liabil aris out of the ownership possess or use by or on behalf of the insur of ani a aircraft or other aerial devic made or intend to travel through air or space b ani waterborn vessel or craft other than i those use for busi entertain purpos within inland water ii hand propel or sail watercraft whilst within inland water and not exceed 75 feet in length 7 properti in the charg or control of the insur liabil in respect of loss or damag to ani properti belong to or in the charg or control of the insur other than a person effect or vehicl of ani partner director or employe of or visitor to the insur b premis and their content not belong leas rent or hire to the insur but temporarili in the charg of the insur for the purpos of carri out work c,"6 Vessels or Craft 
 Liability arise out of the ownership possession or use by or on 
 behalf of the Insured of any 
 a aircraft or other aerial device make or intend to travel 
 through air or space 
 b any waterborne vessel or craft other than 
 I those use for business entertainment purpose within 
 inland water 
 ii hand propel or sailing watercraft whilst within inland 
 water and not exceed 75 foot in length 
 7 property in the charge or control of the insure 
 Liability in respect of loss or damage to any property belong to 
 or in the charge or control of the insured other than 
 a personal effect or vehicle of any partner director or 
 Employee of or visitor to the insure 
 b premise and their content not belonging lease rent or 
 hire to the Insured but temporarily in the charge of the 
 Insured for the purpose of carry out work 
 c","['6', '7', '75', 'a', 'a', 'aerial', 'air', 'aircraft', 'and', 'and', 'any', 'any', 'any', 'any', 'arise', 'b', 'b', 'behalf', 'belong', 'belonging', 'business', 'but', 'by', 'c', 'carry', 'charge', 'charge', 'charge', 'content', 'control', 'control', 'craft', 'craft', 'damage', 'device', 'director', 'effect', 'employee', 'entertainment', 'exceed', 'foot', 'for', 'for', 'hand', 'hire', 'i', 'ii', 'in', 'in', 'in', 'in', 'in', 'inland', 'inland', 'insure', 'insure', 'insured', 'insured', 'insured', 'insured', 'intend', 'lease', 'length', 'liability', 'liability', 'loss', 'make', 'not', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'out', 'out', 'ownership', 'partner', 'personal', 'possession', 'premise', 'propel', 'property', 'property', 'purpose', 'purpose', 'rent', 'respect', 'sailing', 'space', 'temporarily', 'than', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'their', 'those', 'through', 'to', 'to', 'to', 'to', 'to', 'travel', 'use', 'use', 'vehicle', 'vessel', 'vessels', 'visitor', 'water', 'water', 'waterborne', 'watercraft', 'whilst', 'within', 'within', 'work']","['6', '7', '75', 'a', 'a', 'aerial', 'air', 'aircraft', 'and', 'and', 'ani', 'ani', 'ani', 'ani', 'aris', 'b', 'b', 'behalf', 'belong', 'belong', 'busi', 'but', 'by', 'c', 'carri', 'charg', 'charg', 'charg', 'content', 'control', 'control', 'craft', 'craft', 'damag', 'devic', 'director', 'effect', 'employe', 'entertain', 'exceed', 'feet', 'for', 'for', 'hand', 'hire', 'i', 'ii', 'in', 'in', 'in', 'in', 'in', 'inland', 'inland', 'insur', 'insur', 'insur', 'insur', 'insur', 'insur', 'intend', 'leas', 'length', 'liabil', 'liabil', 'loss', 'made', 'not', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'out', 'out', 'ownership', 'partner', 'person', 'possess', 'premis', 'propel', 'properti', 'properti', 'purpos', 'purpos', 'rent', 'respect', 'sail', 'space', 'temporarili', 'than', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'their', 'those', 'through', 'to', 'to', 'to', 'to', 'to', 'travel', 'use', 'use', 'vehicl', 'vessel', 'vessel', 'visitor', 'water', 'water', 'waterborn', 'watercraft', 'whilst', 'within', 'within', 'work']"
"premises including their fixtures and fittings leased rented
or hired to the Insured but this Section does not cover liability
attaching to the Insured solely under the terms of any tenancy
or other agreement",premis includ their fixtur and fit leas rent or hire to the insur but this section doe not cover liabil attach to the insur sole under the term of ani tenanc or other agreement,"premise include their fixture and fitting lease rent 
 or hire to the Insured but this section do not cover liability 
 attach to the Insured solely under the term of any tenancy 
 or other agreement","['agreement', 'and', 'any', 'attach', 'but', 'cover', 'do', 'fitting', 'fixture', 'hire', 'include', 'insured', 'insured', 'lease', 'liability', 'not', 'of', 'or', 'or', 'other', 'premise', 'rent', 'section', 'solely', 'tenancy', 'term', 'the', 'the', 'the', 'their', 'this', 'to', 'to', 'under']","['agreement', 'and', 'ani', 'attach', 'but', 'cover', 'doe', 'fit', 'fixtur', 'hire', 'includ', 'insur', 'insur', 'leas', 'liabil', 'not', 'of', 'or', 'or', 'other', 'premis', 'rent', 'section', 'sole', 'tenanc', 'term', 'the', 'the', 'the', 'their', 'this', 'to', 'to', 'under']"
"8 Damage to Goods Supplied
Liability in respect of
a loss or damage to any goods or other property sold supplied
delivered installed or erected by or on behalf of the Insured
b all costs of or arising from the need for making good removal
repair rectification replacement or recall of
i any such goods or property
ii any defective work executed by or on behalf of the Insured
except that 8 a and 8 b i above shall not apply to liability in respect
of loss or damage to the said goods or property if such loss or
damage is caused by or arises from
1 any alteration repair or servicing work executed
2 any other goods or property sold supplied delivered installed
or erected
by the Insured under a separate contract",8 damag to good suppli liabil in respect of a loss or damag to ani good or other properti sold suppli deliv instal or erect by or on behalf of the insur b all cost of or aris from the need for make good remov repair rectif replac or recal of i ani such good or properti ii ani defect work execut by or on behalf of the insur except that 8 a and 8 b i abov shall not appli to liabil in respect of loss or damag to the said good or properti if such loss or damag is caus by or aris from 1 ani alter repair or servic work execut 2 ani other good or properti sold suppli deliv instal or erect by the insur under a separ contract,"8 damage to Goods supply 
 Liability in respect of 
 a loss or damage to any good or other property sell supply 
 deliver instal or erect by or on behalf of the insure 
 b all cost of or arise from the need for make good removal 
 repair rectification replacement or recall of 
 I any such good or property 
 ii any defective work execute by or on behalf of the insure 
 except that 8 a and 8 b I above shall not apply to liability in respect 
 of loss or damage to the say good or property if such loss or 
 damage be cause by or arise from 
 1 any alteration repair or servicing work execute 
 2 any other good or property sell supply deliver instal 
 or erect 
 by the Insured under a separate contract","['1', '2', '8', '8', '8', 'a', 'a', 'a', 'above', 'all', 'alteration', 'and', 'any', 'any', 'any', 'any', 'any', 'apply', 'arise', 'arise', 'b', 'b', 'be', 'behalf', 'behalf', 'by', 'by', 'by', 'by', 'cause', 'contract', 'cost', 'damage', 'damage', 'damage', 'damage', 'defective', 'deliver', 'deliver', 'erect', 'erect', 'except', 'execute', 'execute', 'for', 'from', 'from', 'good', 'good', 'good', 'good', 'good', 'goods', 'i', 'i', 'if', 'ii', 'in', 'in', 'instal', 'instal', 'insure', 'insure', 'insured', 'liability', 'liability', 'loss', 'loss', 'loss', 'make', 'need', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'property', 'property', 'property', 'property', 'recall', 'rectification', 'removal', 'repair', 'repair', 'replacement', 'respect', 'respect', 'say', 'sell', 'sell', 'separate', 'servicing', 'shall', 'such', 'such', 'supply', 'supply', 'supply', 'that', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'under', 'work', 'work']","['1', '2', '8', '8', '8', 'a', 'a', 'a', 'abov', 'all', 'alter', 'and', 'ani', 'ani', 'ani', 'ani', 'ani', 'appli', 'aris', 'aris', 'b', 'b', 'behalf', 'behalf', 'by', 'by', 'by', 'by', 'caus', 'contract', 'cost', 'damag', 'damag', 'damag', 'damag', 'defect', 'deliv', 'deliv', 'erect', 'erect', 'except', 'execut', 'execut', 'for', 'from', 'from', 'good', 'good', 'good', 'good', 'good', 'good', 'i', 'i', 'if', 'ii', 'in', 'in', 'instal', 'instal', 'insur', 'insur', 'insur', 'is', 'liabil', 'liabil', 'loss', 'loss', 'loss', 'make', 'need', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'properti', 'properti', 'properti', 'properti', 'recal', 'rectif', 'remov', 'repair', 'repair', 'replac', 'respect', 'respect', 'said', 'separ', 'servic', 'shall', 'sold', 'sold', 'such', 'such', 'suppli', 'suppli', 'suppli', 'that', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'under', 'work', 'work']"
"13 Slings and Cradles
Liability for Injury loss or damage arising out of the operation of a
sling andor cradle",13 sling and cradl liabil for injuri loss or damag aris out of the oper of a sling andor cradl,"13 sling and Cradles 
 Liability for injury loss or damage arise out of the operation of a 
 sling andor cradle","['13', 'a', 'and', 'andor', 'arise', 'cradle', 'cradles', 'damage', 'for', 'injury', 'liability', 'loss', 'of', 'of', 'operation', 'or', 'out', 'sling', 'sling', 'the']","['13', 'a', 'and', 'andor', 'aris', 'cradl', 'cradl', 'damag', 'for', 'injuri', 'liabil', 'loss', 'of', 'of', 'oper', 'or', 'out', 'sling', 'sling', 'the']"
"a any liability which attaches to the Insured solely under the
terms of an agreement other than
i under any warranty of goods implied by law
ii under any indemnity clause in any agreement between
the Insured and any independent carrier in respect of
Injury loss or damage caused by Products entrusted to
such carrier for transit by road rail or waterway",a ani liabil which attach to the insur sole under the term of an agreement other than i under ani warranti of good impli by law ii under ani indemn claus in ani agreement between the insur and ani independ carrier in respect of injuri loss or damag caus by product entrust to such carrier for transit by road rail or waterway,"a any liability which attach to the Insured solely under the 
 term of an agreement other than 
 I under any warranty of good imply by law 
 ii under any indemnity clause in any agreement between 
 the insured and any independent carrier in respect of 
 Injury loss or damage cause by product entrust to 
 such carrier for transit by road rail or waterway","['a', 'agreement', 'agreement', 'an', 'and', 'any', 'any', 'any', 'any', 'any', 'attach', 'between', 'by', 'by', 'by', 'carrier', 'carrier', 'cause', 'clause', 'damage', 'entrust', 'for', 'good', 'i', 'ii', 'imply', 'in', 'in', 'indemnity', 'independent', 'injury', 'insured', 'insured', 'law', 'liability', 'loss', 'of', 'of', 'of', 'or', 'or', 'other', 'product', 'rail', 'respect', 'road', 'solely', 'such', 'term', 'than', 'the', 'the', 'the', 'to', 'to', 'transit', 'under', 'under', 'under', 'warranty', 'waterway', 'which']","['a', 'agreement', 'agreement', 'an', 'and', 'ani', 'ani', 'ani', 'ani', 'ani', 'attach', 'between', 'by', 'by', 'by', 'carrier', 'carrier', 'caus', 'claus', 'damag', 'entrust', 'for', 'good', 'i', 'ii', 'impli', 'in', 'in', 'indemn', 'independ', 'injuri', 'insur', 'insur', 'law', 'liabil', 'loss', 'of', 'of', 'of', 'or', 'or', 'other', 'product', 'rail', 'respect', 'road', 'sole', 'such', 'term', 'than', 'the', 'the', 'the', 'to', 'to', 'transit', 'under', 'under', 'under', 'warranti', 'waterway', 'which']"
"14 Computer Date Recognition
Liability arising directly or indirectly from the failure of any
computer or other equipment or system for processing storing or
retrieving data whether the property of the Insured or not to
achieve any or all of the purposes and consequential effects
intended by the use of any number to denote a date including the
failure",14 comput date recognit liabil aris direct or indirect from the failur of ani comput or other equip or system for process store or retriev data whether the properti of the insur or not to achiev ani or all of the purpos and consequenti effect intend by the use of ani number to denot a date includ the failur,"14 Computer Date Recognition 
 Liability arise directly or indirectly from the failure of any 
 computer or other equipment or system for processing store or 
 retrieve datum whether the property of the Insured or not to 
 achieve any or all of the purpose and consequential effect 
 intend by the use of any number to denote a date include the 
 failure","['14', 'a', 'achieve', 'all', 'and', 'any', 'any', 'any', 'arise', 'by', 'computer', 'computer', 'consequential', 'date', 'date', 'datum', 'denote', 'directly', 'effect', 'equipment', 'failure', 'failure', 'for', 'from', 'include', 'indirectly', 'insured', 'intend', 'liability', 'not', 'number', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'processing', 'property', 'purpose', 'recognition', 'retrieve', 'store', 'system', 'the', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'use', 'whether']","['14', 'a', 'achiev', 'all', 'and', 'ani', 'ani', 'ani', 'aris', 'by', 'comput', 'comput', 'consequenti', 'data', 'date', 'date', 'denot', 'direct', 'effect', 'equip', 'failur', 'failur', 'for', 'from', 'includ', 'indirect', 'insur', 'intend', 'liabil', 'not', 'number', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'process', 'properti', 'purpos', 'recognit', 'retriev', 'store', 'system', 'the', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'use', 'whether']"
"b any Product installed or incorporated in any craft designed to
travel in or through air or space and which to the Insured’s
knowledge was intended to be installed or incorporated in any
such craft",b ani product instal or incorpor in ani craft design to travel in or through air or space and which to the insur knowledg was intend to be instal or incorpor in ani such craft,"b any product instal or incorporate in any craft design to 
 travel in or through air or space and which to the Insured ’s 
 knowledge be intend to be instal or incorporate in any 
 such craft","['air', 'and', 'any', 'any', 'any', 'b', 'be', 'be', 'craft', 'craft', 'design', 'in', 'in', 'in', 'incorporate', 'incorporate', 'instal', 'instal', 'insured', 'intend', 'knowledge', 'or', 'or', 'or', 'or', 'product', 'space', 'such', 'the', 'through', 'to', 'to', 'to', 'travel', 'which', '’s']","['air', 'and', 'ani', 'ani', 'ani', 'b', 'be', 'craft', 'craft', 'design', 'in', 'in', 'in', 'incorpor', 'incorpor', 'instal', 'instal', 'insur', 'intend', 'knowledg', 'or', 'or', 'or', 'or', 'product', 'space', 'such', 'the', 'through', 'to', 'to', 'to', 'travel', 'was', 'which']"
"any claim made against the Insured in any country outside the
European Union in which the Insured occupy premises or are
represented by any resident Employee or holder of the
Insured’s power of attorney",ani claim made against the insur in ani countri outsid the european union in which the insur occupi premis or are repres by ani resid employe or holder of the insur power of attorney,"any claim make against the Insured in any country outside the 
 European Union in which the insured occupy premise or be 
 represent by any resident employee or holder of the 
 insured ’s power of attorney","['against', 'any', 'any', 'any', 'attorney', 'be', 'by', 'claim', 'country', 'employee', 'european', 'holder', 'in', 'in', 'insured', 'insured', 'insured', 'make', 'occupy', 'of', 'of', 'or', 'or', 'outside', 'power', 'premise', 'represent', 'resident', 'the', 'the', 'the', 'the', 'union', 'which', '’s']","['against', 'ani', 'ani', 'ani', 'are', 'attorney', 'by', 'claim', 'countri', 'employe', 'european', 'holder', 'in', 'in', 'insur', 'insur', 'insur', 'made', 'occupi', 'of', 'of', 'or', 'or', 'outsid', 'power', 'premis', 'repres', 'resid', 'the', 'the', 'the', 'the', 'union', 'which']"
"10 Advice and Design
Liability for Injury loss or damage arising out of or in connection
with advice design formula specification inspection
certification or testing provided or performed for a fee by or on
behalf of the Insured other than where provided or performed in
connection with any Product
11 Contract Works and JCT Clause 651
Liability in respect of loss or damage to any property
a comprising or to be incorporated in the contract works in
respect of any contract undertaken by the Insured
b against which the Insured are required to effect insurance
under the terms of Clause 651 of the JCT RIBA
Conditions of Contract or of any other contract condition
requiring insurance of a like kind
12 Manual Work
Liability arising from or as a consequence of any manual work
carried out away from any premises belonging leased rented or
hired to the Insured other than delivery or collection",10 advic and design liabil for injuri loss or damag aris out of or in connect with advic design formula specif inspect certif or test provid or perform for a fee by or on behalf of the insur other than where provid or perform in connect with ani product 11 contract work and jct claus 651 liabil in respect of loss or damag to ani properti a compris or to be incorpor in the contract work in respect of ani contract undertaken by the insur b against which the insur are requir to effect insur under the term of claus 651 of the jct riba condit of contract or of ani other contract condit requir insur of a like kind 12 manual work liabil aris from or as a consequ of ani manual work carri out away from ani premis belong leas rent or hire to the insur other than deliveri or collect,"10 Advice and Design 
 Liability for injury loss or damage arise out of or in connection 
 with advice design formula specification inspection 
 certification or testing provide or perform for a fee by or on 
 behalf of the insured other than where provide or perform in 
 connection with any product 
 11 Contract Works and JCT Clause 651 
 Liability in respect of loss or damage to any property 
 a comprising or to be incorporate in the contract work in 
 respect of any contract undertake by the insure 
 b against which the Insured be require to effect insurance 
 under the term of Clause 651 of the JCT RIBA 
 Conditions of Contract or of any other contract condition 
 require insurance of a like kind 
 12 Manual work 
 Liability arise from or as a consequence of any manual work 
 carry out away from any premise belonging lease rent or 
 hire to the insured other than delivery or collection","['10', '11', '12', '651', '651', 'a', 'a', 'a', 'a', 'advice', 'advice', 'against', 'and', 'and', 'any', 'any', 'any', 'any', 'any', 'any', 'arise', 'arise', 'as', 'away', 'b', 'be', 'be', 'behalf', 'belonging', 'by', 'by', 'carry', 'certification', 'clause', 'clause', 'collection', 'comprising', 'condition', 'conditions', 'connection', 'connection', 'consequence', 'contract', 'contract', 'contract', 'contract', 'contract', 'damage', 'damage', 'delivery', 'design', 'design', 'effect', 'fee', 'for', 'for', 'formula', 'from', 'from', 'hire', 'in', 'in', 'in', 'in', 'in', 'incorporate', 'injury', 'inspection', 'insurance', 'insurance', 'insure', 'insured', 'insured', 'insured', 'jct', 'jct', 'kind', 'lease', 'liability', 'liability', 'liability', 'like', 'loss', 'loss', 'manual', 'manual', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'out', 'out', 'perform', 'perform', 'premise', 'product', 'property', 'provide', 'provide', 'rent', 'require', 'require', 'respect', 'respect', 'riba', 'specification', 'term', 'testing', 'than', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'under', 'undertake', 'where', 'which', 'with', 'with', 'work', 'work', 'work', 'works']","['10', '11', '12', '651', '651', 'a', 'a', 'a', 'a', 'advic', 'advic', 'against', 'and', 'and', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'are', 'aris', 'aris', 'as', 'away', 'b', 'be', 'behalf', 'belong', 'by', 'by', 'carri', 'certif', 'claus', 'claus', 'collect', 'compris', 'condit', 'condit', 'connect', 'connect', 'consequ', 'contract', 'contract', 'contract', 'contract', 'contract', 'damag', 'damag', 'deliveri', 'design', 'design', 'effect', 'fee', 'for', 'for', 'formula', 'from', 'from', 'hire', 'in', 'in', 'in', 'in', 'in', 'incorpor', 'injuri', 'inspect', 'insur', 'insur', 'insur', 'insur', 'insur', 'insur', 'jct', 'jct', 'kind', 'leas', 'liabil', 'liabil', 'liabil', 'like', 'loss', 'loss', 'manual', 'manual', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'on', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'out', 'out', 'perform', 'perform', 'premis', 'product', 'properti', 'provid', 'provid', 'rent', 'requir', 'requir', 'respect', 'respect', 'riba', 'specif', 'term', 'test', 'than', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'under', 'undertaken', 'where', 'which', 'with', 'with', 'work', 'work', 'work', 'work']"
"b to recognise capture save retain restore andor correctly to
manipulate interpret calculate or process any data or
information or command or instruction as a result of treating
any date otherwise than its true calendar date
c",b to recognis captur save retain restor andor correct to manipul interpret calcul or process ani data or inform or command or instruct as a result of treat ani date otherwis than it true calendar date c,"b to recognise capture save retain restore andor correctly to 
 manipulate interpret calculate or process any datum or 
 information or command or instruction as a result of treat 
 any date otherwise than its true calendar date 
 c","['a', 'andor', 'any', 'any', 'as', 'b', 'c', 'calculate', 'calendar', 'capture', 'command', 'correctly', 'date', 'date', 'datum', 'information', 'instruction', 'interpret', 'its', 'manipulate', 'of', 'or', 'or', 'or', 'or', 'otherwise', 'process', 'recognise', 'restore', 'result', 'retain', 'save', 'than', 'to', 'to', 'treat', 'true']","['a', 'andor', 'ani', 'ani', 'as', 'b', 'c', 'calcul', 'calendar', 'captur', 'command', 'correct', 'data', 'date', 'date', 'inform', 'instruct', 'interpret', 'it', 'manipul', 'of', 'or', 'or', 'or', 'or', 'otherwis', 'process', 'recognis', 'restor', 'result', 'retain', 'save', 'than', 'to', 'to', 'treat', 'true']"
"to recognise capture save retain restore andor correctly to
manipulate interpret calculate or process any data or
information as a result of the operation of any command
which has been programmed into any computer software or
firmware being a command which causes the loss of data or
the inability to recognise capture save retain restore
correctly to manipulate interpret calculate or process any
data on or after any date",to recognis captur save retain restor andor correct to manipul interpret calcul or process ani data or inform as a result of the oper of ani command which has been program into ani comput softwar or firmwar be a command which caus the loss of data or the inabl to recognis captur save retain restor correct to manipul interpret calcul or process ani data on or after ani date,"to recognise capture save retain restore andor correctly to 
 manipulate interpret calculate or process any datum or 
 information as a result of the operation of any command 
 which have be program into any computer software or 
 firmware be a command which cause the loss of datum or 
 the inability to recognise capture save retain restore 
 correctly to manipulate interpret calculate or process any 
 datum on or after any date","['a', 'a', 'after', 'andor', 'any', 'any', 'any', 'any', 'any', 'as', 'be', 'be', 'calculate', 'calculate', 'capture', 'capture', 'cause', 'command', 'command', 'computer', 'correctly', 'correctly', 'date', 'datum', 'datum', 'datum', 'firmware', 'have', 'inability', 'information', 'interpret', 'interpret', 'into', 'loss', 'manipulate', 'manipulate', 'of', 'of', 'of', 'on', 'operation', 'or', 'or', 'or', 'or', 'or', 'or', 'process', 'process', 'program', 'recognise', 'recognise', 'restore', 'restore', 'result', 'retain', 'retain', 'save', 'save', 'software', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'which', 'which']","['a', 'a', 'after', 'andor', 'ani', 'ani', 'ani', 'ani', 'ani', 'as', 'be', 'been', 'calcul', 'calcul', 'captur', 'captur', 'caus', 'command', 'command', 'comput', 'correct', 'correct', 'data', 'data', 'data', 'date', 'firmwar', 'has', 'inabl', 'inform', 'interpret', 'interpret', 'into', 'loss', 'manipul', 'manipul', 'of', 'of', 'of', 'on', 'oper', 'or', 'or', 'or', 'or', 'or', 'or', 'process', 'process', 'program', 'recognis', 'recognis', 'restor', 'restor', 'result', 'retain', 'retain', 'save', 'save', 'softwar', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'which', 'which']"
"15 Excess
The amount of any third party property damage excess specified
in the Schedule
16 Asbestos
a Liability in any way caused by arising from or contributed to by
i exposure to or inhalation of Asbestos
ii fear of the consequences of exposure to or inhalation of
Asbestos
b Liability for the costs of management including those of any
persons under any statutory duty to manage removal repair
alteration recall replacement or reinstatement of any
property arising out of the presence of Asbestos",15 excess the amount of ani third parti properti damag excess specifi in the schedul 16 asbesto a liabil in ani way caus by aris from or contribut to by i exposur to or inhal of asbesto ii fear of the consequ of exposur to or inhal of asbesto b liabil for the cost of manag includ those of ani person under ani statutori duti to manag remov repair alter recal replac or reinstat of ani properti aris out of the presenc of asbesto,"15 excess 
 the amount of any third party property damage excess specify 
 in the Schedule 
 16 Asbestos 
 a Liability in any way cause by arise from or contribute to by 
 i exposure to or inhalation of Asbestos 
 ii fear of the consequence of exposure to or inhalation of 
 Asbestos 
 b Liability for the cost of management include those of any 
 person under any statutory duty to manage removal repair 
 alteration recall replacement or reinstatement of any 
 property arise out of the presence of asbestos","['15', '16', 'a', 'alteration', 'amount', 'any', 'any', 'any', 'any', 'any', 'arise', 'arise', 'asbestos', 'asbestos', 'asbestos', 'asbestos', 'b', 'by', 'by', 'cause', 'consequence', 'contribute', 'cost', 'damage', 'duty', 'excess', 'excess', 'exposure', 'exposure', 'fear', 'for', 'from', 'i', 'ii', 'in', 'in', 'include', 'inhalation', 'inhalation', 'liability', 'liability', 'manage', 'management', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'out', 'party', 'person', 'presence', 'property', 'property', 'recall', 'reinstatement', 'removal', 'repair', 'replacement', 'schedule', 'specify', 'statutory', 'the', 'the', 'the', 'the', 'the', 'third', 'those', 'to', 'to', 'to', 'to', 'under', 'way']","['15', '16', 'a', 'alter', 'amount', 'ani', 'ani', 'ani', 'ani', 'ani', 'aris', 'aris', 'asbesto', 'asbesto', 'asbesto', 'asbesto', 'b', 'by', 'by', 'caus', 'consequ', 'contribut', 'cost', 'damag', 'duti', 'excess', 'excess', 'exposur', 'exposur', 'fear', 'for', 'from', 'i', 'ii', 'in', 'in', 'includ', 'inhal', 'inhal', 'liabil', 'liabil', 'manag', 'manag', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'out', 'parti', 'person', 'presenc', 'properti', 'properti', 'recal', 'reinstat', 'remov', 'repair', 'replac', 'schedul', 'specifi', 'statutori', 'the', 'the', 'the', 'the', 'the', 'third', 'those', 'to', 'to', 'to', 'to', 'under', 'way']"
