paragraph,stemmed,tokenized
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"26 Subrogation Waiver
In the event of a claim arising under this Section We agree to
waive any rights remedies or relief to which We may be entitled
by subrogation against
1",26 subrog waiver in the event of a claim aris under this section we agre to waiv ani right remedi or relief to which we may be entitl by subrog against 1,"26 Subrogation Waiver 
 in the event of a claim arise under this section we agree to 
 waive any right remedy or relief to which we may be entitle 
 by subrogation against 
 1"
"any company whose relationship to You is either a
parent to subsidiary or subsidiary to parent as defined
in or within the meaning of the relevant Companies Act
or Companies NI Order current at the time of
Damage
any company which is a subsidiary of a parent company
of which You are a subsidiary as defined in or within
the meaning of the relevant Companies Act or
Companies NI Order current at the time of Damage
any tenant of Yours provided that
a the tenant of lessee contributes to the cost of
insuring the Property Insured against the event
which caused the Damage
b the Damage did not result from a breach of the
terms of the lease by the tenant or lessee
c the Damage did not result from a criminal
fraudulent or malicious act of the tenant or lessee",ani compani whose relationship to you is either a parent to subsidiari or subsidiari to parent as defin in or within the mean of the relev compani act or compani ni order current at the time of damag ani compani which is a subsidiari of a parent compani of which you are a subsidiari as defin in or within the mean of the relev compani act or compani ni order current at the time of damag ani tenant of your provid that a the tenant of lesse contribut to the cost of insur the properti insur against the event which caus the damag b the damag did not result from a breach of the term of the leas by the tenant or lesse c the damag did not result from a crimin fraudul or malici act of the tenant or lesse,"any company whose relationship to you be either a 
 parent to subsidiary or subsidiary to parent as define 
 in or within the meaning of the relevant Companies Act 
 or Companies NI Order current at the time of 
 damage 
 any company which be a subsidiary of a parent company 
 of which you be a subsidiary as define in or within 
 the meaning of the relevant Companies Act or 
 Companies NI Order current at the time of damage 
 any tenant of Yours provide that 
 a the tenant of lessee contribute to the cost of 
 insure the property insure against the event 
 which cause the damage 
 b the damage do not result from a breach of the 
 term of the lease by the tenant or lessee 
 c the damage do not result from a criminal 
 fraudulent or malicious act of the tenant or lessee"
"27 Temporary Removal for Cleaning or Renovation
We will indemnify You in respect of Damage insured by this
Section while temporarily removed for cleaning renovation",27 temporari remov for clean or renov we will indemnifi you in respect of damag insur by this section while temporarili remov for clean renov,"27 Temporary Removal for Cleaning or Renovation 
 we will indemnify you in respect of Damage insure by this 
 Section while temporarily remove for clean renovation"
"29 Transfer of Interest
If at the time of Damage to a Building insured under this
Section You have entered into a contract to sell Your interest in
it but
1",29 transfer of interest if at the time of damag to a build insur under this section you have enter into a contract to sell your interest in it but 1,"29 Transfer of interest 
 if at the time of damage to a building insure under this 
 Section you have enter into a contract to sell your interest in 
 it but 
 1"
"to any other premises in England Wales Scotland
Northern Ireland the Republic of Ireland the Channel
Islands and the Isle of Man including whilst in transit by
road rail or inland waterway",to ani other premis in england wale scotland northern ireland the republ of ireland the channel island and the isl of man includ whilst in transit by road rail or inland waterway,"to any other premise in England Wales Scotland 
 Northern Ireland the Republic of Ireland the Channel 
 Islands and the Isle of Man include whilst in transit by 
 road rail or inland waterway"
"The maximum We will pay is 10 of the item Sum Insured
after the deduction of the value of any building included within
the item insured",the maximum we will pay is 10 of the item sum insur after the deduct of the valu of ani build includ within the item insur,"the maximum we will pay be 10 of the item Sum insure 
 after the deduction of the value of any building include within 
 the item insure"
"property insured elsewhere
Damage occurring elsewhere than at The Premises to
motor vehicles or motor chassis licensed for normal
road use
property removed for more than 90 consecutive days
unless We agree a longer period in writing",properti insur elsewher damag occur elsewher than at the premis to motor vehicl or motor chassi licens for normal road use properti remov for more than 90 consecut day unless we agre a longer period in write,"property insure elsewhere 
 damage occur elsewhere than at the Premises to 
 motor vehicle or motor chassis license for normal 
 road use 
 property remove for more than 90 consecutive day 
 unless we agree a long period in writing"
"We will indemnify the purchaser to the extent that this
Section insures that Building
This will not affect either Your or Our rights and liabilities
up to the date of completion of the purchase
30 Value Added Tax
The insurance by this Section extends to include Value Added
Tax paid by You including ‘selfsupply’ Value Added Tax where
appropriate which is not subsequently recoverable provided
that
1",we will indemnifi the purchas to the extent that this section insur that build this will not affect either your or our right and liabil up to the date of complet of the purchas 30 valu ad tax the insur by this section extend to includ valu ad tax paid by you includ selfsuppli valu ad tax where appropri which is not subsequ recover provid that 1,"we will indemnify the purchaser to the extent that this 
 Section insure that building 
 this will not affect either your or our right and liability 
 up to the date of completion of the purchase 
 30 value add tax 
 the insurance by this section extend to include Value add 
 tax pay by you include ' selfsupply ' value add tax where 
 appropriate which be not subsequently recoverable provide 
 that 
 1"
"a Your liability for such tax arises solely as a result of
the reinstatement or repair of the buildings following
Damage
b We have paid or have agreed to pay for such
Damage
c If any payment by Us in respect of such Damage is
less than the actual cost of reinstatement or repair
any payment under this clause resulting from that
Damage will be reduced in like proportion
Your liability for such tax does not arise from the
replacement building having greater floor area than or
being better or more extensive than the destroyed or
damaged building
where an option to reinstate on another site is
exercised Our liability under this clause will not exceed
the amount of tax that would have been payable had
the building been rebuilt on its original site
Our liability under this clause will not include amounts
payable by You as penalties or interest for nonpayment or late payment of tax",a your liabil for such tax aris sole as a result of the reinstat or repair of the build follow damag b we have paid or have agre to pay for such damag c if ani payment by us in respect of such damag is less than the actual cost of reinstat or repair ani payment under this claus result from that damag will be reduc in like proport your liabil for such tax doe not aris from the replac build have greater floor area than or be better or more extens than the destroy or damag build where an option to reinstat on anoth site is exercis our liabil under this claus will not exceed the amount of tax that would have been payabl had the build been rebuilt on it origin site our liabil under this claus will not includ amount payabl by you as penalti or interest for nonpay or late payment of tax,"a your liability for such tax arise solely as a result of 
 the reinstatement or repair of the building follow 
 damage 
 b we have pay or have agree to pay for such 
 damage 
 c if any payment by we in respect of such damage be 
 less than the actual cost of reinstatement or repair 
 any payment under this clause result from that 
 damage will be reduce in like proportion 
 your liability for such tax do not arise from the 
 replacement building have great floor area than or 
 be well or more extensive than the destroy or 
 damage building 
 where an option to reinstate on another site be 
 exercise our liability under this clause will not exceed 
 the amount of tax that would have be payable have 
 the building be rebuild on its original site 
 our liability under this clause will not include amount 
 payable by you as penalty or interest for nonpayment or late payment of tax"
"for the purposes of any Condition of Average
rebuilding costs will be exclusive of Value Added Tax
Our liability may exceed the Sum Insured where
such excess is solely in respect of Value Added Tax",for the purpos of ani condit of averag rebuild cost will be exclus of valu ad tax our liabil may exceed the sum insur where such excess is sole in respect of valu ad tax,"for the purpose of any Condition of average 
 rebuilding cost will be exclusive of Value add Tax 
 our liability may exceed the Sum Insured where 
 such excess be solely in respect of Value add tax"
"caused by the escape of water from any tank apparatus or pipe
or leakage of fuel from any fixed oil heating installation
provided such Damage is insured by this Section
We will not indemnify You in respect of costs or expenses
incurred where Damage results solely from a change in the
water table level
The maximum We will pay in respect of any one Period of
Insurance is £25000",caus by the escap of water from ani tank apparatus or pipe or leakag of fuel from ani fix oil heat instal provid such damag is insur by this section we will not indemnifi you in respect of cost or expens incur where damag result sole from a chang in the water tabl level the maximum we will pay in respect of ani one period of insur is £25000,"cause by the escape of water from any tank apparatus or pipe 
 or leakage of fuel from any fix oil heating installation 
 provided such damage be insure by this section 
 we will not indemnify you in respect of cost or expense 
 incur where damage result solely from a change in the 
 water table level 
 the maximum we will pay in respect of any one period of 
 Insurance be £ 25000"
"31 Workmen
Repairs and minor structural alterations may be carried out at
The Premises without affecting the Cover
32 SeventyTwo Hour Clause
Damage caused by storm tempest flood or escape of water
from tank apparatus or pipe under this Section occurring in any
one period of 72 seventytwo consecutive hours during any
one Period of Insurance shall constitute one loss for the
purposes of the Policy
You shall select the time from which any such period shall
commence but no two such selected periods shall overlap
The Excess shall apply separately to each selected period",31 workmen repair and minor structur alter may be carri out at the premis without affect the cover 32 seventytwo hour claus damag caus by storm tempest flood or escap of water from tank apparatus or pipe under this section occur in ani one period of 72 seventytwo consecut hour dure ani one period of insur shall constitut one loss for the purpos of the polici you shall select the time from which ani such period shall commenc but no two such select period shall overlap the excess shall appli separ to each select period,"31 workman 
 Repairs and minor structural alteration may be carry out at 
 the Premises without affect the Cover 
 32 SeventyTwo Hour Clause 
 damage cause by storm tempest flood or escape of water 
 from tank apparatus or pipe under this section occur in any 
 one period of 72 seventytwo consecutive hour during any 
 one Period of Insurance shall constitute one loss for the 
 purpose of the policy 
 you shall select the time from which any such period shall 
 commence but no two such select period shall overlap 
 the Excess shall apply separately to each select period"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"ADDITIONAL CONTINGENCY
The following Additional Contingency applies to the Property
Damage Section only if stated in the schedule",addit conting the follow addit conting appli to the properti damag section onli if state in the schedul,"additional CONTINGENCY 
 the follow Additional Contingency apply to the property 
 Damage Section only if state in the schedule"
"If You fail to notify Us of the Declared Value at the
start of any Period of Insurance We will use the last
Declared Value notified to Us for the following Period
of Insurance",if you fail to notifi us of the declar valu at the start of ani period of insur we will use the last declar valu notifi to us for the follow period of insur,"if you fail to notify we of the Declared Value at the 
 start of any Period of Insurance we will use the last 
 Declared value notify to we for the follow Period 
 of insurance"
"1 Subsidence
We will indemnify You in respect of Damage at The Premises
caused by Subsidence or ground heave of the site of the
Property Insured or landslip
We will only indemnify You in respect of Damage to
1
2",1 subsid we will indemnifi you in respect of damag at the premis caus by subsid or ground heav of the site of the properti insur or landslip we will onli indemnifi you in respect of damag to 1 2,"1 subsidence 
 we will indemnify you in respect of damage at the Premises 
 cause by Subsidence or ground heave of the site of the 
 Property insure or landslip 
 we will only indemnify you in respect of damage to 
 1 
 2"
"forecourts car parks driveways footpaths swimming
pools terraces or patios
walls gates hedges or fences",forecourt car park driveway footpath swim pool terrac or patio wall gate hedg or fenc,"forecourt car park driveway footpath swim 
 pool terrace or patio 
 wall gate hedge or fence"
"if at the time of the Damage the Declared Value is
less than the cost of reinstatement of the Property
Insured arrived at in accordance with paragraph 1 of
this clause at the start of the Period of Insurance Our
liability for any Damage will be limited to that proportion
which the Declared Value bears to the cost of
reinstatement of the Property Insured arrived at in
accordance with paragraph 1 of this clause",if at the time of the damag the declar valu is less than the cost of reinstat of the properti insur arriv at in accord with paragraph 1 of this claus at the start of the period of insur our liabil for ani damag will be limit to that proport which the declar valu bear to the cost of reinstat of the properti insur arriv at in accord with paragraph 1 of this claus,"if at the time of the Damage the Declared Value be 
 less than the cost of reinstatement of the property 
 Insured arrive at in accordance with paragraph 1 of 
 this clause at the start of the Period of Insurance our 
 liability for any damage will be limit to that proportion 
 which the Declared value bear to the cost of 
 reinstatement of the Property Insured arrive at in 
 accordance with paragraph 1 of this clause"
"We will not pay under this clause
a until You have incurred the cost of replacing or
repairing the property
b if You or someone acting on your behalf have
insured the property under another Policy which
does not have the same basis of reinstatement
c if You do not comply with any of the provisions of
this clause",we will not pay under this claus a until you have incur the cost of replac or repair the properti b if you or someon act on your behalf have insur the properti under anoth polici which doe not have the same basi of reinstat c if you do not compli with ani of the provis of this claus,"we will not pay under this clause 
 a until you have incur the cost of replace or 
 repair the property 
 b if you or someone act on your behalf have 
 insure the property under another policy which 
 do not have the same basis of reinstatement 
 c if you do not comply with any of the provision of 
 this clause"
"if
a such property is specifically insured by this Section
and
b if Damage also occurs to the building to which such
property applies and that building is insured by this
Section
We will not indemnify You in respect of
1",if a such properti is specif insur by this section and b if damag also occur to the build to which such properti appli and that build is insur by this section we will not indemnifi you in respect of 1,"if 
 a such property be specifically insure by this section 
 and 
 b if Damage also occur to the building to which such 
 property applie and that building be insure by this 
 section 
 we will not indemnify you in respect of 
 1"
"Damage caused by
a collapse cracking shrinking or settlement of any
building
b coastal or river erosion
c defective design or inadequate construction of
foundations
d demolition structural alteration or repair
e settlement or movement of made up ground",damag caus by a collaps crack shrink or settlement of ani build b coastal or river eros c defect design or inadequ construct of foundat d demolit structur alter or repair e settlement or movement of made up ground,"damage cause by 
 a collapse crack shrinking or settlement of any 
 building 
 b coastal or river erosion 
 c defective design or inadequate construction of 
 foundation 
 d demolition structural alteration or repair 
 e settlement or movement of make up ground"
"Damage as a result of movement of solid floor slabs
However We will indemnify You if there is Damage to
the foundations beneath the exterior walls of The
Premises at the same time",damag as a result of movement of solid floor slab howev we will indemnifi you if there is damag to the foundat beneath the exterior wall of the premis at the same time,"damage as a result of movement of solid floor slab 
 however we will indemnify you if there be damage to 
 the foundation beneath the exterior wall of the 
 Premises at the same time"
"The maximum We will pay in respect of each separate
location subject to this clause is as stated in The
Schedule",the maximum we will pay in respect of each separ locat subject to this claus is as state in the schedul,"the maximum we will pay in respect of each separate 
 location subject to this clause be as state in the 
 schedule"
"ADDITIONAL CLAUSE
The following Additional Clause applies to the Property Damage
Section only if stated in The Schedule
1 Day One Non Adjustable
1 For each item of Property Insured to which this clause
applies as stated in The schedule the first and annual
premiums are based upon the Declared Value as stated
in The schedule
Declared Value shall mean
Your assessment of the cost of reinstatement of the
Property Insured arrived at in accordance with
paragraph 1 of clause 3 the Basis of SettlementReinstatement at the level of costs applying at the start
of the Period of Insurance ignoring inflationary factors
which may operate subsequently together with an
allowance for
a the additional cost of reinstatement to comply with
i European Union Legislation
ii Act of Parliament
iii ByeLaws of any public authority
b professional fees
c debris removal costs
The Declared Value incorporated in each item is stated in
The schedule",addit claus the follow addit claus appli to the properti damag section onli if state in the schedul 1 day one non adjust 1 for each item of properti insur to which this claus appli as state in the schedul the first and annual premium are base upon the declar valu as state in the schedul declar valu shall mean your assess of the cost of reinstat of the properti insur arriv at in accord with paragraph 1 of claus 3 the basi of settlementreinstat at the level of cost appli at the start of the period of insur ignor inflationari factor which may oper subsequ togeth with an allow for a the addit cost of reinstat to compli with i european union legisl ii act of parliament iii byelaw of ani public author b profession fee c debri remov cost the declar valu incorpor in each item is state in the schedul,"additional clause 
 the follow Additional Clause apply to the Property Damage 
 Section only if state in the Schedule 
 1 Day one Non Adjustable 
 1 for each item of Property insure to which this clause 
 applie as state in the schedule the first and annual 
 premium be base upon the Declared Value as state 
 in the schedule 
 declare value shall mean 
 your assessment of the cost of reinstatement of the 
 Property Insured arrive at in accordance with 
 paragraph 1 of clause 3 the Basis of SettlementReinstatement at the level of cost apply at the start 
 of the Period of Insurance ignore inflationary factor 
 which may operate subsequently together with an 
 allowance for 
 a the additional cost of reinstatement to comply with 
 i European Union Legislation 
 ii Act of Parliament 
 iii ByeLaws of any public authority 
 b professional fee 
 c debris removal cost 
 the Declared value incorporate in each item be state in 
 the schedule"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"DEFINITIONS
also refer to the Policy Definitions at the front of this Policy
Wording
The following definitions apply to this Section and shall keep the
same meaning wherever they appear in the Section unless an
alternate definition is stated to apply
Annual Gross Rentals
Gross Rentals during the 12 months immediately before the
date of the Damage
Book Debts
The total last recorded by You under the provisions of
Condition Precedent 2 Debit Recording adjusted for
1 bad debts
2 amounts debited or invoiced but not debited and
credited including credit notes and cash not passed
through the books at the time of the Damage to
Customers Accounts in the period between the date
to which the last statement relates and the date of the
Damage and
3 any abnormal condition of trade which had or could
have had a material effect on The Business
The figures adjusted will represent as near as possible the
figures which would have been obtained at the date of the
Damage had the Damage not occurred
Customer Accounts
Your accounts for all customers who trade with You on a credit
hire purchase basis
Damage
Accidental loss or destruction of or damage
Defined Contingency
Fire
Lightning
Explosion",definit also refer to the polici definit at the front of this polici word the follow definit appli to this section and shall keep the same mean wherev they appear in the section unless an altern definit is state to appli annual gross rental gross rental dure the 12 month immedi befor the date of the damag book debt the total last record by you under the provis of condit preced 2 debit record adjust for 1 bad debt 2 amount debit or invoic but not debit and credit includ credit note and cash not pass through the book at the time of the damag to custom account in the period between the date to which the last statement relat and the date of the damag and 3 ani abnorm condit of trade which had or could have had a materi effect on the busi the figur adjust will repres as near as possibl the figur which would have been obtain at the date of the damag had the damag not occur custom account your account for all custom who trade with you on a credit hire purchas basi damag accident loss or destruct of or damag defin conting fire lightn explos,"definition 
 also refer to the Policy definition at the front of this policy 
 wording 
 the follow definition apply to this section and shall keep the 
 same meaning wherever they appear in the Section unless an 
 alternate definition be state to apply 
 Annual Gross Rentals 
 Gross Rentals during the 12 month immediately before the 
 date of the Damage 
 Book Debts 
 the total last record by you under the provision of 
 Condition Precedent 2 Debit Recording adjust for 
 1 bad debt 
 2 amount debit or invoice but not debit and 
 credit include credit note and cash not pass 
 through the book at the time of the damage to 
 Customers Accounts in the period between the date 
 to which the last statement relate and the date of the 
 Damage and 
 3 any abnormal condition of trade which have or could 
 have have a material effect on the business 
 the figure adjust will represent as near as possible the 
 figure which would have be obtain at the date of the 
 Damage have the damage not occur 
 Customer account 
 your account for all customer who trade with you on a credit 
 hire purchase basis 
 damage 
 accidental loss or destruction of or damage 
 define Contingency 
 Fire 
 Lightning 
 explosion"
"Gross Rentals
Money paid or payable to You by tenants for rental of The
Premises and for the services provided in connection with
The Business at The Premises
Indemnity Period
The period during which The Business results are affected due
to the Damage beginning with the date of the Damage and
ending not later than the Maximum Indemnity Period
Maximum Indemnity Period
The number of months stated in The Schedule unless
amended in any Additional Contingency
Notifiable Disease
The occurrence of any of the following diseases sustained by
any person
Diseases notifiable under the Public Health Control of Disease
Act 1984 or the Public Health Infectious Diseases Regulations
1988 namely
Acute encephalitis Acute poliomyelitis Anthrax Cholera
Diphtheria Dysentery Food poisoning Leprosy Leptospirosis
Malaria Measles Meningitis Meningococcal septicaemia without
meningitis Mumps Opthalmia neonatorum Paratyphoid fever
Plague Rabies Relapsing fever Rubella Scarlet fever
Smallpox Tetanus Tuberculosis Typhoid fever Typhus fever
Viral haemorrhagic fever Viral hepatitis Hepatitis A Hepatitis B
Hepatitis C Whooping cough and Yellow fever
Standard Gross Rentals
Gross Rentals during that period in the 12 months immediately
before the date of the Damage which corresponds with the
Indemnity Period
Annual Gross Rentals and Standard Gross Rentals may be
adjusted to reflect any trends or circumstances which
i
ii",gross rental money paid or payabl to you by tenant for rental of the premis and for the servic provid in connect with the busi at the premis indemn period the period dure which the busi result are affect due to the damag begin with the date of the damag and end not later than the maximum indemn period maximum indemn period the number of month state in the schedul unless amend in ani addit conting notifi diseas the occurr of ani of the follow diseas sustain by ani person diseas notifi under the public health control of diseas act 1984 or the public health infecti diseas regul 1988 name acut enceph acut poliomyel anthrax cholera diphtheria dysenteri food poison leprosi leptospirosi malaria measl mening meningococc septicaemia without mening mump opthalmia neonatorum paratyphoid fever plagu rabi relaps fever rubella scarlet fever smallpox tetanus tuberculosi typhoid fever typhus fever viral haemorrhag fever viral hepat hepat a hepat b hepat c whoop cough and yellow fever standard gross rental gross rental dure that period in the 12 month immedi befor the date of the damag which correspond with the indemn period annual gross rental and standard gross rental may be adjust to reflect ani trend or circumst which i ii,"Gross Rentals 
 money pay or payable to you by tenant for rental of the 
 Premises and for the service provide in connection with 
 the business at the Premises 
 Indemnity Period 
 the period during which the business result be affect due 
 to the damage begin with the date of the Damage and 
 end not later than the Maximum Indemnity Period 
 Maximum Indemnity Period 
 the number of month state in the Schedule unless 
 amend in any Additional Contingency 
 Notifiable Disease 
 the occurrence of any of the follow disease sustain by 
 any person 
 disease notifiable under the Public Health Control of Disease 
 Act 1984 or the Public Health Infectious Diseases Regulations 
 1988 namely 
 Acute encephalitis Acute poliomyelitis Anthrax Cholera 
 Diphtheria Dysentery Food poisoning Leprosy Leptospirosis 
 Malaria Measles Meningitis Meningococcal septicaemia without 
 meningitis Mumps Opthalmia neonatorum Paratyphoid fever 
 Plague Rabies Relapsing fever Rubella Scarlet fever 
 Smallpox Tetanus Tuberculosis Typhoid fever Typhus fever 
 viral haemorrhagic fever viral hepatitis Hepatitis A Hepatitis B 
 Hepatitis c Whooping cough and Yellow fever 
 Standard Gross Rentals 
 Gross Rentals during that period in the 12 month immediately 
 before the date of the damage which correspond with the 
 Indemnity Period 
 Annual Gross Rentals and Standard Gross Rentals may be 
 adjust to reflect any trend or circumstance which 
 I 
 ii"
"affect The Business before or after the Damage
would have affected The Business had the Damage
not occurred",affect the busi befor or after the damag would have affect the busi had the damag not occur,"affect the Business before or after the damage 
 would have affect the Business have the damage 
 not occur"
"The adjusted figures will represent as near as possible the
results which would have been achieved during the same
period had the Damage not occurred",the adjust figur will repres as near as possibl the result which would have been achiev dure the same period had the damag not occur,"the adjusted figure will represent as near as possible the 
 result which would have be achieve during the same 
 period have the damage not occur"
"Aircraft and other aerial devices dropped from them
Riot civil commotion strikers locked out workers or persons
taking part in labour disturbances
Malicious persons other than thieves
Earthquake",aircraft and other aerial devic drop from them riot civil commot striker lock out worker or person take part in labour disturb malici person other than thiev earthquak,"aircraft and other aerial device drop from they 
 Riot civil commotion striker lock out worker or person 
 take part in labour disturbance 
 malicious person other than thief 
 earthquake"
"IMPORTANT NOTE
All terms in this Section exclude Value Added Tax to the extent
that You are accountable to the tax authorities for Value Added
Tax",import note all term in this section exclud valu ad tax to the extent that you are account to the tax author for valu ad tax,"important NOTE 
 all term in this section exclude value add Tax to the extent 
 that you be accountable to the tax authority for Value add 
 tax"
"Storm or flood
Escape of water from any tank apparatus or pipe
Falling trees
Impact
Escape of fuel from any fixed oil heating installation
Theft or attempted theft",storm or flood escap of water from ani tank apparatus or pipe fall tree impact escap of fuel from ani fix oil heat instal theft or attempt theft,"storm or flood 
 escape of water from any tank apparatus or pipe 
 fall tree 
 impact 
 escape of fuel from any fix oil heating installation 
 Theft or attempt theft"
"Pen Underwriting Limited is authorised and regulated by the Financial Conduct Authority FCA number 314493 Registered Office The Walbrook Building 25 Walbrook London EC4N 8AW Registered in England and
Wales Company Number 5172311 httpwwwpenunderwritingcouk You can check this on the Financial Services Register by visiting the FCAs website wwwfcaorguk or by contacting the FCA on 0800 1116768",pen underwrit limit is authoris and regul by the financi conduct author fca number 314493 regist offic the walbrook build 25 walbrook london ec4n 8aw regist in england and wale compani number 5172311 httpwwwpenunderwritingcouk you can check this on the financi servic regist by visit the fcas websit wwwfcaorguk or by contact the fca on 0800 1116768,"Pen Underwriting Limited be authorise and regulate by the Financial Conduct Authority FCA number 314493 Registered Office the Walbrook Building 25 Walbrook London EC4N 8aw Registered in England and 
 Wales Company Number 5172311 httpwwwpenunderwritingcouk you can check this on the Financial Services Register by visit the fca website wwwfcaorguk or by contact the FCA on 0800 1116768"
"COVER
We will indemnify You in respect of any interruption or
interference with The Business resulting from Damage
occurring during the Period of Insurance at The Premises
not excluded by the terms of the Property Damage Section
of this Policy",cover we will indemnifi you in respect of ani interrupt or interfer with the busi result from damag occur dure the period of insur at the premis not exclud by the term of the properti damag section of this polici,"COVER 
 we will indemnify you in respect of any interruption or 
 interference with the Business result from damage 
 occur during the Period of Insurance at the Premises 
 not exclude by the term of the Property Damage Section 
 of this policy"
"We will pay Your professional accountants charges for
i producing information We require for investigating any
claim
and
ii confirming the information in accordance with your
business books",we will pay your profession account charg for i produc inform we requir for investig ani claim and ii confirm the inform in accord with your busi book,"we will pay your professional accountant charge for 
 I produce information we require for investigate any 
 claim 
 and 
 ii confirm the information in accordance with your 
 business book"
"We will pay
1 loss in Gross Rentals
the amount by which due to the Damage the Standard
Gross Rentals exceed the Gross Rentals during the
Indemnity Period less any savings during the Indemnity
Period in business charges or expenses payable out of
Gross rentals which reduce or cease due to the Damage
2 increase in cost of working
any additional expense You necessarily and reasonably incur
solely to prevent or limit a reduction in Gross Rentals during
the Indemnity Period which but for such additional expense
would have taken place due to the Damage We will not pay
more than the reduction avoided by the expenditure",we will pay 1 loss in gross rental the amount by which due to the damag the standard gross rental exceed the gross rental dure the indemn period less ani save dure the indemn period in busi charg or expens payabl out of gross rental which reduc or ceas due to the damag 2 increas in cost of work ani addit expens you necessarili and reason incur sole to prevent or limit a reduct in gross rental dure the indemn period which but for such addit expens would have taken place due to the damag we will not pay more than the reduct avoid by the expenditur,"we will pay 
 1 loss in Gross Rentals 
 the amount by which due to the Damage the Standard 
 Gross Rentals exceed the Gross Rentals during the 
 Indemnity Period less any saving during the Indemnity 
 Period in business charge or expense payable out of 
 Gross rental which reduce or cease due to the damage 
 2 increase in cost of work 
 any additional expense you necessarily and reasonably incur 
 solely to prevent or limit a reduction in Gross Rentals during 
 the Indemnity Period which but for such additional expense 
 would have take place due to the damage we will not pay 
 more than the reduction avoid by the expenditure"
"The maximum We will pay for any claim including professional
accountants fees is the limit stated in The Schedule",the maximum we will pay for ani claim includ profession account fee is the limit state in the schedul,"the maximum we will pay for any claim include professional 
 accountant fee be the limit state in the schedule"
"We will not indemnify You in respect of
1 loss due to records being mislaid or misfiled
2 loss arising from deliberate falsification of records
3 failure to collect debts which have been traced and
established",we will not indemnifi you in respect of 1 loss due to record be mislaid or misfil 2 loss aris from deliber falsif of record 3 failur to collect debt which have been trace and establish,"we will not indemnify you in respect of 
 1 loss due to record be mislay or misfile 
 2 loss arise from deliberate falsification of record 
 3 failure to collect debt which have be trace and 
 establish"
