paragraph,stemmed,tokenized
"Additional factors when settling
Buildings claims
When We Reinstate or Replace Property
We may at Our own option reinstate or replace any Property destroyed
or damaged without being bound to reinstate exactly or completely but
only as circumstances permit and in reasonably sufficient manner
Rebuilding on Another Site
The Buildings may be wholly or partially rebuilt on another site and in
any manner suitable to Your requirements provided that it does not
increase Our liability
Partial Damage
Where Damage occurs to only part of the Property Our liability shall
not exceed the amount which We would have been liable to pay had
the Property been wholly destroyed
Obsolete Building Materials",addit factor when settl build claim when we reinstat or replac properti we may at our own option reinstat or replac ani properti destroy or damag without be bound to reinstat exact or complet but onli as circumst permit and in reason suffici manner rebuild on anoth site the build may be wholli or partial rebuilt on anoth site and in ani manner suitabl to your requir provid that it doe not increas our liabil partial damag where damag occur to onli part of the properti our liabil shall not exceed the amount which we would have been liabl to pay had the properti been wholli destroy obsolet build materi,"additional factor when settle 
 Buildings claim 
 when we reinstate or replace property 
 we may at our own option reinstate or replace any property destroy 
 or damage without be bind to reinstate exactly or completely but 
 only as circumstance permit and in reasonably sufficient manner 
 rebuilding on another Site 
 the Buildings may be wholly or partially rebuild on another site and in 
 any manner suitable to your requirement provide that it do not 
 increase our liability 
 partial damage 
 where damage occur to only part of the Property our liability shall 
 not exceed the amount which we would have be liable to pay have 
 the property be wholly destroy 
 Obsolete Building Materials"
"Our liability in respect of the cost of complying with such regulations
relating to undamaged portions of the Buildings other than the
foundations is limited to 15 of the amount We would have been liable
to pay to reinstate the Buildings had they been wholly destroyed",our liabil in respect of the cost of compli with such regul relat to undamag portion of the build other than the foundat is limit to 15 of the amount we would have been liabl to pay to reinstat the build had they been wholli destroy,"our liability in respect of the cost of comply with such regulation 
 relate to undamaged portion of the Buildings other than the 
 foundation be limit to 15 of the amount we would have be liable 
 to pay to reinstate the Buildings have they be wholly destroy"
"If the Buildings or damaged parts cannot be restored to their original
form We will rebuild or restore them with materials of a similar quality
In this instance the Buildings will not be regarded as being in better
condition than new provided that Our liability for any additional costs
does not exceed 5 of the Declared Value for that item",if the build or damag part cannot be restor to their origin form we will rebuild or restor them with materi of a similar qualiti in this instanc the build will not be regard as be in better condit than new provid that our liabil for ani addit cost doe not exceed 5 of the declar valu for that item,"if the Buildings or damage part can not be restore to their original 
 form we will rebuild or restore they with material of a similar quality 
 in this instance the building will not be regard as be in well 
 condition than new provide that our liability for any additional cost 
 do not exceed 5 of the Declared Value for that item"
"If at the time of the Damage any Buildings are awaiting demolition Our
liability is limited to the additional cost of removing debris as detailed in
Cost C above which is incurred by You solely as a result of such Damage",if at the time of the damag ani build are await demolit our liabil is limit to the addit cost of remov debri as detail in cost c abov which is incur by you sole as a result of such damag,"if at the time of the Damage any Buildings be await demolition our 
 liability be limit to the additional cost of remove debris as detailed in 
 cost c above which be incur by you solely as a result of such damage"
"1	removing debris dismantling demolishing shoring up and propping
portions of the Property
2	clearing cleaning or repairing Services as a result of Damage which
is covered by this Insurance
excluding costs incurred
A in removing debris from outside the site of the Buildings other
than from the surface area immediately adjacent to the perimeter
of the Buildings
B",1 remov debri dismantl demolish shore up and prop portion of the properti 2 clear clean or repair servic as a result of damag which is cover by this insur exclud cost incur a in remov debri from outsid the site of the build other than from the surfac area immedi adjac to the perimet of the build b,"1 	 remove debris dismantle demolish shore up and prop 
 portion of the property 
 2 	 clearing cleaning or repair Services as a result of damage which 
 be cover by this insurance 
 exclude cost incur 
 a in remove debris from outside the site of the Buildings other 
 than from the surface area immediately adjacent to the perimeter 
 of the building 
 b"
"Buildings Awaiting Refurbishment Redevelopment or
Renovation
If at the time of the Damage any Buildings are awaiting refurbishment
redevelopment or renovation We will not pay for any costs which
would have been incurred by You in the absence of such Damage
Removal of Debris – Residents’ Contents
In respect of Damage to Residential Properties Cost C above
is extended subject to exclusions A B and C to include the
irrecoverable costs and expenses necessarily incurred by You with Our
consent in removing from the Buildings the debris of contents not
being Your Property which suffer Damage We will not pay more than
£10000 for such costs in respect of any one Premises",build await refurbish redevelop or renov if at the time of the damag ani build are await refurbish redevelop or renov we will not pay for ani cost which would have been incur by you in the absenc of such damag remov of debri – resid content in respect of damag to residenti properti cost c abov is extend subject to exclus a b and c to includ the irrecover cost and expens necessarili incur by you with our consent in remov from the build the debri of content not be your properti which suffer damag we will not pay more than £10000 for such cost in respect of ani one premis,"building await Refurbishment Redevelopment or 
 renovation 
 if at the time of the Damage any Buildings be await refurbishment 
 redevelopment or renovation we will not pay for any cost which 
 would have be incur by you in the absence of such damage 
 Removal of Debris – Residents ’ content 
 in respect of damage to Residential Properties Cost c above 
 be extend subject to exclusion a b and C to include the 
 irrecoverable cost and expense necessarily incur by you with our 
 consent in remove from the building the debris of content not 
 be your property which suffer Damage we will not pay more than 
 £ 10000 for such cost in respect of any one premise"
"Further Investigation Costs
If Your Buildings have suffered Damage and in the opinion of a
competent construction professional there is a reasonable possibility of
other Damage to parts of the same Buildings which is not immediately
apparent We will pay the costs incurred by You with Our prior consent
in establishing whether further Damage has occurred We will also pay
the costs incurred by You in establishing whether other Buildings owned
by You in the vicinity have suffered Damage in the same incident
Alternative Basis of Settlement
Our liability shall be limited to the Alternative Basis of Settlement
1",further investig cost if your build have suffer damag and in the opinion of a compet construct profession there is a reason possibl of other damag to part of the same build which is not immedi appar we will pay the cost incur by you with our prior consent in establish whether further damag has occur we will also pay the cost incur by you in establish whether other build own by you in the vicin have suffer damag in the same incid altern basi of settlement our liabil shall be limit to the altern basi of settlement 1,"Further Investigation cost 
 if your building have suffer Damage and in the opinion of a 
 competent construction professional there be a reasonable possibility of 
 other damage to part of the same building which be not immediately 
 apparent we will pay the cost incur by you with our prior consent 
 in establish whether further damage have occur we will also pay 
 the cost incur by you in establish whether other building own 
 by you in the vicinity have suffer Damage in the same incident 
 Alternative Basis of Settlement 
 our liability shall be limit to the Alternative Basis of Settlement 
 1"
"if at the time of its Damage the Property is covered by any other
insurance effected by You or on Your behalf and such other
insurance is not on the identical basis of reinstatement defined in
Cost A above",if at the time of it damag the properti is cover by ani other insur effect by you or on your behalf and such other insur is not on the ident basi of reinstat defin in cost a abov,"if at the time of its Damage the property be cover by any other 
 insurance effect by you or on your behalf and such other 
 insurance be not on the identical basis of reinstatement define in 
 Cost a above"
"Where the Alternative Basis of Settlement applies We will pay the
reduction in market value of the Buildings immediately following the
Damage solely as a result of the Damage but not exceeding the amount
which would have been payable had the Buildings been rebuilt or repaired
Your sum insured  the penalty for underinsurance
If at the time of the Damage the Declared Value applying to the relevant
Buildings item is less than 85 of the Insurable Amount see below You
will be responsible for the difference and You will bear a proportionate
share of the loss
Insurable Amount is the total of the above Costs A B C and D in
reinstating the Buildings to a condition substantially the same as when
new at the level of costs applying at the commencement of the Period
of Insurance
However if the loss is settled under the Alternative Basis of Settlement
the Declared Value of the relevant item shall be 115 of the base
value shown and the Insurable Amount shall be the total of the value at
the time of the Damage of the Property insured by the item and the
additional Costs B C and D above
Value Added Tax
We will pay the Value Added Tax payable by You which You are not
subsequently able to recover provided that
1",where the altern basi of settlement appli we will pay the reduct in market valu of the build immedi follow the damag sole as a result of the damag but not exceed the amount which would have been payabl had the build been rebuilt or repair your sum insur the penalti for underinsur if at the time of the damag the declar valu appli to the relev build item is less than 85 of the insur amount see below you will be respons for the differ and you will bear a proportion share of the loss insur amount is the total of the abov cost a b c and d in reinstat the build to a condit substanti the same as when new at the level of cost appli at the commenc of the period of insur howev if the loss is settl under the altern basi of settlement the declar valu of the relev item shall be 115 of the base valu shown and the insur amount shall be the total of the valu at the time of the damag of the properti insur by the item and the addit cost b c and d abov valu ad tax we will pay the valu ad tax payabl by you which you are not subsequ abl to recov provid that 1,"where the Alternative Basis of Settlement apply we will pay the 
 reduction in market value of the Buildings immediately follow the 
 Damage solely as a result of the damage but not exceed the amount 
 which would have be payable have the Buildings be rebuild or repair 
 your sum insure   the penalty for underinsurance 
 if at the time of the Damage the Declared Value apply to the relevant 
 building item be less than 85 of the Insurable Amount see below you 
 will be responsible for the difference and you will bear a proportionate 
 share of the loss 
 Insurable Amount be the total of the above Costs A B c and d in 
 reinstate the building to a condition substantially the same as when 
 new at the level of cost apply at the commencement of the Period 
 of insurance 
 however if the loss be settle under the Alternative Basis of Settlement 
 the Declared Value of the relevant item shall be 115 of the base 
 value show and the Insurable Amount shall be the total of the value at 
 the time of the damage of the property insure by the item and the 
 additional Costs B C and d above 
 value add tax 
 we will pay the value add tax payable by you which you be not 
 subsequently able to recover provide that 
 1"
"A	Your liability for such tax arises solely from the rebuilding or
restoration of the Buildings following Damage
B	We have paid or agreed to pay for such Damage
C	if the payment We make in respect of the rebuilding or
restoration is less than the actual cost of rebuilding or
restoration We will only pay the same proportion of the Value
Added Tax applicable",a your liabil for such tax aris sole from the rebuild or restor of the build follow damag b we have paid or agre to pay for such damag c if the payment we make in respect of the rebuild or restor is less than the actual cost of rebuild or restor we will onli pay the same proport of the valu ad tax applic,"a 	 your liability for such tax arise solely from the rebuilding or 
 restoration of the Buildings follow Damage 
 B 	 we have pay or agree to pay for such damage 
 c 	 if the payment we make in respect of the rebuilding or 
 restoration be less than the actual cost of rebuild or 
 restoration we will only pay the same proportion of the value 
 add tax applicable"
"2	Your liability for such tax does not arise from the replacement
Buildings having a greater floor area than or being in a better
condition or more extensive than the damaged Buildings
3	if the Buildings are rebuilt on another site following Damage We
will not pay more Value Added Tax than We would have done had
the rebuilding been completed at the original site
4	We will not pay any amounts in relation to penalties imposed upon
You for late or nonpayment of Value Added Tax",2 your liabil for such tax doe not aris from the replac build have a greater floor area than or be in a better condit or more extens than the damag build 3 if the build are rebuilt on anoth site follow damag we will not pay more valu ad tax than we would have done had the rebuild been complet at the origin site 4 we will not pay ani amount in relat to penalti impos upon you for late or nonpay of valu ad tax,"2 	 your liability for such tax do not arise from the replacement 
 building have a great floor area than or be in a well 
 condition or more extensive than the damage building 
 3 	 if the building be rebuild on another site follow Damage We 
 will not pay more value add tax than we would have do have 
 the rebuilding be complete at the original site 
 4 	 we will not pay any amount in relation to penalty impose upon 
 you for late or nonpayment of Value add tax"
"How We settle claims for Damage
to Landlord’s Contents
If any of the Property insured under Landlord’s Contents suffers
Damage by any Event covered under this Insurance We will pay You
the amount of loss or at Our option repair or replace such Property
provided that Our liability in any one Period of Insurance shall not
exceed in respect of each item on Landlord’s Contents the sum insured
shown in the Schedule or any other stated Limit of Liability
As long as Damage is covered under this Insurance
Where the Damage can be economically repaired We will either arrange
or authorise repair and We will pay the cost of repair Otherwise We will
replace the item with a new one of similar quality through Our preferred
suppliers or if a replacement is not available We will pay the replacement
cost of a new item of similar quality
If We agree at Your request not to repair or replace an item We will
make a cash or voucher payment equal to the cost We would have paid
for replacement or repair through Our preferred suppliers",how we settl claim for damag to landlord content if ani of the properti insur under landlord content suffer damag by ani event cover under this insur we will pay you the amount of loss or at our option repair or replac such properti provid that our liabil in ani one period of insur shall not exceed in respect of each item on landlord content the sum insur shown in the schedul or ani other state limit of liabil as long as damag is cover under this insur where the damag can be econom repair we will either arrang or authoris repair and we will pay the cost of repair otherwis we will replac the item with a new one of similar qualiti through our prefer supplier or if a replac is not avail we will pay the replac cost of a new item of similar qualiti if we agre at your request not to repair or replac an item we will make a cash or voucher payment equal to the cost we would have paid for replac or repair through our prefer supplier,"how we settle claim for damage 
 to Landlord ’s content 
 if any of the property insure under Landlord ’s content suffer 
 damage by any event cover under this insurance we will pay you 
 the amount of loss or at our option repair or replace such property 
 provide that our liability in any one Period of Insurance shall not 
 exceed in respect of each item on Landlord ’s content the sum insure 
 show in the Schedule or any other state Limit of Liability 
 as long as damage be cover under this insurance 
 where the damage can be economically repair we will either arrange 
 or authorise repair and we will pay the cost of repair otherwise we will 
 replace the item with a new one of similar quality through our prefer 
 supplier or if a replacement be not available we will pay the replacement 
 cost of a new item of similar quality 
 if we agree at your request not to repair or replace an item we will 
 make a cash or voucher payment equal to the cost we would have pay 
 for replacement or repair through our preferred supplier"
"Additional factors when settling
Landlord’s Contents claims
Undamaged items or parts of items
When the Damage relates to a specific part of an item or to a
clearly defined area We will not pay the cost of replacing or changing
undamaged items or parts of items which belong to a set or suite or
which have a common design or use such as suites of furniture and
carpets which are only damaged in one area
Loss of Value
We will not pay for any loss of value to any item that We have repaired
or replaced
Television Audio and Video Equipment
The most We will pay for any one claim in respect of television audio
and video equipment is £1000
Your sum insured  the penalty for underinsurance
If at the time of the Damage the sum insured applying to the relevant
Landlord’s Contents item is less than the cost of replacing the contents
as new We will where appropriate take off an amount for wear and
tear from the cost of the new item unless the item can be economically
repaired when only the cost of the repair will be paid",addit factor when settl landlord content claim undamag item or part of item when the damag relat to a specif part of an item or to a clear defin area we will not pay the cost of replac or chang undamag item or part of item which belong to a set or suit or which have a common design or use such as suit of furnitur and carpet which are onli damag in one area loss of valu we will not pay for ani loss of valu to ani item that we have repair or replac televis audio and video equip the most we will pay for ani one claim in respect of televis audio and video equip is £1000 your sum insur the penalti for underinsur if at the time of the damag the sum insur appli to the relev landlord content item is less than the cost of replac the content as new we will where appropri take off an amount for wear and tear from the cost of the new item unless the item can be econom repair when onli the cost of the repair will be paid,"additional factor when settle 
 Landlord ’s content claim 
 undamaged item or part of item 
 when the damage relate to a specific part of an item or to a 
 clearly define area we will not pay the cost of replace or change 
 undamaged item or part of item which belong to a set or suite or 
 which have a common design or use such as suite of furniture and 
 carpet which be only damage in one area 
 Loss of Value 
 we will not pay for any loss of value to any item that we have repair 
 or replace 
 Television Audio and Video Equipment 
 the most we will pay for any one claim in respect of television audio 
 and video equipment be £ 1000 
 your sum insure   the penalty for underinsurance 
 if at the time of the damage the sum insure apply to the relevant 
 Landlord ’s content item be less than the cost of replace the content 
 as new we will where appropriate take off an amount for wear and 
 tear from the cost of the new item unless the item can be economically 
 repair when only the cost of the repair will be pay"
"Additional Expenditure being
A the additional costs incurred that are necessary to reduce the
Loss of Rent or Loss of Interest under 1 or 2 above during the
Indemnity Period but not exceeding",addit expenditur be a the addit cost incur that are necessari to reduc the loss of rent or loss of interest under 1 or 2 abov dure the indemn period but not exceed,"additional Expenditure be 
 A the additional cost incur that be necessary to reduce the 
 Loss of Rent or Loss of Interest under 1 or 2 above during the 
 Indemnity Period but not exceed"
"If Rent is noted as operative in the Schedule We will pay You the
following amounts in respect of Buildings which have suffered Damage
1",if rent is note as oper in the schedul we will pay you the follow amount in respect of build which have suffer damag 1,"if Rent be note as operative in the Schedule we will pay you the 
 follow amount in respect of building which have suffer Damage 
 1"
"3	the additional costs incurred that are necessary to reduce the Loss
of Rent during the Indemnity Period but not exceeding
A the amount of reduction avoided plus
B",3 the addit cost incur that are necessari to reduc the loss of rent dure the indemn period but not exceed a the amount of reduct avoid plus b,"3 	 the additional cost incur that be necessary to reduce the Loss 
 of Rent during the Indemnity Period but not exceed 
 a the amount of reduction avoid plus 
 b"
"The most We will pay
The most We will pay in respect of each item on Rent is 200 of the
sum insured shown in the Schedule",the most we will pay the most we will pay in respect of each item on rent is 200 of the sum insur shown in the schedul,"the most we will pay 
 the most we will pay in respect of each item on Rent be 200 of the 
 sum insure show in the schedule"
"Additional factors when settling
Rent claims
Unoccupied Buildings
If at the time of the Damage the Buildings or any portions of the
Buildings are Unoccupied cover in respect of Rent will only apply
if there is an ongoing tenancy agreement in force for which a rental
income is being received that can be identified in Your records
Buildings Awaiting Sale
If at the time of the Damage You have contracted to sell the Buildings or have
accepted an offer in writing to purchase the Buildings subject to contract and
the sale is cancelled or delayed solely as a result of the Damage provided that
You make all reasonable efforts to complete the sale of the Buildings as soon
as practicable after the Damage You may opt for the amount payable by Us
to be as follows
1	during the period prior to the date which but for the Damage the
Buildings would have been sold
Loss of Rent
2	during the period commencing with the date which but for the
Damage the Buildings would have been sold and ending with
the actual date of sale or with the expiry of the Indemnity Period
if earlier
Loss of Interest being
A	the actual interest incurred on capital borrowed solely to offset
in whole or part the loss of use of the sale proceeds for the
purpose of financing the Business
B	the investment interest lost to You on any balance of the sale
proceeds after deduction of any capital borrowed as provided
under A
less any amount in respect of Rent",addit factor when settl rent claim unoccupi build if at the time of the damag the build or ani portion of the build are unoccupi cover in respect of rent will onli appli if there is an ongo tenanc agreement in forc for which a rental incom is be receiv that can be identifi in your record build await sale if at the time of the damag you have contract to sell the build or have accept an offer in write to purchas the build subject to contract and the sale is cancel or delay sole as a result of the damag provid that you make all reason effort to complet the sale of the build as soon as practic after the damag you may opt for the amount payabl by us to be as follow 1 dure the period prior to the date which but for the damag the build would have been sold loss of rent 2 dure the period commenc with the date which but for the damag the build would have been sold and end with the actual date of sale or with the expiri of the indemn period if earlier loss of interest be a the actual interest incur on capit borrow sole to offset in whole or part the loss of use of the sale proceed for the purpos of financ the busi b the invest interest lost to you on ani balanc of the sale proceed after deduct of ani capit borrow as provid under a less ani amount in respect of rent,"additional factor when settle 
 Rent claim 
 unoccupied building 
 if at the time of the Damage the Buildings or any portion of the 
 building be unoccupied cover in respect of Rent will only apply 
 if there be an ongoing tenancy agreement in force for which a rental 
 income be be receive that can be identify in your record 
 building Awaiting sale 
 if at the time of the damage you have contract to sell the Buildings or have 
 accept an offer in writing to purchase the Buildings subject to contract and 
 the sale be cancel or delay solely as a result of the damage provide that 
 you make all reasonable effort to complete the sale of the Buildings as soon 
 as practicable after the damage you may opt for the amount payable by Us 
 to be as follow 
 1 	 during the period prior to the date which but for the Damage the 
 Buildings would have be sell 
 Loss of Rent 
 2 	 during the period commence with the date which but for the 
 Damage the Buildings would have be sell and end with 
 the actual date of sale or with the expiry of the Indemnity Period 
 if early 
 Loss of Interest be 
 A 	 the actual interest incur on capital borrow solely to offset 
 in whole or part the loss of use of the sale proceed for the 
 purpose of finance the Business 
 B 	 the investment interest lose to you on any balance of the sale 
 proceed after deduction of any capital borrow as provide 
 under a 
 less any amount in respect of rent"
"the additional legal fees and other expenditure incurred solely
as a result of the cancellation or delay in consequence of the
Damage but not exceeding either an amount equivalent to
the expenditure incurred immediately prior to the Damage or
£50000 whichever is the less",the addit legal fee and other expenditur incur sole as a result of the cancel or delay in consequ of the damag but not exceed either an amount equival to the expenditur incur immedi prior to the damag or £50000 whichev is the less,"the additional legal fee and other expenditure incur solely 
 as a result of the cancellation or delay in consequence of the 
 Damage but not exceed either an amount equivalent to 
 the expenditure incur immediately prior to the Damage or 
 £ 50000 whichever be the less"
"except the amount We pay shall be adjusted to provide for any benefit
derived by You from cancellation of or delay in the sale so that it represents
as nearly as may be reasonably practicable the actual loss suffered by You
Savings
If following Damage You use other premises to provide accommodation
to tenants or prospective tenants of the Buildings the Rent received
from those premises during the Indemnity Period shall be taken into
account in assessing the Loss of Rent
If any charge or expenses payable out of Rent shall cease or reduce during
the Indemnity Period as a result of the Damage the sum saved shall be
deducted from the amount otherwise payable
Material Damage requirement
Payment must have been made or liability admitted for the Damage
under an insurance covering Your interest in the Building or
Payment would have been made or liability admitted for the Damage
but for the operation of a term in such insurance excluding liability for
losses below a specified amount
Professional Accountants’ and Legal Charges
We will pay the reasonable charges payable by You to
A	Your professional accountants for producing information required
by Us under the terms of the Claims Conditions and for reporting
that such information is in accordance with Your accounts
B	legal advisers for determining Your contractual rights under any
rent cessor clause or insurance break clause contained in the lease
but not for any other claims preparation costs
Late Payment of Rent
We will attempt to pay any claim for Loss of Rent on the same date
as the Rent would have been paid to You by the tenant If We pay at
a later date then We will also pay an amount representing the loss of
interest suffered by You during the delay period
Payments on account
Payments on account may at Our discretion be made during the
Indemnity Period if requested by You
Your sum insured – the penalty for underinsurance
If at the time of the Damage the sum insured for Rent is less than
the Insurable Amount see below the amount payable shall be
proportionately reduced",except the amount we pay shall be adjust to provid for ani benefit deriv by you from cancel of or delay in the sale so that it repres as near as may be reason practic the actual loss suffer by you save if follow damag you use other premis to provid accommod to tenant or prospect tenant of the build the rent receiv from those premis dure the indemn period shall be taken into account in assess the loss of rent if ani charg or expens payabl out of rent shall ceas or reduc dure the indemn period as a result of the damag the sum save shall be deduct from the amount otherwis payabl materi damag requir payment must have been made or liabil admit for the damag under an insur cover your interest in the build or payment would have been made or liabil admit for the damag but for the oper of a term in such insur exclud liabil for loss below a specifi amount profession account and legal charg we will pay the reason charg payabl by you to a your profession account for produc inform requir by us under the term of the claim condit and for report that such inform is in accord with your account b legal advis for determin your contractu right under ani rent cessor claus or insur break claus contain in the leas but not for ani other claim prepar cost late payment of rent we will attempt to pay ani claim for loss of rent on the same date as the rent would have been paid to you by the tenant if we pay at a later date then we will also pay an amount repres the loss of interest suffer by you dure the delay period payment on account payment on account may at our discret be made dure the indemn period if request by you your sum insur – the penalti for underinsur if at the time of the damag the sum insur for rent is less than the insur amount see below the amount payabl shall be proportion reduc,"except the amount we pay shall be adjust to provide for any benefit 
 derive by you from cancellation of or delay in the sale so that it represent 
 as nearly as may be reasonably practicable the actual loss suffer by you 
 saving 
 if follow Damage you use other premise to provide accommodation 
 to tenant or prospective tenant of the Buildings the Rent receive 
 from those premise during the Indemnity Period shall be take into 
 account in assess the Loss of Rent 
 if any charge or expense payable out of Rent shall cease or reduce during 
 the Indemnity Period as a result of the Damage the sum save shall be 
 deduct from the amount otherwise payable 
 Material Damage requirement 
 payment must have be make or liability admit for the damage 
 under an insurance cover your interest in the Building or 
 payment would have be make or liability admit for the damage 
 but for the operation of a term in such insurance exclude liability for 
 loss below a specify amount 
 Professional Accountants ' and Legal charge 
 we will pay the reasonable charge payable by you to 
 A 	 your professional accountant for produce information require 
 by Us under the term of the Claims Conditions and for report 
 that such information be in accordance with your account 
 B 	 legal adviser for determine your contractual right under any 
 rent cessor clause or insurance break clause contain in the lease 
 but not for any other claim preparation cost 
 late Payment of Rent 
 we will attempt to pay any claim for loss of Rent on the same date 
 as the Rent would have be pay to you by the tenant if we pay at 
 a late date then we will also pay an amount represent the loss of 
 interest suffer by you during the delay period 
 payment on account 
 payment on account may at our discretion be make during the 
 Indemnity Period if request by you 
 your sum insure – the penalty for underinsurance 
 if at the time of the damage the sum insure for rent be less than 
 the Insurable Amount see below the amount payable shall be 
 proportionately reduce"
"The Insurable Amount shall be the annual Rent receivable at the
commencement of the Period of Insurance or if the Buildings are
untenanted at that date the actual annual Rent at which the Buildings
were subsequently let or the estimated annual Rent at which they are
expected to be let
If the Buildings are subject to a Rent free period concession at the start
of the Period of Insurance the Insurable Amount shall be the annual Rent
that applies from the date immediately after the Rent free period ceases
In each case the amount to be proportionately increased to correspond
with the Indemnity Period where that period exceeds twelve months",the insur amount shall be the annual rent receiv at the commenc of the period of insur or if the build are unten at that date the actual annual rent at which the build were subsequ let or the estim annual rent at which they are expect to be let if the build are subject to a rent free period concess at the start of the period of insur the insur amount shall be the annual rent that appli from the date immedi after the rent free period ceas in each case the amount to be proportion increas to correspond with the indemn period where that period exceed twelv month,"the Insurable Amount shall be the annual Rent receivable at the 
 commencement of the Period of Insurance or if the Buildings be 
 untenanted at that date the actual annual rent at which the building 
 be subsequently let or the estimate annual rent at which they be 
 expect to be let 
 if the Buildings be subject to a rent free period concession at the start 
 of the Period of Insurance the Insurable Amount shall be the annual rent 
 that apply from the date immediately after the Rent free period cease 
 in each case the amount to be proportionately increase to correspond 
 with the Indemnity Period where that period exceed twelve month"
"Other considerations when
settling any claims under this
Insurance
Designation
Where necessary the item heading under which any Property is insured
shall be determined by the designation under which such Property
appears in Your books
Workmen
We accept that this Insurance will not be prejudiced by the presence
of workmen on the Premises for the purpose of effecting repairs and
minor structural and other alterations and also for general maintenance
purposes and the like
Plans and Documents in Support of the Claim
You shall at Your own expense produce and provide Us with all such
plans documents books and information as We may reasonably require
Transfer of Interest
If at the time of any insured Damage to any Buildings covered by
this Insurance You shall have contracted to sell Your interest in such
Buildings and the purchase is subsequently completed the purchaser
shall be entitled on completion of the purchase to the benefit of this
Insurance in respect of such Damage Such benefit shall be without
prejudice to Your or Our rights and liabilities under this Insurance and
up to the date of completion of the purchase provided the Buildings are
not insured by the purchaser or on his behalf against such Damage on
another policy
In respect of Rent if included where Damage has occurred prior to
exchange of contracts and the purchase is subsequently completed the
purchaser shall be entitled on completion of the purchase to the benefit
of the Rent insurance to the same extent as You would have if the
Buildings had not been sold
Automatic Reinstatement After a Loss
In the absence of written notice by You or Us to the contrary within 30
days of the occurrence of any Damage the applicable sum insured or
other restriction on the amount of Our liability under this Insurance shall
not be reduced by the amount of any loss provided that You shall pay
the appropriate additional premium for such automatic reinstatement of
cover and provided also that in respect of Damage by theft if insured
such automatic reinstatement shall apply on the first occasion only in each
Period of Insurance",other consider when settl ani claim under this insur design where necessari the item head under which ani properti is insur shall be determin by the design under which such properti appear in your book workmen we accept that this insur will not be prejud by the presenc of workmen on the premis for the purpos of effect repair and minor structur and other alter and also for general mainten purpos and the like plan and document in support of the claim you shall at your own expens produc and provid us with all such plan document book and inform as we may reason requir transfer of interest if at the time of ani insur damag to ani build cover by this insur you shall have contract to sell your interest in such build and the purchas is subsequ complet the purchas shall be entitl on complet of the purchas to the benefit of this insur in respect of such damag such benefit shall be without prejudic to your or our right and liabil under this insur and up to the date of complet of the purchas provid the build are not insur by the purchas or on his behalf against such damag on anoth polici in respect of rent if includ where damag has occur prior to exchang of contract and the purchas is subsequ complet the purchas shall be entitl on complet of the purchas to the benefit of the rent insur to the same extent as you would have if the build had not been sold automat reinstat after a loss in the absenc of written notic by you or us to the contrari within 30 day of the occurr of ani damag the applic sum insur or other restrict on the amount of our liabil under this insur shall not be reduc by the amount of ani loss provid that you shall pay the appropri addit premium for such automat reinstat of cover and provid also that in respect of damag by theft if insur such automat reinstat shall appli on the first occas onli in each period of insur,"other consideration when 
 settle any claim under this 
 insurance 
 designation 
 where necessary the item head under which any property be insure 
 shall be determine by the designation under which such property 
 appear in your book 
 workman 
 we accept that this insurance will not be prejudice by the presence 
 of workman on the Premises for the purpose of effecting repair and 
 minor structural and other alteration and also for general maintenance 
 purpose and the like 
 Plans and document in support of the claim 
 you shall at your own expense produce and provide we with all such 
 plan document book and information as we may reasonably require 
 Transfer of interest 
 if at the time of any insured damage to any building cover by 
 this insurance you shall have contract to sell your interest in such 
 Buildings and the purchase be subsequently complete the purchaser 
 shall be entitle on completion of the purchase to the benefit of this 
 Insurance in respect of such damage such benefit shall be without 
 prejudice to your or our right and liability under this insurance and 
 up to the date of completion of the purchase provide the Buildings be 
 not insure by the purchaser or on his behalf against such damage on 
 another policy 
 in respect of Rent if include where Damage have occur prior to 
 exchange of contract and the purchase be subsequently complete the 
 purchaser shall be entitle on completion of the purchase to the benefit 
 of the Rent insurance to the same extent as you would have if the 
 building have not be sell 
 automatic Reinstatement after a loss 
 in the absence of write notice by you or we to the contrary within 30 
 day of the occurrence of any damage the applicable sum insure or 
 other restriction on the amount of our liability under this insurance shall 
 not be reduce by the amount of any loss provide that you shall pay 
 the appropriate additional premium for such automatic reinstatement of 
 cover and provide also that in respect of damage by theft if insure 
 such automatic reinstatement shall apply on the first occasion only in each 
 Period of insurance"
"1 	Notwithstanding any provisions to the contrary within this
Policy the cover in respect of all items insured by the Property
Damage Insurance are extended to include Terrorism Insurance as
specified below",1 notwithstand ani provis to the contrari within this polici the cover in respect of all item insur by the properti damag insur are extend to includ terror insur as specifi below,"1 	 notwithstanding any provision to the contrary within this 
 Policy the cover in respect of all item insure by the property 
 Damage Insurance be extend to include Terrorism Insurance as 
 specify below"
