paragraph,stemmed,tokenized
"Section 1 – Property Damage
g Damage caused by disappearance unexplained or
inventory shortage or the misfiling or misplacing
of information
h Damage to any Building or structure caused by its
own collapse or cracking but this shall not exclude
such destruction or damage resulting from other
Damage in so far as it is not otherwise excluded",section 1 – properti damag g damag caus by disappear unexplain or inventori shortag or the misfil or misplac of inform h damag to ani build or structur caus by it own collaps or crack but this shall not exclud such destruct or damag result from other damag in so far as it is not otherwis exclud,"section 1 – Property damage 
 g Damage cause by disappearance unexplained or 
 inventory shortage or the misfiling or misplace 
 of information 
 h damage to any building or structure cause by its 
 own collapse or cracking but this shall not exclude 
 such destruction or damage result from other 
 Damage in so far as it be not otherwise exclude"
"Basis of Settlement
The Insurer will pay the Insured the value of the Property
Insured at the time of its loss or destruction or the
amount of the Damage or at the Insurer’s option will
reinstate or replace such Property or any part of such
Property
The most the Insurer will pay for any one claim is",basi of settlement the insur will pay the insur the valu of the properti insur at the time of it loss or destruct or the amount of the damag or at the insur option will reinstat or replac such properti or ani part of such properti the most the insur will pay for ani one claim is,"basis of Settlement 
 the Insurer will pay the Insured the value of the property 
 insure at the time of its loss or destruction or the 
 amount of the damage or at the Insurer ’s option will 
 reinstate or replace such property or any part of such 
 property 
 the most the Insurer will pay for any one claim be"
"Damage in respect of fences gates and moveable
Property in the open caused by wind rain hail sleet
snow or dust",damag in respect of fenc gate and moveabl properti in the open caus by wind rain hail sleet snow or dust,"damage in respect of fence gate and moveable 
 Property in the open cause by wind rain hail sleet 
 snow or dust"
"a the Total Sum Insured or for each item its individual
Sum Insured or any other limit of liability in this
Section whichever is the less at the time of Damage",a the total sum insur or for each item it individu sum insur or ani other limit of liabil in this section whichev is the less at the time of damag,"a the total Sum Insured or for each item its individual 
 Sum Insured or any other limit of liability in this 
 Section whichever be the less at the time of damage"
"Damage resulting from Property Insured undergoing
any process of production packing treatment
testing commissioning service or repair",damag result from properti insur undergo ani process of product pack treatment test commiss servic or repair,"damage result from Property Insured undergoing 
 any process of production packing treatment 
 testing commission service or repair"
"b the amount of the Sum Insured or limit of liability
remaining after deduction for any other Damage
occurring during the same Period of Insurance unless
the Insurer agrees to reinstate any such Sum Insured
or limit of liability",b the amount of the sum insur or limit of liabil remain after deduct for ani other damag occur dure the same period of insur unless the insur agre to reinstat ani such sum insur or limit of liabil,"b the amount of the Sum Insured or limit of liability 
 remain after deduction for any other Damage 
 occur during the same Period of Insurance unless 
 the Insurer agree to reinstate any such Sum Insured 
 or limit of liability"
"k Damage in respect of
i jewellery precious stones or precious metals
bullion furs curiosities works of art or
rare books
ii Property in transit
iii glass other than fixed glass sanitaryware other
than fixed sanitaryware china earthenware
marble or other fragile or brittle objects but this
shall not exclude Damage which itself results
from Events 1 to 12 and 14 in so far as it is not
otherwise excluded
iv Money bonds or securities of any description
l",k damag in respect of i jewelleri precious stone or precious metal bullion fur curios work of art or rare book ii properti in transit iii glass other than fix glass sanitarywar other than fix sanitarywar china earthenwar marbl or other fragil or brittl object but this shall not exclud damag which itself result from event 1 to 12 and 14 in so far as it is not otherwis exclud iv money bond or secur of ani descript l,"k damage in respect of 
 I jewellery precious stone or precious metal 
 bullion fur curiosity work of art or 
 rare book 
 ii property in transit 
 iii glass other than fix glass sanitaryware other 
 than fix sanitaryware china earthenware 
 marble or other fragile or brittle object but this 
 shall not exclude Damage which itself result 
 from event 1 to 12 and 14 in so far as it be not 
 otherwise exclude 
 iv Money bond or security of any description 
 l"
"Damage to
i vehicles licensed for road use including
accessories on them caravans trailers railway
locomotives rolling stock watercraft or aircraft
ii Property or structures in course of construction
or erection and materials or supplies in
connection with all such Property or structures
iii land roads pavements piers jetties bridges
culverts or excavations
iv livestock growing crops or trees but this shall not
exclude such Property specifically described in
the Schedule
Escape of Oil from any fixed heating installation
excluding
a Damage in respect of any Building or Property
Insured in anyBuilding which is Unoccupied
b Damage unless caused by a sudden identifiable
unintended and unexpected incident which has
taken place in its entirety at a specific time and
place during the Period of Insurance
c the value of the oil",damag to i vehicl licens for road use includ accessori on them caravan trailer railway locomot roll stock watercraft or aircraft ii properti or structur in cours of construct or erect and materi or suppli in connect with all such properti or structur iii land road pavement pier jetti bridg culvert or excav iv livestock grow crop or tree but this shall not exclud such properti specif describ in the schedul escap of oil from ani fix heat instal exclud a damag in respect of ani build or properti insur in anybuild which is unoccupi b damag unless caus by a sudden identifi unintend and unexpect incid which has taken place in it entireti at a specif time and place dure the period of insur c the valu of the oil,"damage to 
 i vehicle license for road use include 
 accessory on they caravan trailer railway 
 locomotive roll stock watercraft or aircraft 
 ii property or structure in course of construction 
 or erection and material or supply in 
 connection with all such property or structure 
 iii land road pavement pier jettie bridge 
 culvert or excavation 
 iv livestock grow crop or tree but this shall not 
 exclude such property specifically describe in 
 the Schedule 
 escape of oil from any fix heating installation 
 exclude 
 a damage in respect of any Building or property 
 insure in anybuilding which be unoccupied 
 b damage unless cause by a sudden identifiable 
 unintended and unexpected incident which have 
 take place in its entirety at a specific time and 
 place during the Period of Insurance 
 c the value of the oil"
"Automatic Reinstatement
In the absence of written notice by the Insurer to the
contrary in consideration of Sums Insured or limits of
liability not being reduced by the amount of any claim the
Insured will pay the appropriate additional premium on
the amount of the claim from the date of Damage to
expiry of the Period of Insurance but this shall not apply
in respect of theft or attempted theft",automat reinstat in the absenc of written notic by the insur to the contrari in consider of sum insur or limit of liabil not be reduc by the amount of ani claim the insur will pay the appropri addit premium on the amount of the claim from the date of damag to expiri of the period of insur but this shall not appli in respect of theft or attempt theft,"Automatic Reinstatement 
 in the absence of write notice by the Insurer to the 
 contrary in consideration of Sums Insured or limit of 
 liability not be reduce by the amount of any claim the 
 Insured will pay the appropriate additional premium on 
 the amount of the claim from the date of damage to 
 expiry of the Period of Insurance but this shall not apply 
 in respect of theft or attempt theft"
"Basis of Settlement Adjustments
In calculating the most the Insurer will pay for any one
claim adjustments shall be made in accordance with the
following clauses",basi of settlement adjust in calcul the most the insur will pay for ani one claim adjust shall be made in accord with the follow claus,"Basis of Settlement Adjustments 
 in calculate the most the Insurer will pay for any one 
 claim adjustment shall be make in accordance with the 
 follow clause"
"1 Reinstatement Day One Basis
a Subject to the Special Conditions set out below
the basis on which the amount payable for Buildings
and Contents is to be calculated will be the
reinstatement of the Property lost destroyed
or damaged
For this purpose reinstatement means
i the rebuilding or replacement of Property lost or
destroyed which provided the Insurer’s liability is
not increased may be carried out
a in any manner suitable to the requirements
of the Insured
b on another site
ii the repair or restoration of Property damaged
in either case to a condition equivalent to or
substantially the same as but no better or more
extensive than its condition when new",1 reinstat day one basi a subject to the special condit set out below the basi on which the amount payabl for build and content is to be calcul will be the reinstat of the properti lost destroy or damag for this purpos reinstat mean i the rebuild or replac of properti lost or destroy which provid the insur liabil is not increas may be carri out a in ani manner suitabl to the requir of the insur b on anoth site ii the repair or restor of properti damag in either case to a condit equival to or substanti the same as but no better or more extens than it condit when new,"1 Reinstatement Day one Basis 
 a subject to the Special Conditions set out below 
 the basis on which the amount payable for building 
 and Contents be to be calculate will be the 
 reinstatement of the property lose destroy 
 or damage 
 for this purpose reinstatement mean 
 I the rebuilding or replacement of property lose or 
 destroy which provide the Insurer ’s liability be 
 not increase may be carry out 
 a in any manner suitable to the requirement 
 of the insure 
 b on another site 
 ii the repair or restoration of property damage 
 in either case to a condition equivalent to or 
 substantially the same as but no well or more 
 extensive than its condition when new"
"b The Declared Value shown in brackets below the
Sum Insured in the Schedule having been stated by
the Insured has been used to calculate the
premium
Declared Value
The assessment by the Insured of the cost of
reinstatement of Property Insured arrived at in
accordance with paragraph 1ai at the level of costs
applying at inception of the Period of Insurance
ignoring inflationary factors which may subsequently
operate together with to the extent that cover
provides due allowance for
i",b the declar valu shown in bracket below the sum insur in the schedul have been state by the insur has been use to calcul the premium declar valu the assess by the insur of the cost of reinstat of properti insur arriv at in accord with paragraph 1ai at the level of cost appli at incept of the period of insur ignor inflationari factor which may subsequ oper togeth with to the extent that cover provid due allow for i,"b the Declared value show in bracket below the 
 Sum Insured in the Schedule having be state by 
 the Insured have be use to calculate the 
 premium 
 declare value 
 the assessment by the Insured of the cost of 
 reinstatement of Property Insured arrive at in 
 accordance with paragraph 1ai at the level of cost 
 apply at inception of the Period of insurance 
 ignore inflationary factor which may subsequently 
 operate together with to the extent that cover 
 provide due allowance for 
 I"
"any additional cost of reinstatement to comply
with public authorities regulations byelaws
or stipulations",ani addit cost of reinstat to compli with public author regul byelaw or stipul,"any additional cost of reinstatement to comply 
 with public authority regulation byelaw 
 or stipulation"
"ii Professional Fees
iii Removal of Debris costs
Special Conditions
1 At inception of each Period of Insurance the Insured
shall notify the Insurer of the Declared Value of
Property Insured In the absence of such declaration
the last amount declared by the Insured will be
taken as the Declared Value for the new Period of
Insurance appropriately adjusted by
Index Linking",ii profession fee iii remov of debri cost special condit 1 at incept of each period of insur the insur shall notifi the insur of the declar valu of properti insur in the absenc of such declar the last amount declar by the insur will be taken as the declar valu for the new period of insur appropri adjust by index link,"ii Professional Fees 
 iii Removal of Debris cost 
 Special condition 
 1 at inception of each Period of Insurance the insure 
 shall notify the Insurer of the Declared Value of 
 Property insure in the absence of such declaration 
 the last amount declare by the Insured will be 
 take as the Declared Value for the new Period of 
 Insurance appropriately adjust by 
 Index linking"
"5 All the terms and conditions of this Section and of
the Policy shall apply
a to any claim payable under the provisions of this
clause other than where they are expressly varied
by the terms of this clause
b where claims are payable as if this clause had not
been incorporated except that Sums Insured will
be limited to 115 of Declared Values",5 all the term and condit of this section and of the polici shall appli a to ani claim payabl under the provis of this claus other than where they are expressli vari by the term of this claus b where claim are payabl as if this claus had not been incorpor except that sum insur will be limit to 115 of declar valu,"5 all the term and condition of this section and of 
 the policy shall apply 
 a to any claim payable under the provision of this 
 clause other than where they be expressly varied 
 by the term of this clause 
 b where claim be payable as if this clause have not 
 be incorporate except that Sums Insured will 
 be limit to 115 of declare value"
"2 Index Linking
Sums Insured andor Declared Values will be adjusted
to take into account movements in the appropriate
index and renewal premiums will be based on the
adjusted Sums Insured andor Declared Values
For Buildings the General Building Cost Index issued by
the Building Cost Information Service of the Royal
Institute of Chartered Surveyors or for residential
Premises the Household Rebuilding Cost Index issued
by the Association of British Insurers or some other
suitable index the Insurer decides upon will be used
For Contents of Common Parts and All Other Contents
shown andor described in the Schedule the Retail
Price Index or some other suitable index the Insurer
decides upon will be used
The above percentage changes will continue to be
applied between the date of any Damage and the date
when replacement or repair has been completed",2 index link sum insur andor declar valu will be adjust to take into account movement in the appropri index and renew premium will be base on the adjust sum insur andor declar valu for build the general build cost index issu by the build cost inform servic of the royal institut of charter surveyor or for residenti premis the household rebuild cost index issu by the associ of british insur or some other suitabl index the insur decid upon will be use for content of common part and all other content shown andor describ in the schedul the retail price index or some other suitabl index the insur decid upon will be use the abov percentag chang will continu to be appli between the date of ani damag and the date when replac or repair has been complet,"2 Index link 
 Sums Insured andor declare value will be adjust 
 to take into account movement in the appropriate 
 index and renewal premium will be base on the 
 adjust Sums Insured andor declare value 
 for Buildings the General Building Cost Index issue by 
 the Building Cost Information Service of the Royal 
 Institute of Chartered Surveyors or for residential 
 premise the Household rebuilding Cost Index issue 
 by the Association of British Insurers or some other 
 suitable index the Insurer decide upon will be use 
 for Contents of Common Parts and all Other Contents 
 show andor describe in the Schedule the Retail 
 Price Index or some other suitable index the Insurer 
 decide upon will be use 
 the above percentage change will continue to be 
 apply between the date of any damage and the date 
 when replacement or repair have be complete"
"2 If at the time of Damage the Declared Value of the
Property is less than the cost of reinstatement
as defined in paragraph 1ai at inception of the
Period of Insurance the amount payable by the
Insurer will be proportionately reduced
3 The Insurer’s liability for the repair or restoration of
Property damaged in part only shall not exceed the
amount which would have been payable if such
Property had been wholly destroyed
4 No payment beyond the amount the Insurer would
have paid in the absence of this clause will be made
a unless reinstatement commences and proceeds
without unreasonable delay
b until the cost of reinstatement has actually
been incurred
c where Property Insured at the time of Damage is
covered by any other insurance effected by the
Insured or on behalf of the Insured which is not
on the same basis of reinstatement",2 if at the time of damag the declar valu of the properti is less than the cost of reinstat as defin in paragraph 1ai at incept of the period of insur the amount payabl by the insur will be proportion reduc 3 the insur liabil for the repair or restor of properti damag in part onli shall not exceed the amount which would have been payabl if such properti had been wholli destroy 4 no payment beyond the amount the insur would have paid in the absenc of this claus will be made a unless reinstat commenc and proceed without unreason delay b until the cost of reinstat has actual been incur c where properti insur at the time of damag is cover by ani other insur effect by the insur or on behalf of the insur which is not on the same basi of reinstat,"2 if at the time of Damage the Declared Value of the 
 Property be less than the cost of reinstatement 
 as define in paragraph 1ai at inception of the 
 Period of Insurance the amount payable by the 
 Insurer will be proportionately reduce 
 3 the insurer ’s liability for the repair or restoration of 
 Property damage in part only shall not exceed the 
 amount which would have be payable if such 
 Property have be wholly destroy 
 4 no payment beyond the amount the Insurer would 
 have pay in the absence of this clause will be make 
 a unless reinstatement commence and proceed 
 without unreasonable delay 
 b until the cost of reinstatement have actually 
 be incur 
 c where Property insure at the time of damage be 
 cover by any other insurance effect by the 
 insured or on behalf of the Insured which be not 
 on the same basis of reinstatement"
"a any items for Buildings or Contents subject to the
Reinstatement Day One Basis Clause are declared
to be separately subject to Average as described in
Special Condition 2 of such clause
b any other items of Property Insured other than
any Sum Insured applying solely to Rent Fees
Removal of Debris are declared to be separately
subject to Average This means if at the time of
Damage the Sum Insured for any item is less than
the value of the item covered by such Sum Insured
the amount payable by the Insurer will be
proportionately reduced",a ani item for build or content subject to the reinstat day one basi claus are declar to be separ subject to averag as describ in special condit 2 of such claus b ani other item of properti insur other than ani sum insur appli sole to rent fee remov of debri are declar to be separ subject to averag this mean if at the time of damag the sum insur for ani item is less than the valu of the item cover by such sum insur the amount payabl by the insur will be proportion reduc,"a any item for Buildings or Contents subject to the 
 Reinstatement Day one Basis Clause be declare 
 to be separately subject to Average as describe in 
 Special Condition 2 of such clause 
 b any other item of Property insure other than 
 any Sum Insured apply solely to Rent fee 
 Removal of Debris be declare to be separately 
 subject to Average this mean if at the time of 
 Damage the Sum Insured for any item be less than 
 the value of the item cover by such Sum Insured 
 the amount payable by the Insurer will be 
 proportionately reduce"
"4 Contribution and Average
If at the time of Damage any other insurance has been
effected by or on behalf of the Insured covering any of
the Property lost destroyed or damaged the Insurer’s
liability under this Section shall be limited to the
Insurer’s rateable proportion of such Damage
If such other insurance is subject to Average",4 contribut and averag if at the time of damag ani other insur has been effect by or on behalf of the insur cover ani of the properti lost destroy or damag the insur liabil under this section shall be limit to the insur rateabl proport of such damag if such other insur is subject to averag,"4 Contribution and average 
 if at the time of damage any other insurance have be 
 effect by or on behalf of the Insured cover any of 
 the property lose destroy or damage the Insurer ’s 
 liability under this section shall be limit to the 
 Insurer ’s rateable proportion of such damage 
 if such other insurance be subject to average"
"Section 1 – Property Damage
Underinsurance this Section if not already subject to
Average shall be subject to Average in like manner
If such other insurance is subject to any provision
which excludes it from ranking concurrently with this
Section either in whole or in part or from contributing
rateably the liability of the Insurer under this Section
shall be limited to that proportion of the Damage which
the Sum Insured for this Section bears to the value of
the Property",section 1 – properti damag underinsur this section if not alreadi subject to averag shall be subject to averag in like manner if such other insur is subject to ani provis which exclud it from rank concurr with this section either in whole or in part or from contribut rateabl the liabil of the insur under this section shall be limit to that proport of the damag which the sum insur for this section bear to the valu of the properti,"section 1 – Property damage 
 Underinsurance this section if not already subject to 
 Average shall be subject to Average in like manner 
 if such other insurance be subject to any provision 
 which exclude it from rank concurrently with this 
 Section either in whole or in part or from contribute 
 rateably the liability of the Insurer under this section 
 shall be limit to that proportion of the damage which 
 the Sum Insured for this section bear to the value of 
 the property"
"5 Public Authorities including undamaged
Property
Subject to the Special Conditions set out below cover
for Buildings and Contents includes an amount in
respect of any additional cost of reinstatement which is
incurred solely by reason of the necessity to comply
with building or other regulations under or framed in
pursuance of any Act of Parliament with byelaws of
any public authority or to comply with the stipulations
of European Union legislation in respect of
– lost destroyed or damaged Property
– undamaged portions of such Property
excluding
a the cost incurred in complying with such
regulations byelaws or stipulations
i in respect of Damage occurring prior to the
granting of this cover
ii in respect of Damage not covered by this Section
iii under which notice has been served upon the
Insured before the date of the Damage
iv in respect of undamaged Property other than
undamaged portions of Property lost destroyed
or damaged
b the additional cost that would have been required to
make good the Property lost destroyed or damaged
to a condition equal to its condition when new had
the necessity to comply with such regulations byelaws or stipulations not arisen
c the amount of any charge or assessment arising out
of capital appreciation which may be payable in
respect of the Property by reason of compliance
with any such regulations byelaws or stipulations",5 public author includ undamag properti subject to the special condit set out below cover for build and content includ an amount in respect of ani addit cost of reinstat which is incur sole by reason of the necess to compli with build or other regul under or frame in pursuanc of ani act of parliament with byelaw of ani public author or to compli with the stipul of european union legisl in respect of – lost destroy or damag properti – undamag portion of such properti exclud a the cost incur in compli with such regul byelaw or stipul i in respect of damag occur prior to the grant of this cover ii in respect of damag not cover by this section iii under which notic has been serv upon the insur befor the date of the damag iv in respect of undamag properti other than undamag portion of properti lost destroy or damag b the addit cost that would have been requir to make good the properti lost destroy or damag to a condit equal to it condit when new had the necess to compli with such regul byelaw or stipul not arisen c the amount of ani charg or assess aris out of capit appreci which may be payabl in respect of the properti by reason of complianc with ani such regul byelaw or stipul,"5 Public authority include undamaged 
 property 
 Subject to the Special Conditions set out below cover 
 for building and Contents include an amount in 
 respect of any additional cost of reinstatement which be 
 incur solely by reason of the necessity to comply 
 with building or other regulation under or frame in 
 pursuance of any Act of Parliament with byelaw of 
 any public authority or to comply with the stipulation 
 of European Union legislation in respect of 
 – lose destroy or damage property 
 – undamaged portion of such property 
 excluding 
 a the cost incur in comply with such 
 regulation byelaw or stipulation 
 I in respect of damage occur prior to the 
 granting of this cover 
 ii in respect of damage not cover by this section 
 iii under which notice have be serve upon the 
 Insured before the date of the damage 
 iv in respect of undamaged property other than 
 undamaged portion of property lose destroy 
 or damage 
 b the additional cost that would have be require to 
 make good the property lose destroy or damage 
 to a condition equal to its condition when new have 
 the necessity to comply with such regulation byelaw or stipulation not arise 
 c the amount of any charge or assessment arise out 
 of capital appreciation which may be payable in 
 respect of the property by reason of compliance 
 with any such regulation byelaw or stipulation"
"Special Conditions
1 The work of reinstatement must be commenced and
carried out without unreasonable delay and in any
case must be completed within 12 months after the
Damage or within such further time as the Insurer
may allow and may be carried out upon another site
if such regulations byelaws or stipulations so
necessitate subject to there being no resulting
increase in the liability of the Insurer
2 If the liability of the Insurer is reduced by the
application of any of the terms and conditions of
this Section or of the Policy other than as a result of
this clause the liability of the Insurer under this
clause will be reduced in proportion
3 The most the Insurer will pay for any one claim in
respect of undamaged portions of Property other
than foundations is 15 of the total amount for
which the Insurer would have been liable had the
Property been wholly destroyed
4 All the terms and conditions of this Section and of
the Policy shall apply to any claim payable under the
provisions of this clause other than where they are
expressly varied by the terms of this clause",special condit 1 the work of reinstat must be commenc and carri out without unreason delay and in ani case must be complet within 12 month after the damag or within such further time as the insur may allow and may be carri out upon anoth site if such regul byelaw or stipul so necessit subject to there be no result increas in the liabil of the insur 2 if the liabil of the insur is reduc by the applic of ani of the term and condit of this section or of the polici other than as a result of this claus the liabil of the insur under this claus will be reduc in proport 3 the most the insur will pay for ani one claim in respect of undamag portion of properti other than foundat is 15 of the total amount for which the insur would have been liabl had the properti been wholli destroy 4 all the term and condit of this section and of the polici shall appli to ani claim payabl under the provis of this claus other than where they are expressli vari by the term of this claus,"special condition 
 1 the work of reinstatement must be commence and 
 carry out without unreasonable delay and in any 
 case must be complete within 12 month after the 
 Damage or within such further time as the Insurer 
 may allow and may be carry out upon another site 
 if such regulation byelaw or stipulation so 
 necessitate subject to there be no result 
 increase in the liability of the Insurer 
 2 if the liability of the Insurer be reduce by the 
 application of any of the term and condition of 
 this section or of the Policy other than as a result of 
 this clause the liability of the Insurer under this 
 clause will be reduce in proportion 
 3 the most the Insurer will pay for any one claim in 
 respect of undamaged portion of property other 
 than foundation be 15 of the total amount for 
 which the Insurer would have be liable have the 
 property be wholly destroy 
 4 all the term and condition of this section and of 
 the policy shall apply to any claim payable under the 
 provision of this clause other than where they be 
 expressly varied by the term of this clause"
"6 Sprinkler Installation Upgrading Costs
If following Damage the Insurer requires the
upgrading of any automatic sprinkler installation in
order that at the time of its reinstatement such
installation will conform to Loss Prevention Council
Rules current at the time of reinstatement the Insurer
will pay the costs incurred by the Insured provided that
at the time of the Damage the installation conformed
to the 29th Edition Rules for Automatic Sprinkler
Installations issued by the Loss Prevention Council at
the time of original installation but did not conform to
subsequent amendments to such rules",6 sprinkler instal upgrad cost if follow damag the insur requir the upgrad of ani automat sprinkler instal in order that at the time of it reinstat such instal will conform to loss prevent council rule current at the time of reinstat the insur will pay the cost incur by the insur provid that at the time of the damag the instal conform to the 29th edit rule for automat sprinkler instal issu by the loss prevent council at the time of origin instal but did not conform to subsequ amend to such rule,"6 Sprinkler Installation Upgrading cost 
 if follow Damage the Insurer require the 
 upgrading of any automatic sprinkler installation in 
 order that at the time of its reinstatement such 
 installation will conform to Loss Prevention Council 
 Rules current at the time of reinstatement the Insurer 
 will pay the cost incur by the Insured provide that 
 at the time of the damage the installation conform 
 to the 29th Edition Rules for Automatic Sprinkler 
 Installations issue by the Loss Prevention Council at 
 the time of original installation but do not conform to 
 subsequent amendment to such rule"
"7 Alterations and Additions
To the extent that they are not otherwise insured
Buildings and Contents items include
a alterations additions and improvements but not
appreciation in value in excess of Sums Insured to
Buildings and Contents
b any newly acquired or newly erected Buildings
and Contents",7 alter and addit to the extent that they are not otherwis insur build and content item includ a alter addit and improv but not appreci in valu in excess of sum insur to build and content b ani newli acquir or newli erect build and content,"7 Alterations and Additions 
 to the extent that they be not otherwise insure 
 Buildings and Contents item include 
 a alteration addition and improvement but not 
 appreciation in value in excess of Sums insure to 
 Buildings and Contents 
 b any newly acquire or newly erect building 
 and content"
"within Great Britain Northern Ireland the Isle of Man or
the Channel Islands for no more than 20 of the Sum
Insured for each item covered or £500000 in total
whichever is the less at any one Premises or at any one
newly acquired address elsewhere than at the Premises
provided that the Insured shall give details of such
alterations and additions to the Insurer within 90 days
of the commencement date of the Insured’s
responsibility effect specific cover retrospective to such
date and pay the appropriate additional premium",within great britain northern ireland the isl of man or the channel island for no more than 20 of the sum insur for each item cover or £500000 in total whichev is the less at ani one premis or at ani one newli acquir address elsewher than at the premis provid that the insur shall give detail of such alter and addit to the insur within 90 day of the commenc date of the insur respons effect specif cover retrospect to such date and pay the appropri addit premium,"within Great Britain Northern Ireland the Isle of Man or 
 the Channel Islands for no more than 20 of the Sum 
 Insured for each item cover or £ 500000 in total 
 whichever be the less at any one premise or at any one 
 newly acquire address elsewhere than at the Premises 
 provide that the Insured shall give detail of such 
 alteration and addition to the Insurer within 90 day 
 of the commencement date of the Insured ’s 
 responsibility effect specific cover retrospective to such 
 date and pay the appropriate additional premium"
"The Insurer will not pay for any costs
a incurred in removing debris other than from the site
of such Property Damage and the area immediately
adjacent to such site
b arising from pollution or contamination of property
not covered by this Section",the insur will not pay for ani cost a incur in remov debri other than from the site of such properti damag and the area immedi adjac to such site b aris from pollut or contamin of properti not cover by this section,"the Insurer will not pay for any cost 
 a incurred in remove debris other than from the site 
 of such Property Damage and the area immediately 
 adjacent to such site 
 b arise from pollution or contamination of property 
 not cover by this section"
"11 Temporary Removal
Property Insured is covered whilst temporarily removed
for cleaning renovation repair or similar purposes to
any address elsewhere than at the Premises including
whilst in transit within Great Britain Northern Ireland
the Isle of Man or the Channel Islands",11 temporari remov properti insur is cover whilst temporarili remov for clean renov repair or similar purpos to ani address elsewher than at the premis includ whilst in transit within great britain northern ireland the isl of man or the channel island,"11 Temporary Removal 
 Property Insured be cover whilst temporarily remove 
 for clean renovation repair or similar purpose to 
 any address elsewhere than at the Premises include 
 whilst in transit within Great Britain Northern Ireland 
 the Isle of Man or the Channel Islands"
"Sums Insured andor Declared Values for Buildings
include an amount in respect of Architects’ Surveyors’
Legal and Consulting Engineers’ fees other than where
an item covering such fees is specifically shown in
the Schedule",sum insur andor declar valu for build includ an amount in respect of architect surveyor legal and consult engin fee other than where an item cover such fee is specif shown in the schedul,"Sums Insured andor declare value for building 
 include an amount in respect of Architects ’ surveyor ’ 
 Legal and Consulting Engineers ’ fee other than where 
 an item cover such fee be specifically show in 
 the schedule"
"Cover applies only to those fees necessarily and
reasonably incurred in consequence of Damage in the
reinstatement or repair of Property Insured",cover appli onli to those fee necessarili and reason incur in consequ of damag in the reinstat or repair of properti insur,"Cover apply only to those fee necessarily and 
 reasonably incur in consequence of damage in the 
 reinstatement or repair of Property insure"
"b Damage to vehicles licensed for road use in so far as
they are insured by this Section occurring elsewhere
than at the Premises",b damag to vehicl licens for road use in so far as they are insur by this section occur elsewher than at the premis,"b damage to vehicle license for road use in so far as 
 they be insure by this section occur elsewhere 
 than at the Premises"
"9 Removal of Debris Costs
Sums Insured andor Declared Values for Buildings and
Contents include an amount in respect of removal of
debris costs other than where an item covering such
costs is specifically shown in the Schedule
Cover applies only to those costs necessarily and
reasonably incurred in consequence of Damage in
a removing debris
b dismantling and demolishing
c shoring up or propping
d clearing cleaning andor repairing drains
gutters sewers and the like for which the Insured
are responsible
The Insurer will not pay for any costs or expenses
incurred in removing debris other than from the site of
such Property lost destroyed or damaged and the area
immediately adjacent to such site arising from pollution
or contamination of property not insured by this
Section",9 remov of debri cost sum insur andor declar valu for build and content includ an amount in respect of remov of debri cost other than where an item cover such cost is specif shown in the schedul cover appli onli to those cost necessarili and reason incur in consequ of damag in a remov debri b dismantl and demolish c shore up or prop d clear clean andor repair drain gutter sewer and the like for which the insur are respons the insur will not pay for ani cost or expens incur in remov debri other than from the site of such properti lost destroy or damag and the area immedi adjac to such site aris from pollut or contamin of properti not insur by this section,"9 Removal of Debris cost 
 Sums insure andor declare value for building and 
 Contents include an amount in respect of removal of 
 debris cost other than where an item cover such 
 cost be specifically show in the Schedule 
 Cover apply only to those cost necessarily and 
 reasonably incur in consequence of Damage in 
 a remove debris 
 b dismantle and demolish 
 c shore up or prop 
 d clearing cleaning andor repair drain 
 gutter sewer and the like for which the insure 
 be responsible 
 the Insurer will not pay for any cost or expense 
 incur in remove debris other than from the site of 
 such property lose destroy or damage and the area 
 immediately adjacent to such site arise from pollution 
 or contamination of property not insure by this 
 section"
"c more than 10 of the Sum Insured stated for each
item covered for Damage occurring elsewhere than
at the Premises",c more than 10 of the sum insur state for each item cover for damag occur elsewher than at the premis,"c more than 10 of the Sum Insured state for each 
 item cover for damage occur elsewhere than 
 at the Premises"
"12 Temporary Removal – Documents
If deeds and other documents including stamps on
them manuscripts plans and writings of every
description books and other business records are
included in the Property Insured such items are
covered whilst temporarily removed to any address
elsewhere than at the Premises including whilst in
transit within Great Britain Northern Ireland the Isle
of Man or the Channel Islands
The Insurer will not pay for
a such items more specifically insured
b more than 10 of the figure stated within the
definition of All Other Contents for computer
systems records
c more than 10 of the All Other Contents Sum
Insured stated on the Schedule",12 temporari remov – document if deed and other document includ stamp on them manuscript plan and write of everi descript book and other busi record are includ in the properti insur such item are cover whilst temporarili remov to ani address elsewher than at the premis includ whilst in transit within great britain northern ireland the isl of man or the channel island the insur will not pay for a such item more specif insur b more than 10 of the figur state within the definit of all other content for comput system record c more than 10 of the all other content sum insur state on the schedul,"12 Temporary Removal – document 
 if deed and other document include stamp on 
 they manuscript plan and writing of every 
 description book and other business record be 
 include in the Property insure such item be 
 cover whilst temporarily remove to any address 
 elsewhere than at the Premises include whilst in 
 transit within Great Britain Northern Ireland the Isle 
 of Man or the Channel Islands 
 the Insurer will not pay for 
 a such item more specifically insure 
 b more than 10 of the figure state within the 
 definition of all Other Contents for computer 
 system record 
 c more than 10 of the all Other Contents Sum 
 Insured state on the schedule"
