paragraph,stemmed,tokenized
"Reinstatement
the amount payable in respect of Buildings shall be the cost of the reinstatement of the Damage
For this purpose “reinstatement” means
a	the rebuilding or replacement of Property Insured lost or destroyed which provided Our liability is not increased
may be carried out",reinstat the amount payabl in respect of build shall be the cost of the reinstat of the damag for this purpos “reinstatement” mean a the rebuild or replac of properti insur lost or destroy which provid our liabil is not increas may be carri out,"reinstatement 
 the amount payable in respect of building shall be the cost of the reinstatement of the damage 
 for this purpose "" reinstatement "" mean 
 a 	 the rebuilding or replacement of Property Insured lose or destroy which provide our liability be not increase 
 may be carry out"
"	in either case to a condition equivalent to or substantially the same as but not better or more extensive than its condition
when new
Provided that
1	Our liability for the repair or restoration of Property Insured Damaged in part only shall not exceed the amount
which would have been payable had such Property been wholly lost or destroyed
2	If at the time of reinstatement the sum representing 85 of the cost which would have been incurred in
reinstating the whole of the Property covered by any item subject to this Condition exceeds its Sum Insured at the
commencement of any Damage Our liability shall not exceed that proportion of the amount of the Damage which
the Sum Insured shall bear to the sum representing the total cost of reinstating the whole of such Property at
that time
3",in either case to a condit equival to or substanti the same as but not better or more extens than it condit when new provid that 1 our liabil for the repair or restor of properti insur damag in part onli shall not exceed the amount which would have been payabl had such properti been wholli lost or destroy 2 if at the time of reinstat the sum repres 85 of the cost which would have been incur in reinstat the whole of the properti cover by ani item subject to this condit exceed it sum insur at the commenc of ani damag our liabil shall not exceed that proport of the amount of the damag which the sum insur shall bear to the sum repres the total cost of reinstat the whole of such properti at that time 3,"	 in either case to a condition equivalent to or substantially the same as but not well or more extensive than its condition 
 when new 
 provide that 
 1 	 our liability for the repair or restoration of Property Insured damage in part only shall not exceed the amount 
 which would have be payable have such property be wholly lose or destroy 
 2 	 if at the time of reinstatement the sum represent 85 of the cost which would have be incur in 
 reinstate the whole of the property cover by any item subject to this Condition exceed its Sum Insured at the 
 commencement of any damage our liability shall not exceed that proportion of the amount of the damage which 
 the Sum Insured shall bear to the sum represent the total cost of reinstate the whole of such property at 
 that time 
 3"
No payment beyond the amount which would have been payable in the absence of this Condition shall be made,no payment beyond the amount which would have been payabl in the absenc of this condit shall be made,no payment beyond the amount which would have be payable in the absence of this condition shall be make
"if the Property Insured at the time of the Damage shall be insured by any other insurance effected by You
or on Your behalf which is not upon the same basis of reinstatement",if the properti insur at the time of the damag shall be insur by ani other insur effect by you or on your behalf which is not upon the same basi of reinstat,"if the property insure at the time of the damage shall be insure by any other insurance effect by you 
 or on your behalf which be not upon the same basis of reinstatement"
"in respect of any claim payable under the provisions of this Condition except insofar as they are
varied hereby",in respect of ani claim payabl under the provis of this condit except insofar as they are vari herebi,"in respect of any claim payable under the provision of this Condition except insofar as they be 
 varied hereby"
"The maximum amount We will pay in respect of any one item is the Sum Insured
2	
Indemnity
	the amount payable in respect of Property Insured shall be the value at the time of Damage or at Our option the cost of
reinstatement or replacement of such Property Insured or any part of it
Provided that
	If at the time of Damage the Sum Insured for the item is less than 85 of the value of the item insured then Our liability
shall be limited to that proportion of the Damage which the Sum Insured bears to the value of the Property Insured
Cancellation
1",the maximum amount we will pay in respect of ani one item is the sum insur 2 indemn the amount payabl in respect of properti insur shall be the valu at the time of damag or at our option the cost of reinstat or replac of such properti insur or ani part of it provid that if at the time of damag the sum insur for the item is less than 85 of the valu of the item insur then our liabil shall be limit to that proport of the damag which the sum insur bear to the valu of the properti insur cancel 1,"the maximum amount we will pay in respect of any one item be the Sum Insured 
 2 	
 indemnity 
	 the amount payable in respect of Property Insured shall be the value at the time of damage or at our option the cost of 
 reinstatement or replacement of such property insure or any part of it 
 provide that 
	 if at the time of Damage the Sum Insured for the item be less than 85 of the value of the item insure then our liability 
 shall be limit to that proportion of the damage which the Sum Insured bear to the value of the Property insure 
 Cancellation 
 1"
"within 14 days of receiving Your policy documents for the first Period of Insurance if for any reason You are
dissatisfied or the Policy does not meet Your requirements",within 14 day of receiv your polici document for the first period of insur if for ani reason you are dissatisfi or the polici doe not meet your requir,"within 14 day of receive your policy document for the first Period of Insurance if for any reason you be 
 dissatisfied or the Policy do not meet your requirement"
if at any time You sell the Business or sell all of the property insured shown in the Schedule or You cease trading,if at ani time you sell the busi or sell all of the properti insur shown in the schedul or you ceas trade,if at any time you sell the Business or sell all of the property insure show in the Schedule or you cease trade
"If You cancel the Policy We will return part of the premium proportionate to the unexpired Period of Insurance provided that no
claims have been paid or outstanding during the current Period of Insurance
1",if you cancel the polici we will return part of the premium proportion to the unexpir period of insur provid that no claim have been paid or outstand dure the current period of insur 1,"if you cancel the policy we will return part of the premium proportionate to the unexpired Period of Insurance provide that no 
 claim have be pay or outstanding during the current Period of Insurance 
 1"
We will return part of the premium paid proportionate to the unexpired Period of Insurance provided that,we will return part of the premium paid proportion to the unexpir period of insur provid that,we will return part of the premium pay proportionate to the unexpired Period of Insurance provide that
"	No claims have been paid or are outstanding or incidents reported that could give rise to a claim during the
current Period of Insurance
",no claim have been paid or are outstand or incid report that could give rise to a claim dure the current period of insur,"	 no claim have be pay or be outstanding or incident report that could give rise to a claim during the 
 current Period of insurance 
"
"b	Immediately if the premium has not been paid or there has been a default under an instalment or linked credit
agreement
If this Policy or the Employers Liability Section is cancelled any certificates of Employers Liability Insurance are cancelled from
the same date any copies should not be displayed at Your Premises
Choice of Law and Jurisdiction
In the absence of agreement to the contrary this Policy shall be governed by and construed in accordance with the laws of
England and Wales Any dispute relating to limits terms conditions and exceptions or validity of this Policy shall be subject to
the jurisdiction of the courts of England and Wales
Change of Risk
You must notify Us prior to or immediately if during the Period of Insurance there is any change in Your ownership of the
Business or if there is any change
1",b immedi if the premium has not been paid or there has been a default under an instal or link credit agreement if this polici or the employ liabil section is cancel ani certif of employ liabil insur are cancel from the same date ani copi should not be display at your premis choic of law and jurisdict in the absenc of agreement to the contrari this polici shall be govern by and constru in accord with the law of england and wale ani disput relat to limit term condit and except or valid of this polici shall be subject to the jurisdict of the court of england and wale chang of risk you must notifi us prior to or immedi if dure the period of insur there is ani chang in your ownership of the busi or if there is ani chang 1,"b 	 immediately if the premium have not be pay or there have be a default under an instalment or link credit 
 agreement 
 if this policy or the Employers Liability Section be cancel any certificate of Employers Liability Insurance be cancel from 
 the same date any copy should not be display at your Premises 
 Choice of Law and Jurisdiction 
 in the absence of agreement to the contrary this policy shall be govern by and construe in accordance with the law of 
 England and Wales any dispute relate to limit term condition and exception or validity of this policy shall be subject to 
 the jurisdiction of the court of England and Wales 
 Change of risk 
 you must notify we prior to or immediately if during the Period of Insurance there be any change in your ownership of the 
 Business or if there be any change 
 1"
due to the Business being wound up or carried on by a liquidator or receiver or permanently discontinued,due to the busi be wound up or carri on by a liquid or receiv or perman discontinu,due to the Business be wind up or carry on by a liquidator or receiver or permanently discontinue
"5	in respect of the risk of subsidence ground heave or landslip where any demolition construction ground works or
excavation work is being carried out on any site adjoining the Premises
6	to the facts or matters set out in the Schedule or otherwise comprising the risk presentation made by You to Us at
inception renewal or change of the Policy
which materially increases risk of loss or Damage as Insured by this Policy
Should You be in any doubt as to whether information should be presented to Us You must
",5 in respect of the risk of subsid ground heav or landslip where ani demolit construct ground work or excav work is be carri out on ani site adjoin the premis 6 to the fact or matter set out in the schedul or otherwis compris the risk present made by you to us at incept renew or chang of the polici which materi increas risk of loss or damag as insur by this polici should you be in ani doubt as to whether inform should be present to us you must,"5 	 in respect of the risk of subsidence ground heave or landslip where any demolition construction ground work or 
 excavation work be be carry out on any site adjoin the premise 
 6 	 to the fact or matter set out in the Schedule or otherwise comprise the risk presentation make by you to we at 
 inception renewal or change of the policy 
 which materially increase risk of loss or damage as insure by this policy 
 should you be in any doubt as to whether information should be present to we you must 
"
"If You fail to notify Us of any such change We may at Our absolute discretion
i	treat the appropriate Section and the Policy as if it had come to an end as at the date of the alteration of the
risk returning a proportionate amount of the premium for the unexpired Period of Insurance if We would have
cancelled the Section and the Policy had We known of the increase in risk
ii	treat the Section and the Policy as if it had contained such terms other than relating to premium or other
restrictions from the date of change in risk as We would have applied had We known of the increase in risk",if you fail to notifi us of ani such chang we may at our absolut discret i treat the appropri section and the polici as if it had come to an end as at the date of the alter of the risk return a proportion amount of the premium for the unexpir period of insur if we would have cancel the section and the polici had we known of the increas in risk ii treat the section and the polici as if it had contain such term other than relat to premium or other restrict from the date of chang in risk as we would have appli had we known of the increas in risk,"if you fail to notify we of any such change we may at our absolute discretion 
 i 	 treat the appropriate section and the Policy as if it have come to an end as at the date of the alteration of the 
 risk return a proportionate amount of the premium for the unexpired Period of Insurance if we would have 
 cancel the Section and the Policy have we know of the increase in risk 
 ii 	 treat the section and the Policy as if it have contain such term other than relate to premium or other 
 restriction from the date of change in risk as we would have apply have we know of the increase in risk"
"iii	reduce proportionately the amount paid or payable on any claim the proportion for which We are liable being
calculated by comparing the premium actually charged as a percentage of the premium which We would have
charged had We known of the increase in risk
Claims Procedure
If in relation to any claim You have failed to fulfil any of the following conditions You will lose Your right to indemnity or payment
for that claim
1	You notify Us as soon as is reasonably practicable where you have knowledge of any event occurrence
prosecution inquest or inquiry which may result in a claim regardless of Excess
2	You pass to Us as soon as is reasonably practicable every letter claim writ summons and process received in
connection with any claim
3",iii reduc proportion the amount paid or payabl on ani claim the proport for which we are liabl be calcul by compar the premium actual charg as a percentag of the premium which we would have charg had we known of the increas in risk claim procedur if in relat to ani claim you have fail to fulfil ani of the follow condit you will lose your right to indemn or payment for that claim 1 you notifi us as soon as is reason practic where you have knowledg of ani event occurr prosecut inquest or inquiri which may result in a claim regardless of excess 2 you pass to us as soon as is reason practic everi letter claim writ summon and process receiv in connect with ani claim 3,"iii 	 reduce proportionately the amount pay or payable on any claim the proportion for which we be liable be 
 calculate by compare the premium actually charge as a percentage of the premium which we would have 
 charge have we know of the increase in risk 
 claim Procedure 
 if in relation to any claim you have fail to fulfil any of the follow condition you will lose your right to indemnity or payment 
 for that claim 
 1 	 you notify we as soon as be reasonably practicable where you have knowledge of any event occurrence 
 prosecution inquest or inquiry which may result in a claim regardless of Excess 
 2 	 you pass to we as soon as be reasonably practicable every letter claim writ summon and process receive in 
 connection with any claim 
 3"
You must notify the police as soon as is reasonably practicable of Damage caused by malicious persons or,you must notifi the polic as soon as is reason practic of damag caus by malici person or,you must notify the police as soon as be reasonably practicable of Damage cause by malicious person or
"thieves
4	You at Your expense provide Us with a written claim containing as much information as possible of the accident
Damage or Injury including the amount of the claim within
		",thiev 4 you at your expens provid us with a written claim contain as much inform as possibl of the accid damag or injuri includ the amount of the claim within,"thief 
 4 	 you at your expense provide we with a write claim contain as much information as possible of the accident 
 Damage or Injury include the amount of the claim within 
		"
b	7 days in the case of Damage caused by riot civil commotion strikers locked out workers persons taking,b 7 day in the case of damag caus by riot civil commot striker lock out worker person take,b 	 7 day in the case of Damage cause by riot civil commotion striker lock out worker person take
"6	You must pass to Us unanswered immediately all communications from third parties in relation to any event which
may result in a claim under this Policy
7",6 you must pass to us unansw immedi all communic from third parti in relat to ani event which may result in a claim under this polici 7,"6 	 you must pass to Us unanswered immediately all communication from third party in relation to any event which 
 may result in a claim under this policy 
 7"
"You do not admit or repudiate liability nor offer to settle compromise make payment which may result in a claim or
pay any claim under this Policy without Our written agreement",you do not admit or repudi liabil nor offer to settl compromis make payment which may result in a claim or pay ani claim under this polici without our written agreement,"you do not admit or repudiate liability nor offer to settle compromise make payment which may result in a claim or 
 pay any claim under this policy without our write agreement"
"8	You will carry out or permit to be taken any action which may be reasonably practicable to prevent or minimise
loss andor interruption of the Business and to prevent further accident Damage or Injury
9",8 you will carri out or permit to be taken ani action which may be reason practic to prevent or minimis loss andor interrupt of the busi and to prevent further accid damag or injuri 9,"8 	 you will carry out or permit to be take any action which may be reasonably practicable to prevent or minimise 
 loss andor interruption of the Business and to prevent further accident Damage or Injury 
 9"
c	take over and conduct in Your name the defence or settlement of any claim or to prosecute any claim in,c take over and conduct in your name the defenc or settlement of ani claim or to prosecut ani claim in,c 	 take over and conduct in your name the defence or settlement of any claim or to prosecute any claim in
"reasonable manner
Your name for Your benefit and have full discretion in the conduct of any proceedings and in the settlement
of any claim
		",reason manner your name for your benefit and have full discret in the conduct of ani proceed and in the settlement of ani claim,"reasonable manner 
 your name for your benefit and have full discretion in the conduct of any proceeding and in the settlement 
 of any claim 
		"
"10	We will not pay for loss destruction or Damage or provide cover under Legal Liabilities Section if You or anyone
acting on Your behalf
		",10 we will not pay for loss destruct or damag or provid cover under legal liabil section if you or anyon act on your behalf,"10 	 we will not pay for loss destruction or damage or provide cover under Legal Liabilities Section if you or anyone 
 act on your behalf 
		"
"You are not entitled to abandon Property to Us
Contribution
Applicable to the Legal Liabilities Section
1	If the insurance provided by these sections is also covered by another policy or would but for the existence of
these sections We will only indemnify You in respect of any excess beyond the amount which would be payable
under such other insurance had these sections not been effected
Applicable to all other Sections insured by this Policy
2	Where any loss destruction Damage or liability covered by the Policy is also covered by another policy or would
be but for the existence of this Policy We will only pay a rateable share of the loss
3	If the other insurance is subject to a condition of average and this Policy is not this Policy will be become subject
to the same condition of average
4	If the Property Insured covered by the other insurance is subject to a provision excluding proportional payment
in whole or part the payment We make will be limited to the proportion of loss destruction or Damage as the Sum",you are not entitl to abandon properti to us contribut applic to the legal liabil section 1 if the insur provid by these section is also cover by anoth polici or would but for the exist of these section we will onli indemnifi you in respect of ani excess beyond the amount which would be payabl under such other insur had these section not been effect applic to all other section insur by this polici 2 where ani loss destruct damag or liabil cover by the polici is also cover by anoth polici or would be but for the exist of this polici we will onli pay a rateabl share of the loss 3 if the other insur is subject to a condit of averag and this polici is not this polici will be becom subject to the same condit of averag 4 if the properti insur cover by the other insur is subject to a provis exclud proport payment in whole or part the payment we make will be limit to the proport of loss destruct or damag as the sum,"you be not entitle to abandon Property to Us 
 contribution 
 Applicable to the Legal Liabilities Section 
 1 	 if the insurance provide by these section be also cover by another policy or would but for the existence of 
 these section we will only indemnify you in respect of any excess beyond the amount which would be payable 
 under such other insurance have these section not be effect 
 Applicable to all other section insure by this policy 
 2 	 where any loss destruction damage or liability cover by the Policy be also cover by another policy or would 
 be but for the existence of this policy we will only pay a rateable share of the loss 
 3 	 if the other insurance be subject to a condition of average and this policy be not this policy will be become subject 
 to the same condition of average 
 4 	 if the Property Insured cover by the other insurance be subject to a provision exclude proportional payment 
 in whole or part the payment we make will be limit to the proportion of loss destruction or damage as the sum"
"Insured bears to the value of the Property
Contracts Rights of Third Parties Act 1999
A person or company who was not a party to this Policy has no right under the Contracts Rights of Third Parties Act 1999
to enforce any term of this Policy but this does not affect any right or remedy of a third party which exists or is available apart
from that Act
Discharge of Liability
We may at any time pay
1",insur bear to the valu of the properti contract right of third parti act 1999 a person or compani who was not a parti to this polici has no right under the contract right of third parti act 1999 to enforc ani term of this polici but this doe not affect ani right or remedi of a third parti which exist or is avail apart from that act discharg of liabil we may at ani time pay 1,"insured bear to the value of the property 
 Contracts Rights of Third Parties Act 1999 
 a person or company who be not a party to this policy have no right under the Contracts Rights of Third Parties Act 1999 
 to enforce any term of this policy but this do not affect any right or remedy of a third party which exist or be available apart 
 from that Act 
 Discharge of Liability 
 we may at any time pay 
 1"
"3	a smaller amount for which a claim can be settled after deduction of any sum already paid We will not make any
further payments except for costs and expenses incurred prior to the payment of the claim
Fraud
If You or anyone acting on Your behalf to obtain a benefit under this Policy
1",3 a smaller amount for which a claim can be settl after deduct of ani sum alreadi paid we will not make ani further payment except for cost and expens incur prior to the payment of the claim fraud if you or anyon act on your behalf to obtain a benefit under this polici 1,"3 	 a small amount for which a claim can be settle after deduction of any sum already pay we will not make any 
 further payment except for cost and expense incur prior to the payment of the claim 
 fraud 
 if you or anyone act on your behalf to obtain a benefit under this policy 
 1"
supports a claim by false or fraudulent documents devices or statements whether or not the claim is itself genuine,support a claim by fals or fraudul document devic or statement whether or not the claim is itself genuin,support a claim by false or fraudulent document device or statement whether or not the claim be itself genuine
"We will also notify You if We will be treating the Policy as having terminated with effect from the date of any acts set out in 14
above
In that event You will
",we will also notifi you if we will be treat the polici as have termin with effect from the date of ani act set out in 14 abov in that event you will,"we will also notify you if we will be treat the Policy as having terminate with effect from the date of any act set out in 14 
 above 
 in that event you will 
"
"Identification
This Policy is a legal contract between You and Us and designed to be as easy to understand as possible You must make a
fair presentation of the risk to Us at inception renewal and variation of the Policy
Your Proposal the Schedule Your Policy and any Endorsements shall be considered as one legal document
It is important that You read all Your documents carefully and let Your insurance agent know immediately if the insurance does
not meet Your requirements or if any information is inaccurate or incomplete If any changes are required this may result in
changes to the terms and conditions of the Policy or a refusal to provide cover
Index Linking
Whenever a Sum Insured is declared to be subject to Index Linking it is adjusted at monthly intervals in accordance with
appropriate indices as decided by Us
At each renewal the premium will be adjusted to apply to the Sum Insured which then pertains and We waive all rights to
additional premium arising solely out of such index adjustments prior to renewal
Interest Clause
The interests of third parties which You are required to include on this Policy under the terms of any mortgage property lease
or hiring leasing or hire purchase agreement are automatically noted subject to You advising Us as soon as is reasonably
practicable
Fair Presentation of the Risk
We are keen to work in partnership with You and avoid any misunderstandings",identif this polici is a legal contract between you and us and design to be as easi to understand as possibl you must make a fair present of the risk to us at incept renew and variat of the polici your propos the schedul your polici and ani endors shall be consid as one legal document it is import that you read all your document care and let your insur agent know immedi if the insur doe not meet your requir or if ani inform is inaccur or incomplet if ani chang are requir this may result in chang to the term and condit of the polici or a refus to provid cover index link whenev a sum insur is declar to be subject to index link it is adjust at month interv in accord with appropri indic as decid by us at each renew the premium will be adjust to appli to the sum insur which then pertain and we waiv all right to addit premium aris sole out of such index adjust prior to renew interest claus the interest of third parti which you are requir to includ on this polici under the term of ani mortgag properti leas or hire leas or hire purchas agreement are automat note subject to you advis us as soon as is reason practic fair present of the risk we are keen to work in partnership with you and avoid ani misunderstand,"identification 
 this policy be a legal contract between you and Us and design to be as easy to understand as possible you must make a 
 fair presentation of the risk to we at inception renewal and variation of the Policy 
 your Proposal the Schedule your policy and any endorsement shall be consider as one legal document 
 it be important that you read all your document carefully and let your insurance agent know immediately if the insurance do 
 not meet your requirement or if any information be inaccurate or incomplete if any change be require this may result in 
 change to the term and condition of the Policy or a refusal to provide cover 
 Index link 
 whenever a Sum Insured be declare to be subject to Index link it be adjust at monthly interval in accordance with 
 appropriate index as decide by Us 
 at each renewal the premium will be adjust to apply to the Sum Insured which then pertain and we waive all right to 
 additional premium arise solely out of such index adjustment prior to renewal 
 Interest Clause 
 the interest of third party which you be require to include on this policy under the term of any mortgage property lease 
 or hire leasing or hire purchase agreement be automatically note subject to you advise we as soon as be reasonably 
 practicable 
 Fair Presentation of the risk 
 we be keen to work in partnership with you and avoid any misunderstanding"
"Should You be in any doubt as to whether information should be presented to Us You must
 discuss it with Your insurance agent or
 disclose it to Us
2	We may at Our absolute discretion avoid the Policy and refuse to pay any claims where any failure to make a fair
presentation is
		",should you be in ani doubt as to whether inform should be present to us you must discuss it with your insur agent or disclos it to us 2 we may at our absolut discret avoid the polici and refus to pay ani claim where ani failur to make a fair present is,"should you be in any doubt as to whether information should be present to we you must 
  discuss it with your insurance agent or 
  disclose it to Us 
 2 	 we may at our absolute discretion avoid the policy and refuse to pay any claim where any failure to make a fair 
 presentation be 
		"
b	of such other nature that if You had made a fair presentation We would not have issued the Policy,b of such other natur that if you had made a fair present we would not have issu the polici,b 	 of such other nature that if you have make a fair presentation we would not have issue the policy
"We will return the premium paid by You unless the failure to make a fair presentation is deliberate or reckless
3",we will return the premium paid by you unless the failur to make a fair present is deliber or reckless 3,"we will return the premium pay by you unless the failure to make a fair presentation be deliberate or reckless 
 3"
"If We would have issued the Policy on different terms had You made a fair presentation We will not avoid the
Policy except where the failure is deliberate or reckless but We may instead at Our absolute discretion",if we would have issu the polici on differ term had you made a fair present we will not avoid the polici except where the failur is deliber or reckless but we may instead at our absolut discret,"if we would have issue the policy on different term have you make a fair presentation we will not avoid the 
 Policy except where the failure be deliberate or reckless but we may instead at our absolute discretion"
"a	reduce proportionately the amount paid or payable on any claim the proportion for which We are liable
being calculated by comparing the premium actually charged as a percentage of the premium which We
would have charged had You made a fair presentation and or",a reduc proportion the amount paid or payabl on ani claim the proport for which we are liabl be calcul by compar the premium actual charg as a percentag of the premium which we would have charg had you made a fair present and or,"a 	 reduce proportionately the amount pay or payable on any claim the proportion for which we be liable 
 be calculate by compare the premium actually charge as a percentage of the premium which we 
 would have charge have you make a fair presentation and or"
"b	treat the Policy as if it had included such additional terms other than those requiring payment of the
premium as We would have imposed had You made a fair presentation",b treat the polici as if it had includ such addit term other than those requir payment of the premium as we would have impos had you made a fair present,"b 	 treat the policy as if it have include such additional term other than those require payment of the 
 premium as we would have impose have you make a fair presentation"
"For the purposes of this condition references to
i	avoiding a Policy means treating the Policy as if it had not existed from the inception date where the failure to
make a fair presentation of the risk occurs before the inception of the Policy the renewal date where the failure
occurs at renewal of the Policy or the date of change where the failure occurs when the Policy is changed
ii	refunds of premium should be treated as refunds of premium back to the inception date renewal date or date of
change as the context requires
iii	issuing a Policy should be treated as the references to issuing the Policy at inception renewing or change of the
Policy as the context requires
iv	premium should be treated as the premium payable for the particular contract of insurance which is subject to this
condition where there is more than one contract of insurance
Reasonable Care
If in relation to any claim You have failed to fulfil any of the following conditions You will lose Your right to indemnity or payment
for that claim
You must
1	take all reasonable precautions to prevent or minimise any circumstance or to cease any activity which may
cause accident Damage or Injury
2",for the purpos of this condit refer to i avoid a polici mean treat the polici as if it had not exist from the incept date where the failur to make a fair present of the risk occur befor the incept of the polici the renew date where the failur occur at renew of the polici or the date of chang where the failur occur when the polici is chang ii refund of premium should be treat as refund of premium back to the incept date renew date or date of chang as the context requir iii issu a polici should be treat as the refer to issu the polici at incept renew or chang of the polici as the context requir iv premium should be treat as the premium payabl for the particular contract of insur which is subject to this condit where there is more than one contract of insur reason care if in relat to ani claim you have fail to fulfil ani of the follow condit you will lose your right to indemn or payment for that claim you must 1 take all reason precaut to prevent or minimis ani circumst or to ceas ani activ which may caus accid damag or injuri 2,"for the purpose of this condition reference to 
 i 	 avoid a policy mean treat the Policy as if it have not exist from the inception date where the failure to 
 make a fair presentation of the risk occur before the inception of the policy the renewal date where the failure 
 occur at renewal of the Policy or the date of change where the failure occur when the policy be change 
 ii 	 refund of premium should be treat as refund of premium back to the inception date renewal date or date of 
 change as the context require 
 iii 	 issue a policy should be treat as the reference to issue the policy at inception renew or change of the 
 Policy as the context require 
 iv 	 premium should be treat as the premium payable for the particular contract of insurance which be subject to this 
 condition where there be more than one contract of insurance 
 reasonable care 
 if in relation to any claim you have fail to fulfil any of the follow condition you will lose your right to indemnity or payment 
 for that claim 
 you must 
 1 	 take all reasonable precaution to prevent or minimise any circumstance or to cease any activity which may 
 cause accident Damage or Injury 
 2"
"4	comply with all relevant statutory requirements manufacturers recommendations and other regulations relating to
the use inspection and safety of Property and the safety of persons
5	make good or remedy any defect or danger which becomes apparent and take such additional precautions as the
circumstances may require
Reinstatement
When We decide or are required to reinstate or replace any Property You will at Your expense provide
1",4 compli with all relev statutori requir manufactur recommend and other regul relat to the use inspect and safeti of properti and the safeti of person 5 make good or remedi ani defect or danger which becom appar and take such addit precaut as the circumst may requir reinstat when we decid or are requir to reinstat or replac ani properti you will at your expens provid 1,"4 	 comply with all relevant statutory requirement manufacturer recommendation and other regulation relate to 
 the use inspection and safety of Property and the safety of person 
 5 	 make good or remedy any defect or danger which become apparent and take such additional precaution as the 
 circumstance may require 
 reinstatement 
 when we decide or be require to reinstate or replace any property you will at your expense provide 
 1"
"which We require
We will not be obliged to reinstate Property exactly but only in a satisfactory manner as circumstances allow The maximum
amount We will pay in respect of one item is the Sum Insured",which we requir we will not be oblig to reinstat properti exact but onli in a satisfactori manner as circumst allow the maximum amount we will pay in respect of one item is the sum insur,"which we require 
 we will not be oblige to reinstate Property exactly but only in a satisfactory manner as circumstance allow the maximum 
 amount we will pay in respect of one item be the Sum Insured"
"Sanction Limitation and Exclusion
We shall not be liable to pay any claim or provide any benefit under any insurance cover or extension to the extent that the
provision of such cover payment of such claim or provision of such benefit would expose Us to any sanction prohibition or
restriction under United Nations resolutions or the trade or economic sanctions laws or regulations of the European Union
United Kingdom or United States of America
Language
The contractual terms conditions exclusions and other information relating to this Policy will be in the English language
Subrogation
Anyone making a claim under this Policy must at Our request and expense do everything We reasonably require to
1",sanction limit and exclus we shall not be liabl to pay ani claim or provid ani benefit under ani insur cover or extens to the extent that the provis of such cover payment of such claim or provis of such benefit would expos us to ani sanction prohibit or restrict under unit nation resolut or the trade or econom sanction law or regul of the european union unit kingdom or unit state of america languag the contractu term condit exclus and other inform relat to this polici will be in the english languag subrog anyon make a claim under this polici must at our request and expens do everyth we reason requir to 1,"Sanction Limitation and Exclusion 
 we shall not be liable to pay any claim or provide any benefit under any insurance cover or extension to the extent that the 
 provision of such cover payment of such claim or provision of such benefit would expose we to any sanction prohibition or 
 restriction under United Nations resolution or the trade or economic sanction law or regulation of the European Union 
 United Kingdom or United States of America 
 Language 
 the contractual term condition exclusion and other information relate to this policy will be in the english language 
 Subrogation 
 anyone make a claim under this policy must at our request and expense do everything we reasonably require to 
 1"
"from other parties to which We will become entitled or subrogated because of payment for or making good accident Damage
or Injury We may require You to carry out such actions before or after We make any admission of or payment of a claim
Unoccupancy
Whenever a building or portion of a building becomes Unoccupied
You must
1",from other parti to which we will becom entitl or subrog becaus of payment for or make good accid damag or injuri we may requir you to carri out such action befor or after we make ani admiss of or payment of a claim unoccup whenev a build or portion of a build becom unoccupi you must 1,"from other party to which we will become entitle or subrogate because of payment for or make good accident damage 
 or Injury we may require you to carry out such action before or after we make any admission of or payment of a claim 
 unoccupancy 
 whenever a building or portion of a building become unoccupied 
 you must 
 1"
"		We shall have the right to change the terms and conditions of the Policy and You must action any risk
improvement measures that We require within the agreed timescales and pay any additional premium if required
2",we shall have the right to chang the term and condit of the polici and you must action ani risk improv measur that we requir within the agre timescal and pay ani addit premium if requir 2,"		 we shall have the right to change the term and condition of the Policy and you must action any risk 
 improvement measure that we require within the agree timescale and pay any additional premium if require 
 2"
"ensure all services are turned off at the mains except electricity where needed to maintain any fire or intruder
alarm system in operation and the water and heating system drained and wherever possible chain and padlock
the isolation valves",ensur all servic are turn off at the main except electr where need to maintain ani fire or intrud alarm system in oper and the water and heat system drain and wherev possibl chain and padlock the isol valv,"ensure all service be turn off at the main except electricity where need to maintain any fire or intruder 
 alarm system in operation and the water and heating system drain and wherever possible chain and padlock 
 the isolation valve"
"		You must at Our request provide any bills for any utilities being supplied to the Premises at the time of any
Damage resulting from escape of water for verification by Us
3",you must at our request provid ani bill for ani util be suppli to the premis at the time of ani damag result from escap of water for verif by us 3,"		 you must at our request provide any bill for any utility be supply to the Premises at the time of any 
 damage result from escape of water for verification by Us 
 3"
"4	ensure that the Premises are adequately secured against unauthorised entry including the sealing of any
letterboxes and openings
5	remove any accumulations of combustible materials such as junk mail and newspapers during each inspection of
the Premises
6	advise Us immediately if the buildings are to be occupied by contractors for renovation alteration or conversion
purposes or if the buildings are to become occupied or used",4 ensur that the premis are adequ secur against unauthoris entri includ the seal of ani letterbox and open 5 remov ani accumul of combust materi such as junk mail and newspap dure each inspect of the premis 6 advis us immedi if the build are to be occupi by contractor for renov alter or convers purpos or if the build are to becom occupi or use,"4 	 ensure that the Premises be adequately secure against unauthorised entry include the sealing of any 
 letterboxe and opening 
 5 	 remove any accumulation of combustible material such as junk mail and newspaper during each inspection of 
 the Premises 
 6 	 advise we immediately if the building be to be occupy by contractor for renovation alteration or conversion 
 purpose or if the building be to become occupy or use"
